name,date,rating,content,like
くろたろー,2017年1月4日,3,アプリ自体はとても使いやすい！ただ、無料期間が短い。アプリの内容に金額があってない。広告出してもいいから全部無料にしてほしい。そして、曲をダウンロードできるようにして欲しい！無料になればもっといろんな人がいれれるけどこれじゃダメだと思う。,27
Marz 27,2017年1月5日,4,邦楽を聴くのにはほぼ使いませんが洋楽は良いです。ただ曲の配信期間が短い。折角プレイリストを作ってもまた曲を探してインストールしなきゃいけないのが面倒。曲数が多いので容量は必然的に重くなっていきます。,29
蒼﨑のあ,2017年1月2日,4,今は１ヶ月無料期間?みたいなやつでインストールしたばかりなのですが、使いやすいです！1度キャッシュするだけで後は好きな曲を聴き放題♪いまのところとてもいいです！今は無料期間ですが、会員登録をしたら有料になってしまうのですか？それとも無料なんですか？返事お願いします！！,1
天オベイロン,2017年1月12日,5,これに、文句言ってるやつまぢ金払えや‼運営メチャクチャ頑張ってる      神アプリやねバクグラあってＤＬからのプレイリスト直やばいわ,0
nori I,2016年12月15日,2,楽天モバイルで使用すると、一日一時間ちょっと聞くと3日の通算使用量で通信制限がかかる。そこらへんはもうちょっと考慮してくれてもいいのでは？,18
ドラゴン,2017年1月2日,3,もっと曲数を増やして欲しい。色んなアーティストさんのも聞きたい。                               あとは歌詞がときどき違うところがある！,0
白兎黒兎,2017年2月8日,4,聴きたい曲があり検索したらオルゴールしかないってのが多い。そこは最悪。ちゃんと全ての曲を入れて欲しい。そこ以外は、結構良い。そこさえ変えれば良いと思う。だからそこちゃんとして欲しい。,2
堀川浩太,2016年12月16日,4,たまに未承諾になって聞けなくなる、同じ曲をまたキャッシュして聞くのがめんどくさいです。そこを改善してもらえると最高かな！,4
ルラ,2017年1月7日,4,プロ画を選択するときに画像自体は全てあって選べるけど1番最近の画像3、4枚ぐらいしかちゃんと色まで出ていなくてあとは全てシルバー色と日付と時間しか表示されていない、androidバージョンも最新です、治して欲しいです,1
なっかんです,2017年1月2日,1,聞けてた曲が急に聞けなくなってしまってて、しかも、この国ではご利用できませんって出で来るよーになった、前のバージョンではキャッシュして聞けてたのに行きなり聞けなくなるのはおかしい、しかも、一番ムカつくのが、キャッシュして聞くって言う項目をタップしても失敗って出てくる ちゃんと直してほしい。キャッシュして聞けないとか、ちゃんとしてほしい,0
矢板睦生,2016年12月28日,3,たくさん曲があっていいのですが、機種変更の際のやり方が分かりません。困っています。,0
カットボール,2017年1月10日,5,歌詞が間違えていたりたまにいきなり歌詞無しになったりしますがオンラインサポートに報告するとすぐに対応してくれるのですごくいいです！,1
Klein,2016年12月17日,2,ONE OK ROOKの新曲はまだ聴けませんか？少し遅い気がします,3
ポイフル,2017年1月20日,4,ONE OK ROCKの楽曲やRADWIMPS、そんな邦ロックなどを増やしてもらうとすごく助かるあとはいい感じ,1
いりく,2017年1月18日,3,使いやすくていいのですが 、曲リクエストなど何度送ってもまるで意味がない,1
フジワラミユ,2016年12月27日,1,なめてんの？ 退会してんのになんで金かかってんの？  その分の金返してくれますか？,2
ななこ,2017年1月31日,3,音を大音量にしても、結構音がほかのアプリより小さいです。 音量をもうちょっと大音量で聴けるよーになると星5になると思います。,1
馬場愛子,2017年1月11日,5,ずっと使わせてもらってます((∩´︶`∩))歌詞も一緒に出てくるのでありがたいです。音質もgood◎ほかの音楽アプリも試したけど結局これが1番！ただ日本対応じゃない曲結構あります？,0
ke mu まいまいあーりん推し,2016年12月25日,1,キャッシュした曲聴けない 特定の曲だけ、キャッシュ以外では行けるのに,0
m mmr,2016年12月19日,2,前まで聞けていた曲が急にこの国での再生には対応していませんと表示される 他にも日本のアーティストの曲なのに同じように表示されるのをどうにかして欲しい,0
長澤祐太,2016年12月20日,1,プレミアム会員なのに通信制限かかると聴けなくなるのですがなぜですか?,1
野村亜衣,2017年1月18日,3,乃木坂も欅坂の曲も聴けるからいいと思います！！ これって、ずっとフルで聴けるんですか？？,0
航介野嶽,2016年12月13日,1,アップデートしてからwi-fiがきかない他のアプリは問題ないけど,3
時透無一郎,2017年6月23日,4,アニメの曲がなさすぎ！,5
Googleユーザー,2016年12月31日,2,アプリのメニューがゴチャゴチャしすぎ、あと検索→プレイリスト→曲選曲→いつの間にかアルバムやシングルに飛んでたり、基本的な操作であるお再生や追加が分かりづらい,0
たかはしあきと,2017年1月21日,5,きのうさいこうです 嵐とかも入れて欲しいな。,1
秋山直輝,2017年1月6日,2,曲増やせ,0
恵伊澤,2016年12月30日,5,新曲やメジャー過ぎる人がすくないのはさみしい,0
くさかべしゅう,2017年1月4日,4,いいと思うよ,1
高橋達弥,2018年5月29日,1,退会が面倒,0
木村賢,2017年1月12日,5,使いやすい‼,1
chou nix,2017年1月3日,5,最高,0
おつん!,2016年12月10日,3,変にverアップして、お気に入りの曲とかが全部消えた。あと曲の再生回数的なやつも参考にして聞いていたりしていたのでそれも消えて残念です,6
Kk Aki,2016年12月8日,3,前まで普通に使えてたのに急に音楽が途中で止まったり一曲終わるとアプリが強制終了したりします。なんとかなりませんか？,0
sAki HaseGawa,2016年12月10日,4,back numberもillionもnoiseeも米津玄師もないから残念,5
凛々,2016年12月7日,3,キャッシュって何ですか？キャッシュって課金ですか？大丈夫ですか？？？？お金かかるの？,4
_ふぃあな,2016年12月10日,2,最近再生しようとした曲がキャッシュから勝手に消えるんだけどどういうこと? それ以外はちゃんと使えてます,0
w エースの極みV2,2016年12月3日,3,Googleプレイから課金出来ないの？,4
ふらす,2016年12月7日,2,I couldn't play the songs when offline,6
佐藤萌菜,2016年12月18日,3,キャッシュできなくなった,1
y youjeen.8,2016年12月5日,5,コスパええよ,0
伊藤春美,2016年11月27日,1,アップデートしてからキャッシュ出来なくなりました。今までとても良かったので 残念です。ヘルプを見ても対策方法が出てきません。どうしたらいいのでしょうか？,5
maa en,2016年11月20日,4,椎名林檎が全くないのには驚き、入れてほしい。プレイリストをもっといじりやすくしてほしいかな プレイリスト1とか2みたいにつくれたらいいのに,4
原航進,2016年11月26日,2,音が少しでるアプリをはじめたらなぜか通知のところからも全て消える。いみがわからない,2
可児俊憲,2016年11月23日,3,何故back numberが入ってない もっと曲数増やして欲しい,4
城田毅,2016年11月27日,2,曲は良いのに、無料のはずなのに購入したことになってる。トライアルだったはず、、ちゃんと無料って書いてあったよ！。,1
翔ちゃん,2016年12月2日,1,月額料に対して曲少なすぎ。その割には容量多過ぎてウザイ。,5
嶋明,2016年11月21日,1,ヘルプが役に立たない。,1
高橋公平,2016年12月9日,5,好きなアーティストが聴けて、すごくいいです。毎日使わせてもらってます。,0
山口佳子,2016年11月27日,5,毎朝楽しく聴いてます☺,1
酒井博士,2016年11月26日,5,いいね,1
綾瀬恋雪,2016年11月13日,4,洋楽ばかり聞くからなのか、全然使えます。機能面でも使いやすく良いアプリかと思います。星野 源さんがYouTubeだけってのはちょっとがっかりでしたが...。他のレビューにありました、『キャッシュをするにはメモリーカードを挿入してください。』の文が出る場合、設定から保存先を選択し、もう一度キャッシュする必要があると思います。スマホのアップデートが悪いのかアプリが悪いのかは不明ですが...,5
よしぴーサボテン,2016年12月1日,2,RADWIMPSの曲あんまないなー　　前まで星5やったけど今は2やなー　曲増やして欲しいです　リクエストで書いたけど前前前世いつになったらくんねん😠,22
NOZOMI tatuiwa,2016年11月17日,5,色んな音楽聞けるし、画面暗くしても聴けるところは良いかな。                                             だけどLINEとかを開いたら音楽が止まるからそこは改善して欲しい,0
浜田,2016年11月10日,3,今まで普通にキャッシュした曲聴けてたけど携帯電話をアップデートしたら「キャッシュをするにはメモリーカードを挿入してください。」って出てきて急にキャッシュした曲が聴けなくなった,4
ガチャピンサカモト,2016年11月16日,1,オルゴールとYoutubeとかしか出てこないから好きな曲が聴けなくて全然使えない,2
祐貴深田,2016年11月11日,3,良いけど無い曲もあるのでその変わダメかなー,3
ogata kenjiro,2016年11月15日,1,退会出来ない😠ソフトバンクユーザーに対する案内が無い！,14
川口まなみ,2016年11月15日,5,他のアプリで探してもない曲がフルであったから大満足！！本当にありがとうございます！,2
wei en shi,2016年11月12日,1,一堆名歌都沒有搞屁啊 爛找一堆外國歌曲都沒有,0
Googleユーザー,2016年12月2日,4,欲を言えばプレイリストの編集ができるようになれば嬉しいです。,0
慶悟,2016年11月10日,3,毎月払うの,3
青掛零,2016年11月10日,2,ビオライトという曲がはいっていないんだけど　あと、セイントビースト？の曲も入っていない。ディアラバはあったから良かった!金色のガッシュベル！！も入れて欲しい。男性声優の曲も増やして下さい。　　　主に櫻井さんの,1
grone,2016年10月30日,2,意見箱送ろうとボタン押すと強制終了しますよ？聞き入れないってことですかね？あと、楽曲のリクエストしても追加されないじゃないですか？多数決だとは思いますが入れてほしいものはあるんです。お金払ってるんですからしっかりやって、無理なら無理とメールアドレスがあるんだから連絡してください。,14
Googleユーザー,2016年10月27日,5,すごく満足していますが、機種変更するので、引き継ぎたいけど、やり方がわからない。,6
こあ,2016年10月31日,5,月額に入って毎日利用させていただいてます。特に不満はないです。これからもよろしくお願いいたします。,1
うゆ,2016年10月31日,1,オルゴールだけお金とるとか(*´д`*)ﾊｧため息しか出ませんわ最近の音楽はYouTube任せか,1
天野義典,2016年10月29日,5,曲数がどんどん増えている。これからも楽しみにしています。,1
みかなぶーん,2016年12月30日,5,最高！でもMY FIRST STORYとかback numberがあればもっと最高！,0
平山純一,2016年10月30日,5,とても👍ですね。,3
斎藤あかね,2016年10月30日,5,とてもいいアプリですね󾬑,0
むらかみたつみ,2016年11月8日,5,いい感じ,0
山口弦汰,2016年11月7日,5,最高,0
Googleユーザー,2016年12月6日,5,さいこー,1
ちゃんみー,2016年10月19日,5,毎日愛用しています。でも最近まで聴けていた曲が急に(この国には対応されていません)って出ちゃって聴けなくなった曲が何曲かあります。あれは何でですか？ずっと聴けていたので何でかなぁ？って不思議ですので回答宜しくお願い致しますm(_ _)m,8
金田有希,2016年10月17日,1,ディスカバー？になってから アプリを起動してもすぐに｢問題が発生しました｣と出て必ず強制終了されます。 月額入ってるし、めっちゃ利用してたので早急の対応お願いしますm(_ _)m,8
ヘタレちゃん,2016年10月14日,1,アップデートしたら入れなくなりました。月額で入ってるので困ります。なんとか改善をしてください。,9
板垣ゆうた,2016年10月17日,5,ログインできなくなりました、パスワードの再発行をしてもメールが届きません,4
みーにゃん,2016年10月14日,5,いつも愛用して使いやすいのですが今まで聴けていた曲だったのに(この国では対応できません)と出て聴けなくなってしまいました。何ででしょうか？,8
嵯峨匠悟,2016年10月24日,4,アプリは音楽がたくさん聴けていいけど、自分のプレイリストに追加しても、自分のプレイリストを聴こうとしても出てきません！ どうしたら聴けますか？,1
れん,2016年10月13日,5,使いやすいほんと最高。ひとつだけ文句言うなら歌詞の間違えをなくしてほしい,2
Googleユーザー,2016年10月21日,4,子どもが探してる合唱曲や、有名なアーティストの有名な曲がなかったり…,0
鈴木公大,2016年10月25日,5,前より曲が増えたのは嬉しいです！🙌欲を言ったら『清竜人25』さんの曲が聴きたいです！,1
Googleユーザー,2016年10月16日,3,お試し会員で１ヶ月間無料で曲がフルで聴けるはずなのに30秒しか聴けないです。なんでですか？,0
Googleユーザー,2016年10月18日,1,お試し期間中は聴けたけど期間が終わると聴けなくなった。,3
和田,2016年10月21日,4,名前を変えようとしても、ページに戻る←しか表示されないため変更できない,0
Googleユーザー,2016年10月13日,5,とっても使いやすくて重宝してます！,2
加藤拓人,2016年10月20日,4,種類が豊富,1
爆弾男。,2016年10月6日,1,この国の再生に対応してませんと未承諾で聞けなくなった曲がいくつかあります。どうしてでしょうか？,8
阿佳【カク】,2016年10月6日,1,完全沒用的東西綁架手機無法刪除是最爛的軟件,7
竹澤みのり,2016年10月12日,2,宇多田ヒカルとか最近戻ってきたから入れて欲しいです。,0
ミニミニ,2016年10月9日,5,聞きやすい,1
min min,2016年9月16日,3,ジャニーズの人たちの歌をいれてほしい。back numberとナオト・インティライミのオルゴールバージョンじゃなくて普通の歌がない。結構メジャーな人たちの歌がない。いれてください。,30
soso,2016年9月26日,3,シャッフル再生機能をつけてほしい。あと、YouTubeしかないのを普通に聴けるように増やして欲しいです,12
りーにゃん,2016年9月28日,1,いきなり聴けなくなんのはなんなの？有料でそれはないでしょ。backnumberとか安室奈美恵聴けるようにしてほしい,10
マンボーオイラ,2016年9月17日,5,とても曲の種類が豊富で好きな曲がいっぱい聞けて最高です！,19
HARU MARU,2016年9月20日,2,聴きたい曲がオルゴールとか無いとかばっかり,1
何柏霖,2016年9月18日,5,越來越喜歡kkbox了，雖然有時候會不穩，但大部分時間都很好用,10
宮崎めぐ美,2016年9月28日,3,キャッシュした曲を着メロにできないもんですか？,0
BoonPeng KOH,2016年10月1日,5,僕の青春を見つけました!,1
TNI WANIMA,2016年9月12日,3,勝手かも知れませんがザ・クロマニヨンズの曲を入れて下さい！どこを探しても入れてくれてるところが無いのでお願いします。オルゴールとかは嫌です。出来ればCD音源でお願いします。,5
脇田泰志,2016年9月17日,2,プレイリストに入れてる曲が提供元の都合により頻繁に消えます。大抵は探せば同じ曲が見つかりますが、再登録は手動なので労力は尋常ではありません。この問題は是非とも改善して頂きたいです。現時点では、長期間使う人にはオススメ出来ません。,1
逆鱗ch,2016年9月9日,5,歌詞が表示される。歌っている箇所は網掛で表示されるのでありがたいです！ただ、最近横画面の表示がズレる不具合が発生しています。Xperia Z Ultra,12
遠藤万惟樹,2016年9月2日,3,曲数もっと増やしたほうがいいと思う。　そしたら最高かなあ....RADWIMPSとか話題の曲とかあまりない気がする。,17
Z I,2016年9月10日,4,最近話題の曲とか全然ないし、聞きたい歌が少ない!でも歌詞が出てくるとことか、曲を探しやすいのはいいと思う!もっと曲が増えれば☆5!!!,2
Sein Mcallister,2016年9月13日,5,わからないことを質問したらすぐに返信が返ってきた。マジおすすめ,0
くんしゅうまい,2016年9月7日,1,アニソンほとんどないやんここの運営は頭おかしい,4
蒼真神,2016年9月10日,1,Mr.Children、B'z…ないし,2
よだ,2016年9月11日,2,Mr.Childrenは絶対いるよね！,2
豊増琢真,2016年9月8日,1,いきものがかり早く新曲をー  ラストシーン早く聞きたいんです,1
kkk K,2016年9月16日,2,イヤホンを使って聞いてる時に勝手にGoogleの音声検索が出てきます、なぜですか？？,0
ピーターラビット,2016年9月5日,4,無料じゃないのがね,1
ごくうオラ,2016年9月8日,5,超お気に入り,1
まぐっちマグ子,2016年9月4日,5,全部無料？,1
穴井雅絵,2016年9月1日,1,何度もアプリをアップデートしても､再生が出来ません｡全く音楽が聞けません｡毎月お金払ってるのに全く聞けないって詐欺ですよね？早急に音楽が聞けるように対応して下さい！オンラインでもオフラインでも聞けないです｡,2
あーちゃむ,2016年9月11日,1,曲をリクエストしてるのに追加してくれないんですか？リクエスト募集する意味💢。お金かけて登録してるんだから、ちゃんとしてほしいです。,0
salome kk,2016年9月4日,2,特定の一曲だけフルで再生できません。一度アンインストールしてもう一度ログインしなおすとフルで再生できるようになりますが、またしばらくすると曲が途中で終わってしまいます。お気に入りの曲なので、その曲が再生できなくなる度にログインし直してます。もう10回はその繰り返しをしています。改善してください。改善されなければ退会します。,0
daea bcv,2016年8月24日,4,要望としてはロック画面でも再生、停止、早送り、巻き戻しができればいいなと思う。これはしょうがないが、プレイリストでダウンロードした曲もアルバム順などに出てくると見づらい気もする。せめて並び替えができると嬉しい。,10
堀尾まり,2016年8月22日,1,月額支払いが退会できないため、サポートセンターに問い合わせたら、何ヶ月かは無料で、その期間が過ぎたら自動退会と説明がきた。自動ならいいと思っていたら、期間が過ぎたら月額料金が発生していた。あり得ない！お金返して！,8
葉山綾雅,2016年8月4日,3,最近強制終了が多いかな、音楽流してほかの事をしていたりするとアプリが終了して消えたりする、前まではこんな事なかったのに...退会しようか考え中。,35
Googleユーザー,2016年8月31日,4,キャッシュすればどこでも聞けるし新しい曲もちゃんとはいってくるのはいいんですけどキャッシュしたはずの曲がいきなりこの国では再生出来ませんってでたり配信スタートのプレイリストだけいきなり再生できなくなってもうずっとなのでそこを改善して頂けたらと思います。,1
M!eee,2016年8月17日,1,配信スタートガずっと再試行で開けないんですけど…。お金払ってるんだしちゃんとしてほしいんですけど。早急に直して下さい。,1
Kota T.,2016年8月4日,1,勝手に音楽止まって通知欄のとこから消えまた開いて再生しての繰り返しとかあほか有料のやつより無料の方が優秀ってどんだけ使えないんだよ 強制終了の問題修正とか出てたけどされてねーわ,102
カタオカナオト,2016年8月29日,1,プレミアム会員になったのにお金も払いました。なのに、30秒しか聞けません何故ですか？お金返してください,1
太郎日本,2016年8月28日,1,配信開始を見たくても、見れない。いつになったら、見れる？これで、お金取るのも問題があると思いますよ？,11
Googleユーザー,2016年8月11日,2,はじめの１ヶ月なのに音楽の再生が30秒しか流れない,6
山本優司,2016年8月18日,3,好きなバンドの曲はありましたが全体の半分位しかUPされていません。,1
重永碧生,2016年8月31日,3,いいっちゃいいんだけど曲数が少ない。それ以外は問題ないと思う。いいアプリっすね,0
大城朝輝,2016年8月9日,3,今まで聴けた曲が突然 この国での再生はできません と出てきました。対応お願いします。,4
ジュラル星人,2016年8月9日,1,まだ30日たっていないのにちゃんと再生されません！,4
syou,2016年8月24日,3,平井堅とかジャニーズの歌がオルゴールしか無いからそこを何とかしてほしい,0
ゆりあ,2016年8月26日,3,他のアプリを起動すると音楽が消えちゃいます😢,1
高峰宏斗,2016年8月12日,2,音楽を聞いていたらエラーが起きて音楽が止まってしまうためどうにかしてほしい,1
ぷるヤマ,2016年12月23日,1,こういう月額払うアプリは入れないほうがいいですよ基本外国のマニアックな曲しかないです日本の有名なアーティストはほとんどオルゴールやカラオケバージョンしかないです。使わなくなって忘れた頃に一ヶ月無料期間すぎると月額請求されるのでまとめて決済など使ってる人はアンインストールした方がいいです。あまり知られていなくても調べれば無料でmp3形式でダウンロードできるアプリは何個かあるのでこのアプリにお金を払う価値はまずないですね。,0
K S,2016年8月18日,3,時々キャッシュしたはずの曲がしてなかったことになっています,0
正一郎,2016年8月27日,5,最近曲を再生したらキャッシュが無くなるんですけど笑笑またキャッシュするとデータ量がかかるので対応お願いします！すみません！,1
橋茂雄,2016年8月18日,2,始めの頃は凄く良かったけど…最近になって配信のスタートが再試行になったままの状態が続いてる。なんでですか？,0
森勇也,2016年8月10日,3,更新される日を表示して欲しいです。,6
渡壁広斗,2016年9月21日,4,今のところ、問題なく使っています。ノイズもキレイで重宝しています。,0
Googleユーザー,2016年8月12日,4,防弾少年団の曲も入れてほしいです。　　,1
齋藤琉生,2016年8月22日,1,最近でた前前前世などない。はやくいれてくれ,2
野澤輝久,2016年8月30日,5,曲もだいたい好きなの有ったから結構俺ポイント90あげれる。でもあと10ポイントはもう少し曲が欲しいかな♪,0
love minion,2016年8月30日,4,1ヶ月と言う短い期間しか聞けないことが少々残念💦もーちょっと長い期間だったら最高😍😘💖,0
一分前,2016年8月21日,1,月々の料金プランにうまくはめられました…ほんと分かりにくい！イラッ,0
Janet Hsieh,2016年8月28日,4,特に問題ありません,0
大江晃,2016年8月4日,2,以外と曲がない,5
雪子信田,2016年8月3日,4,とても良かった,3
jmdasadddo －,2016年8月22日,1,曲が短い。,0
麻由美佐藤,2016年8月8日,2,強制終了ばかり,1
Googleユーザー,2016年8月25日,5,何時でも　好きな曲を聞けるなんて　サイコー,0
おおつぼかーぼう,2016年8月29日,5,聴きたい曲がちゃんとある,0
堀田ゆきみ,2016年8月6日,2,┐('～`;)┌こた,0
白幡朋弥,2016年7月9日,5,"洋楽が少ないね笑もっと増やしてほしいね、あと、着信とかにも出来るようにしてくれれば最高だな！バグとかも全くなく良好だな！毎月約1,000円払う分の価値は全然あるね！音質も良い方だ！　　　追加で、たまに未承認だったかで聞けない曲が出てくるねｗなんなんだろうね笑2016/07/09ライブラリ→アーティスト→でアーティストを選択したあと、バックした時にまたカテゴリーが一番上に戻るのをどうかして欲しい。実際不便！その他はOk!!!!!",32
Ren Ren,2016年6月25日,4,歌詞の誤字が多い！歌詞を見ながら曲を聴く人も多いと思うので誤字はしないで欲しい！それにGReeeeNとか新曲が入るのが遅い……他のアーティストとかは早いのに！GReeeeNとか早く新曲入れて欲しいです,38
如月クオン,2016年7月12日,1,え？え？無料期間なのにキャッシュが発生しますって、どういうこと？？なんか勝手にダウンロードはじめて、戻るボタン押したのに止まらないし…これってお金払わなきゃダメなの？？曲はすごくいいのに…,2
mecr mecr,2016年7月16日,1,Nexus5で利用中ですが再生開始と同時にブチッという大きなノイズ音が入ります。すべての曲で必ず起こります。このままでは鼓膜がおかしくなるのでアンインストールすることにしました。,17
なはなは,2016年7月26日,2,メジャーな歌手とか聞けない。あってもオルゴールとかばっかり。聞けてた音楽とかも急に対応してませんとか出て聴けなくなる。1000円の価値あるのか?,1
堀田昌利,2016年7月7日,4,若い頃３０才前半までエレキベースを弾いてたので、ジャンルは広くジャズからJ.POPを主に聞いてますが、そのアーティストを牽引したらドンドンCDタイトルが出てきて、ビックリしました‼ヨクドここまで、このサイト作ってくれたと思いました。今後も、よろしくお願いしますよ❗ブラザー・マサトより,18
雨音涼也,2016年8月2日,3,再びプレミアム会員登録をしようとしたのですが出来ません。支払い方法を選んでもお客様の携帯からはご利用できませんと来ました、どういうことなんでしょうか？,2
どこかのちるこ,2016年7月12日,2,二年近く使っています。この間たまに起きていました、今まで聴けていた曲が突然未許諾となり聴けなくなってしまうことが最近特に増えました。著作権などの問題もあるかと思いますが、そういった問題でなければ早急な改善を宜しくお願いします。,1
濱野英夫,2016年6月23日,3,お試しが終わって延長しましたしたらアカントが一致しないとかパスワードが他に使っている為の使えませんe*メールアドレスも使えません別に設定してください。で設定が延長出来ない,68
Kana Hiro,2016年10月22日,2,安室さんや宇多田さんなどの有名な方の曲がない。つまらない。サポートからの返信もない。,0
どこかどこかの人,2016年6月24日,2,無料期間が終わったから、プレミアム会員に入ったのにちゃんと聞けんとかどーなってるんですか？ふざけるにもほどです,12
99タバサ,2016年7月29日,1,,0
おっぺけぺー,2016年7月11日,1,未許諾とかいきなり出てきて聴くに聴けない曲が増えて不便。洋楽が聴きたい。Gleeの曲が1曲も聴けなくなったさっさと改善しろ。,1
チバ,2016年7月11日,1,今まで聞いてた曲がほぼ聞けなくなった。金払ってまで使ってんだからいきなり曲が聞けなくなるなんてありえない 早急に改善してもらわないと非常に困る 他の人も同じことを思ってる絶対,1
しんや,2016年7月7日,4,プレミアム会員１ヶ月無料期間が終わって本登録しなきゃいけなくなったんですが支払い方法を選択した後暗証番号4桁を半角で入力と書いてますが普通に数字を打っても誤りがありますとエラーになってしまいます。どうしたらいいのでしょうか？,3
ラフランス,2016年7月14日,1,課金したら今までフルで全曲聴けたのに、全部30秒で終わってしまいます。課金した意味。詐欺だよ詐欺,2
西村麻衣,2016年7月2日,1,Android4.4.2最近音楽再生中に勝手に再起動したり電源落ちるけど不具合？　自宅内はwifi ですけど,13
貴酒,2016年7月6日,3,毎回オフラインモードを設定しないと通信しに行く仕様が嫌。このくらいの設定は保持してくれないと困る。,2
榊博,2016年7月19日,1,ミスってアンインストールしてインストールし直したら曲が30秒で全て終わるど言うことだよおい？,1
紫ニモ,2016年7月18日,3,次の曲スキップしたらスキップした曲もっかいダウンロードしなきゃいけなくなったんだけど。どうして？,2
M Sho,2016年7月11日,4,毎日使わせてもらってるんですが、海外アーティストの楽曲が急にこの国では対応してませんと出てきて、聴けなくなりました。,1
Tar zan,2016年7月13日,5,未承認で聞けませんってやつを直して欲しい！もっかいプレイリスト作るの大変です。お願いします,1
桜,2016年7月12日,1,聞きたい曲が急にこの国では再生出来ませんと出て再生出来なくなりました、問い合わせもバグって出来ない始末･･･もうすぐ無料期間終るから、月額払って更新しようと思ってたけど･･･ちょっとこれはダメかなー( ´・_・｀)ｶﾅ-,2
gisio gisiyama,2016年7月4日,3,私のスマホは何故か外部のイコライザアプリが機能しないので(組み込みタイプなら稼働する),4
周琮洺,2016年6月27日,3,可以增加在自己已下載的音樂區搜尋音樂的功能嗎 下載的歌曲太多了有時候要特定一首要找很久,1
アキ。,2016年8月1日,2,一ヶ月無料期間が終了したから、プレミアム会員になったのに、30秒しか聴けないし、プレミアム会員に登録してくださいってくるし！なんなんですか？,0
笹原まりん,2016年8月2日,2,何故かインターネット接続できてませんみたいなのになるんですが。,0
笹治美優,2016年7月9日,5,いろんな曲を聞ける,0
高理渡邊,2016年7月19日,3,退会しようとしたら、アカウントが一致しません。お陰で次の月の料金とられた,0
にゃんこ先生,2016年7月19日,5,アプリだと思います。入ってないだろうなーと思っていた曲が入っていたり、アーティストにもよると思いますが、結構アルバムが収録されていたり音楽好きは満足できるアプリです。,0
ゆいゆい,2016年7月11日,1,始めたばっかやのに30秒しか曲聞けへんやん直してくれる？,0
吉井楓,2016年7月5日,3,ですが今後どんどん曲が増えることを願います,4
後藤正貴,2016年8月1日,1,もう使わないと決めて退会しようとしたが なかなか退会できずエラーばかり。,0
なかむらまゆ子,2016年7月4日,5,無料でお試ししていますが、アプリで仕事がはかどりそうです。これからも楽しいテーマや曲紹介を楽しみにしています❗,1
高山千穂,2016年7月12日,1,せっかくいっぱい曲あるのに、強制終了多すぎ、曲聞けないわ,0
埼玉冬威,2016年7月3日,3,古いアルバム有るのに 新譜が無かったり……,1
高木海月,2016年6月30日,1,サビしか流れてこない,1
カドマタカシ,2016年7月3日,5,ほんまこれわヤバイ,0
りゅーき,2016年8月4日,3,ジャニーズとかの曲を増やして欲しい,0
Таичк¡ ᒼᑋan,2016年8月1日,5,使い方も簡単で良い😊back numberの曲をもう少し増やして欲しい😊着信音の設定も出来ればなおいい！,0
大中清史,2016年7月31日,5,昔はレコードからカセットテープに録音して聞いていたが、スマホでいろんなジャンルの曲が聴けて満足しています。,0
・なんだおめ,2016年7月11日,1,この国では再生できませんってなるんだけどどゆこと!?,0
えり,2016年7月18日,1,プロフ設定できません,0
長澤千聖,2016年7月7日,4,特に2PMいれてほしいです！！！！,1
駒阪まゆ,2016年7月14日,5,お気に入りの曲が沢山あってとても有り難いです〜,1
遠田英祐,2016年7月9日,5,好きなときに聴けて、良いですね！,1
ふじたん,2016年7月5日,3,曲が少ない❗,1
「EDF」 Kaikai_9,2017年1月27日,5,最高！イコライザーいじれる,0
Ron Yang,2016年7月5日,5,理由は要りません,1
板屋義行,2016年7月30日,5,最高です,0
安藤眞琴,2016年6月21日,5,auアンリミテッドの時代からずっと使ってます！,6
華綺坂本,2016年6月22日,5,これはとてもいい❕❕,3
バーナード,2016年6月2日,3,有料にしてはちょっと曲数が少ない気がします。メジャーどころで言えばB'zやゆずの曲、個人的にはbaseballbearの曲を増やしていただきたいです。それから、DOESの「僕たちの季節」の歌詞で、「渋い時代に甘い未来の汁をそそらせて」が、「渋い時代に甘い未来の汁をそそられて」になっていました。アプリ的には凄く使いやすいと思います。,31
KuraRa桜來,2016年6月10日,5,LINEMUSICからAppleMusicやPlayMusicなど様々な聞き放題サービスを転々としてきましたが、これに落ち着きました。 自分はアニソンやボカロ曲がメインですが、これもそれなりに揃っててありがたいですね。  あとレビューでチラチラ気になった30秒しか聞けないってやつですけど、最初は体験期間であってそもそも無料のアプリじゃないですからね。説明読んでない現れですよね。というかこういうアプリを無料でやれって方が難しいですよね。著作権料とかありますしね。,30
ふうあや,2016年5月26日,1,ドコモで強制的に入会させられて、アカウントも作っていないのに２ヶ月分(980円×２回)も勝手に課金させられてた。弟も同じ状態になっていて、何度か問い合わせをしても『返金できない』の一点張り。電話の窓口もないし、色々と信憑性がなさ過ぎる。最悪なアプリです、みなさん気をつけてください。,16
はる,2016年5月29日,3,韓国の歌が聞きたいのにこの国での再生は対応していませんってショックです。それがなければ結構いいかな,71
Ster Buu,2016年6月4日,3,他の物よりは全然いい！登録もいらないし、 いろんな曲が入ってて最高！でも1ヵ月までは無料だけどその後有料なのが残念😞,1
