name,date,rating,content
私アメ,2019年6月11日,1,急にダウンロードできなくなった。 ふざけんな
tehyon kim,2019年8月1日,1,こっちもダウンロード出来ません。前してた時は出来たのになんで出来ないんですか？
羊3,2019年10月13日,5,開いた瞬間止まるどうなってるのーw
町田浩二,2019年10月29日,5,すごく使いやすいです。こんなのが欲しかったです。
四十物十四推し,2020年1月26日,1,Wi-Fiないと見れないのが残念
すとぷり大好きレッサーレニア,2020年4月15日,5,ダウンロードしたらいつでもきけてさいこう
泰隆金子,2019年6月6日,5,よかった❗ ちゃんとフライトモードでも音楽聞ける
HEAD Dj Loren,2019年9月6日,5,オフラインなのが一番嬉しいです！
Googleユーザー,2019年2月2日,5,ダウンロードすればWiFiのないところでも使えるのですごくいいです
俺たちがいる式をぶっ壊そう,2019年6月14日,5,ダウロードできるのがいいと思います！！ 歌詞が表示されたらなと思います
メダルゲーマーGさん,2019年7月31日,1,ダウンロード出来ない。前の方が全然いい。今回はクソやな。
おれはアッキー,2019年5月21日,1,ダウンロードするのが長いし 画面がかたついてるから嫌だ
清克,2020年1月19日,5,とてもいいです。 途中できれないし！
塚原永子,2020年1月27日,5,色んな音楽が無料で聞けて最高⤴️⤴️
ラッキーママ,2019年9月2日,5,とてもいいオフラインで聞けるってめっちゃいい勉強中に聞けるし、ギガも使わないからいいチョベリgood
キングクリムゾン,2019年8月17日,5,音楽が気軽に聴けておすすめ等も出してくれる
yu ka,2019年7月15日,1,著作権の侵害になる可能性があるので辞めた方が良いです。
ZERO終焉,2019年6月15日,1,韓国語か中国語かわかんないけと、 漢字がウザイ
ユウキガス,2019年8月15日,5,ギガ節約できるので旅行に行くとき最適です
下地徳雄,2019年9月1日,5,アプリを閉じても使えるところがサイコーにいいと思いますよ!!
yobo 223,2019年9月8日,1,ダウンロード出来ない　オフラインでも聞けない　使えないアプリ
ただの鬼滅の刃好き,2019年9月12日,4,曲がダンロード出来ないから★2です
神Reigo,2019年4月14日,4,まぁ無料だからこんなもんでしょうね❗
s-yk s-mz,2019年7月1日,5,まだ使い始めだけど、いいと思います！
奥村透,2019年6月9日,5,とてもいいです❗ダウンロードして気軽に聞けるのがいい
ゆう,2019年9月3日,1,オフラインで再生出来ないので、このアプリの意味がない。
Googleユーザー,2019年11月27日,4,オフラインでの音楽の聞き方か分かりません。
夢来,2019年6月23日,2,ランダム再生できるようにしてほしいです。
でんいちろー,2019年6月30日,5,あー、ありがたし。 最高なんだけど、このアプリ。 インストールして。
mio 。,2019年6月12日,5,とても良いと思います。すばらすぃ。このまま変わらずに！
かな,2019年10月19日,5,すごく使いやすくて毎日使わせてもらってます☺︎
熊谷茂,2020年2月8日,5,何回も聞けてとてもいい❗素晴らしい‼️
田代光,2020年3月29日,5,最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高最高
大久保さゆり,2019年7月29日,5,オフラインで聞けるのでいいです 最新曲もあるから良い
ノン,2020年1月25日,1,ダウンロードができない なんでか分からんけど出来なくて困る
こんけい,2020年2月16日,5,めちゃいい！おすすめ！
みなみ,2019年5月18日,5,好きな曲をいつでもどこでも聞けてとてもいいと思います❗️
T-唐澤,2019年8月14日,1,ゴミ 星５への協力？ふざけんな。こんな硬直アプリいれない方がよかった くたばれ！！
バンドリ*全員推し,2019年9月23日,5,これは実質YouTubePremiumですｗｗｗ 本当に使える!
マーケットスーパー,2019年4月10日,5,オフラインのときに無料で音楽聴き放題‼️ このアプリを入れてすぐにできます❗️ 最高のアプリだと思います‼️
Y K,2020年3月12日,2,オフラインで聞けないなら書くな‼️
pomme,2019年6月26日,5,今のところすごく使いやすくて聞きやすい♥
夜ガイ,2019年10月21日,5,使いやすい、ありがたい（率直な気持ち）
ほねメロ,2020年1月5日,1,何故かダウンロード出来ない 理由があるなら教えてください
大久保千秋,2020年1月23日,5,とにかく最高⤴⤴ いろんな曲が聞けて
yoshiyuki sakamoto,2019年7月3日,1,訳のわからない中国製の屑アプリ。 無意味なので即アンインスツールした。
学校サイコー,2019年8月24日,5,ギガを使わないからおすすめです！
Googleユーザー,2019年3月18日,4,オフラインで聞ける歌がどこにあるかわかりません。教えてください！
野田寛二,2020年1月25日,1,アップデートしたら、ダウンロード出来なくなったですけど、どうにかしてください‼️
C・ワッツ,2019年4月22日,1,ダウンロードができるどころかダウンロードの項目もどこにもなく動画のギガもバカ食い。
WiFiいのち,2019年9月12日,5,好きな歌がたくさん聞けるのでおすすめです
近藤蒼,2019年10月7日,4,なんかGoogleplayに飛ぶんですが押してないのに
AL C,2019年3月30日,5,今日使い始めてみましたが普通にいいアプリだと思いますよ〜
萱島江夏菜,2019年6月12日,1,くそ！よく落ちる再生出来ないゴミ！緑になるウィルスアプリ！
千葉和幸,2019年5月23日,5,すごく好きな音楽がいっぱいありました。 　
Googleユーザー,2019年4月1日,1,オフラインで使えませんでした。どうしてでしょうか？
〆フミ,2019年10月13日,2,プレイストア開くのやめろ あと重いもう消す
花ノ丸黒猫,2019年6月10日,1,ダウンロードできません…。期待してたのですが、残念です。
西平ヒロタカ,2019年4月13日,5,☆5つけないと広告が鬱陶しいので♪
親をクオンに殺されイミナ様を信仰心する者,2019年8月9日,5,オフラインで聞けるのが個人評価高いですね
佐野典雄,2019年6月15日,5,本物のダウンロード神アプリです サクラじゃないですよ！僕！ マジでオフラインダウンロード出来ます
AVENGERS,2019年11月2日,5,このアプリはとても楽しかったしすごいです。
敦澤晴輝,2019年5月26日,5,wifiを気にしてる人にはとても嬉しい音楽アプリです
Mr. RYO,2019年9月28日,4,もうちょい全体的に見やすくして欲しい
ひびきダンスonce,2020年1月28日,1,Wi-Fiにつながっているのにダウンロード出来ない
Googleユーザー,2019年2月11日,1,YouTubeと変わんないじゃん。使い道なし
ダークネス池崎,2019年5月5日,4,シャッフル再生ができるようになって欲しい
Haruki Saga,2019年8月18日,5,つよい、つよい、なんでこれが許されてるの、愛用しちゃう
川原泰之,2019年9月16日,5,知人からの紹介で始めました！‼️ここはオフライン再生できていいですね
玉山隆志,2019年10月5日,5,使えるor使えないかて言うと使えると思う
神原美嘉,2019年9月18日,5,今の所何も問題ありません。
ただの乃木オタ,2019年8月27日,5,とても使いやすくてダウンロードしてよかったと思った。
城之内幸紀,2020年2月24日,5,とても良い‼️ コンギョチョニダ
鈴成つみき,2019年7月29日,1,なんかダウンロードボタンがないんだけど‪w‪w‪w‪
Googleユーザー,2019年3月4日,4,音楽じゃないやつがあるからそれだけ消してくれたらいいかな
Googleユーザー,2019年1月31日,1,中国版みたいでごみ これ入れる容量がもったいない
tamako2388,2019年7月23日,5,やっと出会えました!最高のアプリです
優希純・ポエポエチャンネル,2019年7月11日,5,動画も観れて、おもしろいね☺️
川瀬未樹,2019年12月16日,4,めっちゃいい最新の、歌も入ってる！
飯田匠,2019年6月23日,5,ネットがなくてもできていいなと思った
30 337,2019年8月24日,5,今のところ便利に使わせていただいています．
かゐと,2019年5月6日,4,なかなか いい！ あとは操作性が 少しやりっらいかな
344みやび,2019年8月22日,5,今のところ 満足して使ってます。
こ·,2019年8月21日,3,ダウンロードのマークが出ないのですがどうすれば良いのですか。
ちゃんかな,2019年9月6日,2,追加はできてもダウンロードができないじゃん
むらちゃんTV,2019年10月7日,5,とぎとぎダウンロードおそいけど　最高！
形花,2019年9月1日,5,ちょっと使い方がわからなかったが、使いやすいでーす
はーい琉宇だよー,2020年1月27日,5,すごいですね！ぎががつかわないのでいいです！
Googleユーザー,2019年2月12日,4,たまにバグルけど、好きな曲聞けるからいいかな‼️
ユウキrunner,2019年12月26日,1,音楽をダウンロード出来なくなりました。どうすればいいですか？
ムジャキ,2019年7月30日,1,オフラインでも聞けるようにして欲しい
光さん,2019年7月30日,1,ダウンロード出来ません ダウンロードしたとは出るんですが無かったことにされますなんとかしてください
katou MOMONA,2019年10月20日,5,ダウンロードが出来てどこでも聞けるので いいと思います！
笠島優輝,2019年10月26日,5,検索すれば聞きたい歌がでてくる
_,2020年1月20日,5,無料でこれは神に近い…いや神だ（断言）
井手麻奈未,2019年12月31日,5,いろんな曲が聞けて嬉しいです
ネイネイマール[Olive],2020年1月9日,1,保存がないですけど、ぼくだけでせすか？
YJM RIRU,2019年6月17日,3,ダウンロードしたのに聞けない曲がある
Googleユーザー,2019年3月14日,1,ダウンロード出来ない やり直しても出来ない なんでやねん なんとかしてください
Googleユーザー,2019年2月3日,4,結構いい！でもなんかおしいかな
vel kina,2019年4月16日,3,本当にオフラインで聞けてるのか分からない。
五等分のライバー,2019年12月1日,5,ダウンロード出来るんだが大丈夫なのか？
宇野勝裕,2019年9月16日,5,こんなアプリを探してたよ〜。とても良い。
テスタメントジョニー,2019年2月13日,5,普通に使いやすくていいと思いました！
石英,2019年4月17日,1,重い！いきなり音量が上がって頭やられた。 後悔している
みこ,2019年8月18日,4,ギガがほぼ取られないので素晴らしいです笑
ちーのすけ,2019年10月14日,1,何もしてないのに勝手にGoogleplay開こうとするのやめろ
ミセスひゃっほウィンブルドン,2019年8月17日,1,ほんまなんなん 動かんやん！！
川内田和則,2020年1月1日,5,知人から教えてもらって 感動してます！
荒らし回収団第4団長ナッテルム,2019年4月13日,5,オンラインで、出来るので良いと思いますインストールしてない方もやってみては？どうでしょうか？
バイオエタノール,2019年6月6日,2,ダウンロード出来ない曲があるんですが？ それ以外は良いです
吉岡武司,2019年10月13日,5,セルジュ　チェリビダッケの感動的な実演を観賞しました。ありがとうございます。これからも、どうぞよろしくお願いいたします。手軽に楽しめるアプリに心から、お礼申し上げます。 学生時代に、チェリビダッケの指揮するコダーイのガランタ舞曲に魂を奪われました。その感動が人生を豊かにしてくれました。若き日の感動が、身近に、手軽に再現出来ます。信じられないことです。生きていて良かったと、しみじみ味わっています。時間があれば、これからも存分に活用します。
岡野誠,2019年4月14日,4,今まで使ったアプリの中では 使いやすいです
すず,2019年8月1日,5,clipboxみたいなアプリですごくいいと思います。
山口慶大,2019年10月13日,1,勝手にGoogleプレイが一生開く どーにかして！！
たふろん,2019年7月31日,1,ダウンロードしたのにダウンロードリストに入っていない
高山由美,2019年6月11日,3,オフラインで聞けない、ダウンロードの仕方が分からない
きらら,2019年7月31日,1,ダウンロードのボタンがどこにもないのですが？？？
Googleユーザー,2019年3月21日,5,自分がスカッとしました❗このようなアプリありがとうございます
関圭子,2019年8月29日,5,これは★5だよ。いんすとーるしたやつはしっかり聞けるし、ギガもぜんぜん食わん
岡本伍将,2019年6月23日,1,この詐欺アプリ早くアンストしたほうがいいよ。
LA LA,2019年7月30日,2,ダウンロードができないのですが？ ダウンロードボタンがないんですが？
TOMATOYTとまと,2019年8月6日,1,スゴイこまうちしたりしてつかえない
oo rs,2019年5月30日,5,おすすめです 一回ダウンロードしてみてください‼
覚醒BOOWY,2020年4月5日,1,エラー表示しか出ねーぞ‼️この糞アプリ‼️
Yamamoto mayumi,2019年12月20日,5,めっちゃいいと個人的におもいます
ひよ,2019年6月2日,5,探してたものがありました! 今のところ満足してます
萌え苺,2019年10月27日,1,勝手にタブレット内にインストールされていました。
ひーこ,2019年7月31日,5,ダウンロード出来ちゃうし めちゃオススメです！！
読書好き高校生,2019年9月29日,5,めちゃくちゃいい ダウンロードできちゃうのが
コードネーム猿人間,2019年11月22日,5,めっちゃ最高です！ オススメです！！！
杉谷⛄,2019年6月19日,1,全くオフラインで使えないしなにこのくそアプリ
Shiho Uenoyama,2019年7月8日,5,あまらはマハ）ん、和もさ）たらやマーラモラタ離反んラマ秦さやは、ラナまさやらわやたまらわのり地はユタ生葉）納屋屋は）マラ平田ら旅油よ、？、田畑）は）成田）））ならは（らわらまひたまなとりはまものやとはねむむはりなたひやは無補（）ヨ湯（リ（れよ湯ヨヨに祖（布の藻）の背を湯。（メヨホルン（根を飲も）（リの保のレ）んり　ユダヤミたらマラリラマラ）世やモネ載せよの綿矢のやさた？モナドそ！（サワソワ（ら。羅やをぽよ著も納屋は祖、毛）小墓地セミへ（け（の程ヘ（の（）ょよ（の（へののや
吉田宗男,2020年2月25日,4,最初はどうしたらいいかでわかりません。
Googleユーザー,2019年3月22日,4,オフラインプレイリスト入れる方法を教えてくださいお願いしますm
肉屋の店長,2019年8月1日,1,ダウンロードが表示されないのですが？
kana,2019年7月15日,4,ダウンロードができませんでした どうすればダウンロードできますか? 教えてくれるとすごいありがたいです
nut hard,2019年11月26日,4,いいけどたまに求めてない素人とかがあるからウザイかな？
白王子の隣,2019年5月6日,5,2選択で選べるからとてもいいと思った。 これからも使っていきたい
キルアzdk,2019年3月3日,1,さすが中国のアプリ。カスだな。このアプリ入れようとしてる人他の人のプレビューに騙されんなよ
松室重裕,2020年4月18日,3,使い難くかった❢↓51の俺にわ！。
天中道地,2019年9月26日,1,最初はイイなと想ったんですが、途切れ捲るのでダメダメですねぇ･･･（´-`）.｡oO
伊藤さおり,2019年12月17日,4,34個しか音楽が入らないんですか？
Googleユーザー,2019年3月31日,5,とても聞き取りやすい。これは、地球に住んでる人全員インストールしよう。
人気になりたいです!コメ返してくれると嬉しいです,2019年11月9日,4,前オフラインで聞けなかったから★★★★です
・いろは,2019年5月25日,5,めっちゃいいよ！ このアプリは神ですね？
ガムキャラメル,2019年8月18日,4,ダウンロードボタンを押してもずっとロード中です やり方を教えてください
#NAME?,2019年9月13日,1,オフラインで聞けませんよ。アプリ名変えてください
やんふー,2019年6月11日,5,とてもいいのですが ダウンロードしようとしたら出来ないのですが どうすれば良いのでしょうか？
まくいく,2019年6月17日,4,アジカンに恨みがあるのかなんなのか知らないが、アジカンだけ一向に聴けない笑 それ以外は満足です笑
奥田昌寛,2019年7月29日,5,新規アプリですので利用させて頂きます✨✨。皆さんも利用して下さい。
さくらいもときん,2019年6月11日,1,分かりにくいわ。糞にも程がある。さすが中国
志雄風磨,2019年7月31日,1,ダウンロード出来なくなったんたが。どうなってやがる（＾＾╬）
宮城親一,2019年3月30日,5,スゴいなぁ。　とても使いやすいですよ。
ちんなが,2019年6月1日,2,ダウンロードして聞けない？やり方がわからない
高台昇,2019年6月16日,5,最初はうんちアプリかな？と思いました。でもねゴールドうんちアプリでした大好き土屋太鳳ちゃん
ICE Feather,2019年11月17日,5,神アプリここにあり!!!!!!!!!!!!!!
青空,2019年7月30日,3,136曲くらいダウンロードしたらダウンロードできないんですけど？
Aちな,2019年8月10日,2,オフラインじゃないやん。 ダウンロード出来ひんし。 どゆこと？意味ないやん。
らららぴーぽー,2019年4月19日,4,ダウンロードってどうやってやるんですか？？
きりさわらな,2019年5月20日,2,オンラインで使えるんですか？返信ください
飲みたい抹茶,2019年9月7日,1,パクリ。黄色い版をダウンロードしましょう
瑞慶覧はる,2019年2月25日,4,ちょっと重いのはなおしてほしい けど結構いい感じ
坂本あい,2019年4月7日,5,めっちゃいいです！ありがとうございます！
桜場蒼冴,2019年4月18日,3,いいけど、よくわかんないのがでかち
不可思議なシマウマ王国,2019年7月10日,3,結局ギガ使うんでしょ？ ギガの消費無くならないかなー
いぬねこ,2019年7月9日,3,どうやって曲をダウンロードするのか教えてくださいー
??,2019年6月12日,3,追加でダウンロードしたことになってるんですか?
NASAチャレンジ,2019年10月11日,1,Googleストアに勝手にとぶ。 まじてやめろ。
Googleユーザー,2019年2月14日,5,神アプリワロタ！ ちなみにさくらじゃないです❗
木村直覚,2019年9月21日,3,まあ～こんなもんかな～って感じですね
哲久佐野,2019年4月19日,4,他のものより、かなりいい感じです。
茅野時雨,2019年8月9日,3,オフラインでどうやって聞くのかわからない
クラハシユキヒロ椋橋幸弘,2019年8月13日,5,最高です オススメです 皆さんもオススメです
カオル,2019年10月12日,2,急に告知多くなったし凄く重くなった···
ささきあきら,2019年9月5日,5,最高で〜す、お薦めいたします
daisuke moriyama,2019年10月4日,1,どうやって音楽をダウンロードするのか分からない
祐子岡崎,2019年4月25日,5,頂きます？‼に遊んで❗品佐谷さま沢さんの？かも沙のね余山粗野穂馬なた本田坂や
さんしょくだんご,2019年8月21日,4,オフラインで使えたら5だったのにな
今泉尚,2019年12月18日,5,オフラインでも聴けるサイコー⤴️⤴️
くらっちぇやっちょ,2019年6月30日,5,あのなぁ！単刀直入にいうぞ！神
最高の五選,2019年4月21日,5,えwこれはもうyoutubemusicじゃね？
堂上陸翔,2019年7月17日,5,WiFiなくてもいいので最高です
yuno suzuki,2019年2月11日,4,歌詞が出れば… で-1です！
yu ishida,2019年2月25日,5,いいんじゃね✨ 天才 真面目 いいよー➰
ツグロジン,2019年7月21日,1,所詮中国のサイトなのよね～
橋本健一,2019年10月1日,5,こうゆうのを探していました！
Googleユーザー,2019年2月11日,5,いいアプリやん by芝刈機〆危！
赤木弘美,2019年10月9日,3,あなやたの）ひつねりひつめき
木村真実,2019年4月14日,1,使い方が、分かんない‼️⚡️
石原八千代,2019年12月16日,5,生氷見なまたこ見目やま
太田遥己,2019年6月28日,1,ギガ泥棒 ゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくずゴミくず
Chara Dreemurr,2020年4月22日,5,これはいいですね。画面オフ再生も出来るので電気を消費しないで済みますね。そして何より曲のDLがとてつもなく早かったです。しかも広告が流れないのがかなり良心的ですね。これからも使いたいと思います。
ギリギリス,2020年4月19日,5,すごく使いやすいし、やっぱり他の画面を開いていても指定した動画が流せるのがいいですね。アカウントも重要じゃなく、年齢制限のかかった動画も見れるので、なぜかかったのかわからない動画もみることができます。広告も入らないので、気にせず他のことをできるということで、満点評価をつけさせていただきました。
天パぐっちー,2020年4月21日,5,CD持ってない曲でもダウンロードして、オフラインで聞けるのは本当にありがたい!! 十分な機能性があります。プレイリストの曲の順番を変えられるようにしてくれたら、もっと良いアプリになると思います。
Towa neckoとわねこ,2020年4月21日,5,普通に良いです！！しかし立ち上げて最初一瞬曲が止まるのは直して欲しい
人間笑った方が楽しいですから,2020年4月20日,5,とても素晴らしいと思います。 検索で歌詞だけ入れてもその曲がでるし、オフラインで聞ける!!
テビチ豚骨,2020年4月22日,4,ありがとうございます。オフライン音楽とても便利で助かってます！ただ、ノーマライズ？でしたっけ？全ての音質音量を同じに出来たら最高です。
Aten Ankh,2020年4月20日,2,満足ですが、ダウンロードした曲がいきなり消えてしまいました。ガッカリです。
橘陽月華,2020年4月19日,5,ききやすいです！オフラインでも、画面閉じて違うアプリを開いてもずっと聞けるのでききやすいです！
さくや,2020年4月19日,2,ダウンロードが出来なくなったので、アンインストールした
ISAMU MORISHIMA,2020年4月20日,5,音楽がすぐにダウンロード出来て、とても便利です！またギガも節約出来て、とても良いです。文句なしの星5です。
mata siro,2020年4月21日,5,wifiがなくても聞けるのはとてもうれしい　感謝する
ルルちゃん,2020年4月22日,5,色々な歌がありそれに歌をダウンロードできたりするので便利です
よっしー,2020年4月20日,1,お気に入りした曲が、全部再生出来ない。本当ににどうにかしてください。
横之介,2020年4月19日,5,音声が前にとっていたアプリより断然いい！
三浦よし子,2020年4月19日,5,とにかく便利です❗あと、好きな曲が聞けるのでうれしい‼
御薙睦圓,2020年4月5日,5,楽しいものをダウンロードする…ただ、其れだけ笑
茶菓子,2020年4月20日,5,めっちゃいいよ？ホント始めて！お願いだから！
キッズだー,2020年4月20日,5,WiFi無い環境で使えるの最高笑
トマト【家に帰りたい】,2020年4月22日,3,オフラインに入れることができない（曲）
神木佐之助,2019年8月21日,3,…pptprP77777pP@PQつとpまみ
Googleユーザー,2019年3月26日,5,オフラインで聴けるし、スリープ状態でも聴けるというところが良い!!だからついボカロばっか聴いてるwww
やま,2020年4月20日,3,どうやってダウンロードするのか分からない…追加しか出てこないのだが。詳しい説明が欲しいです。
阿部賢一,2020年3月21日,1,今月 お金払って継続購入していたのに 個人的な理由からアプリ無くなっちゃって 再登録したらまた購入手続きしないと聴けなくなった。 アカウントは残ってるはずなのに2重請求するのは良くないと思いますが、何か対応お願いします。
大吉,2020年3月24日,1,解約したくても、解約むずかしい。その上、4年も、料金を重複して徴収しているのに報告なし。
松井花恋,2020年4月8日,5,最初の無料の30日間のうちにいっぱい曲いれとけばその後オフラインでいけるから
あほ,2020年2月7日,1,ダウンロードしたやつがされてないようになるし、消されます。 あたまでぇじょうぶかぁ？ たびたび反応しなくなる運営は何やってんだ？ そんなことも修正できねぇなら元気玉ぶっ飛ばすぞぉ おらに元気をわけてくれぇぇぇ！！！ とりまはよ修正してください
おみゆ,2020年2月15日,4,一番使いやすい音楽アプリだとおもいます。あとは、アプリ起動時に毎回「ディスカバー」画面が開くと重くなるので、他の画面が起動するように設定できたら助かります。
紀村佳司,2019年11月1日,1,さっきアップデートしたら画面真っ暗で全く作動しない！なんとかして！………で、5時間待っても復旧しないのでアンインストールして改めてダウンロードしたら起動したけど、当然今までキャッシュした楽曲2000曲が消えたし。何年も重宝して愛用してたストリーミングなんで残念です。今後はこんな不具合ないようお願いします！
Masa Masa,2019年11月14日,5,使いやすくとても気に入ってます。-1の理由はAndroid9にアップデートしたらイコライザーが機能しなくなりまた。しかも最初の1曲目のみ。一曲目を聞き終えて、二曲目からは普通に普通に機能します。他の同じようなアプリでは問題なく使えてます。早く改善して欲しいです。 2019/11/14 今回のアップデートでイコライザーが使用出来るようになりましたので評価を変更させて頂きます。
ちゃおか,2019年11月4日,1,いつも使っていてとてもお気に入りだったのですが他の方が書き込みしているように起動すると画面が真っ暗なままです。 対応してもらえると嬉しいです。 とりあえず評価はこのままで直ったらもどします！ 機種はAndroid　AQUOSです。
林拓郎,2019年11月21日,1,解約手続きをするとアプリが強制的に終了してしまいます。何回やっても同じ状態です。 何年間か忘れてたこちらもこちらですがすんなり解約出来ないのはいつまでも料金を搾取しようとする詐欺行為では？評価しようがありません。評価0以下です。
佐藤雄太,2020年3月7日,1,300曲以上あったのに全て消えました。 まじであり得ない。 お客様センターで問い合わせ待ってるけど。 まじであり得ない。 全て元に戻せまじで
Hiromi k.,2020年3月7日,3,頼んでもない曲が勝手に流れてくるのは？何で？…広告ですか？
藤田大典,2019年12月10日,4,幅広いジャンルの音楽が楽しめるが個人的に好きなB'zの楽曲が配信されてないのは残念
Daisuke Yoshida,2019年12月23日,1,定期購入を知らぬうちにしておりもう4年も無駄に毎月払い続けています。解約するにもアカウントももうわからなくなっており解約に至るまでに何重も開いて調べつくさないといけなくして未だに解約できてないのでこれからもこの会社の思惑通り永遠と払い続けていこうと思います。
Yo Ta,2019年10月31日,4,真っ黒です 毎日聴いています。今朝起きたら、黒い画面になって立ち上がっているようです。 何も操作できません。 昨夜のアップデートが何か影響しているとしか思えません。 早く直してもらいたいです。 − レビュー投稿後、1時間も経っていません。アプリが起動しました。 ありがとうございました。
奈桜,2020年2月4日,4,聞きやすいし、アーティストが増えたことでさらに聴きたい曲が増えたので良かったと思います。
07 Ss,2019年10月31日,1,画面が真っ暗です。車内モードは真っ白なまま。何も出来ません。1日様子を見ましたが、明日になっても同じ状態なら解約とアンストを考えています…。
南日努,2020年2月14日,3,再生中に他のアプリやネットに繋ぐと停止してしまいます
小林将生,2019年10月30日,1,毎日通勤で使ってますが、今朝開いたら画面が真っ黒のまま使えません…10時間以上使えない状態です… メンテナンスですか？
吾翔,2019年11月3日,2,画面が真っ暗で、動きません。 改善お願いします。
気分です,2019年12月13日,1,１ヶ月無料って書いてあるのに 聴けないとか論外
関口仁,2020年2月27日,5,歌詞が余り入らないのはなぜでしょうか?
sora sora,2019年12月9日,1,ライブラリに追加したアーティスト名が表示されない。
太田紀子,2019年12月13日,3,聞きたかった台湾ドラマの音楽が聞けて良かったです
逢名イズミ,2019年12月18日,1,前まで画面を消しても聴けたり他のアプリを開いても聴けたのに、全く聴けなくなりました、折角無料で聴いていたのに後10日も残っていて残念です、お金返してください
川内文哉,2019年11月6日,5,UIが使いやすくて気に入ってます。 類似サービスと違って、最新の曲を見つけやすいです。 フォローしているアーティストの配信開始が通知されるのが とても気に入ってます。
航輝工藤,2019年1月3日,1,いちいち再生するときに15秒くらい固まるようになった また、ライブラリの音楽のソートがアーティストと最近追加しかないのも気が利かない。 最近では前までに聴けていた曲のいくつかが未対応になって聴けなくなっている。乗り換えを検討します。
小杉菜々香,2019年4月6日,5,リンゴのマークのアプリから乗り換えました。「不具合の原因が分からないので良ければ他のアプリ使ってください」って笑。月額料金はちょっと高いですが、聴きたい曲は大抵あって操作もわかりやすく、いい感じです！不具合も今のところありません！
中谷俊,2018年10月3日,3,大体メジャーどころの曲は入っていて、最新のものも入るのでいいんですが、機種依存によるものか判りませんが他のアプリの動作が重くなります。 そこが難点かな？とあとは不満点は特にありませんが、要望としては他のジャンルのものも聞けたらなと思います。
Fruits Cheer,2019年6月5日,4,昔は知る人ぞ知るアプリで、他のストリーミングサービスにはない曲が大量に登録されており、非常に良かったです。現在は登録曲が減らされていき、凡アプリになってしまいました。それでも悪くはないです。
Googleユーザー,2019年2月14日,4,最近KKboxで曲を聴こうとしても2分頃で次の曲に変わってしまいます。もしかして設定ミスか、月額料金が払われてないのかなと思って、支払い履歴を見たり設定を確認したのですが、問題はなく原因がよく分かりません。出来れば対応お願いします。
Googleユーザー,2019年3月25日,5,かれこれ3年くらい使っています。最新曲はもちろん、80年代、90年代バリバリ聴いています。不具合等も特になく普通に動いてます。月額料金は安くはないけど、値段の分だけ使っているので満足感あります。家族にも薦めています。
宍戸日香里,2019年4月27日,1,ふざけんな。かなり前に解約したのにいまだに毎月980円しはらわされてる。解約方法だけ送ってきたから、それにしたがってアプリダウンロードして手続きしようとしたら退会がでてこない。この先も使ってないアプリに毎月980円支払い続けろってことか？詐欺かよ。早くなんとかしろ。
まり,2018年12月1日,2,最近キャッシュが全然出来ない アプリが対応していませんと強制終了 凄く調子が悪いです SDから内部に変更してくださいとかまた１からキャッシュさせようとしてくる。 それしても調子悪いの嫌だからしてないから調子は悪いまま 結構高いお金を払ってるので残念です
takao ramen,2019年3月9日,5,アプリが使いやすく 最近はこれを使っています。 さらにアプリの中にスリープタイマーや イコライザーが内蔵されており、 ワイヤレスイヤホンで聞くときに 音質が調整できるのが とても良いです。 それから前に使っていた別のアプリだと シャッフルでしか聞け なかったのですが、 これはちゃんとアルバムの曲順で聞くことができます。
521 80110,2018年11月28日,1,au版Galaxynote9利用中。アプリの起動時、本体が必ず再起動します。その後暫くはアプリを使えますが、数時間後にアプリ起動すると本体の再起動がかかります。　改善をお願いします。
michy9807,2019年4月15日,4,台湾版を使用しているが、ランキングが特定のアーティストに偏っているのが少し気にくわない。でも曲数は多いし、値段も安いのでこれからも使い続けるつもりです。
餡蜜きなこ,2018年10月3日,5,歌詞閲覧画面で歌詞を選択すると押した部分から曲が始まるのがとてもいい機能だと思います。オフラインでもしっかり起動、再生できるので満足です。
明瀧澤,2019年6月22日,3,すぐにダウンロードできるし歌詞も見れて良い。でも、１ヶ月無料の時全然開けない。今20日目ぐらいだけど3か4位しか開けてない。登録するつもりは無いです。
石川魁人,2019年1月22日,1,曲の途中で他の曲に変わってしまう。 曲が流れない。 曲の途中で音が消える。 改善してほしいもしくは改善が自分で出来るのであれば教えてほしい。
Googleユーザー,2019年3月3日,5,とても良い！歌詞がないのもあるが、覚えたい歌と画面をみながら歌える！ただ残念なのは最新版がなかなかアップしないので、悲しい！
小田桐尚也,2019年1月27日,1,退会したのに料金がずっと引かれている。 問い合わせて説明された操作をしたが結局引かれている。 1年以上無駄に支払っていることになっていた。
Googleユーザー,2019年3月25日,1,何ヵ月か前に解約してるのに、月額の支払いが発生していました。 詐欺ですか？ 使ってもいないのにお金とられた。 お金返してください。
Kato Aikana,2019年6月15日,4,色んな曲が聴けて良いです。 外国の曲が充実しているように思います。 自分のライブラリを出したいとき、戻るボタンを何度も押さないと行けないのですが、他の方法があるのでしょうか？
