name,date,rating,content,like
澪,2020年1月27日,1,ログインが出来ない。,0
Racer56 HY,2020年4月10日,5,カテゴリー別のリストがいいと思う,0
美香丹野,2020年2月1日,1,auスマートパスプレミアム会員特典で聴き放題になったとの事でダウンロード。 いくら物価高になったとは言え、便乗したかのようにプレミアム会員への対応が悪すぎ。このうたパスも同様。 「プレミアム感０」,1
野田和敏,2019年11月23日,5,沢山の曲があり、満足です。,3
大久保真樹,2020年1月15日,1,全く何も聴く事が出来ませんでした。,1
kazuyo s,2020年1月17日,4,新曲や昔好きだった曲が 直ぐに見つかるので 嬉しいです,1
満井美子,2020年1月4日,4,少しだけ、毎日が楽しくなります。,0
アムロkeiji,2020年3月29日,1,ミュージックストアで購入した曲が全て消えた！SDカードに保存しておいたからまだ良かったがミュージックストアもうたパスも信用出来ない！これからは他で購入する予定です！,0
Layla LAYLA,2019年11月1日,1,,58
難波美由紀,2020年3月25日,4,新しい曲やアーチストの曲等聞き放題なので色々聞けて新しい発見もあってすごく良いです。買う時の目安にもなります。,0
高橋眞澄,2020年1月16日,4,好きな曲をいつでも聞けて良いですね！,1
駒形有紗,2020年4月7日,1,ローカル保存されていた曲が定期的に消えます。そのたびにうたパスでまたダウンロードし直したり手間です。,1
Chisato T,2020年4月12日,1,ダウンロードした曲再生したら一部バグってるし、曲の削除もできない(削除するとアプリがフリーズする),1
Ma Fu,2019年12月13日,1,music storeで購入した曲をDLする為だけに入れたのですぐにアンインスト、こんな使いにくいアプリない。アプリとしてはLISMOの時の方が良かった。 またスマパスプレミアム会員ですが、サービス内容も良くない。 聞きたい曲をすぐ聞く事が出来ない。 このサービス内容ならアマゾンプライム会員のamazon musicの方が優秀なのでそちらを使ってます。,2
野本章宏,2019年11月12日,1,,34
太田要,2019年10月25日,2,ＬＩＳＭＯが非対応になったので使う事になりました。が、他の方の言う通り使いづらいです。ホーム画面で曲を『止める』事はできても『再生』ができません。一々アプリのホームに戻らないと再生できません。使いづらくなり残念です。ＬＩＳＭＯ対応に戻してください。,73
まつもとこうしん,2020年3月14日,3,キャベンデイｯシュミュージックのCDを出して欲しい。,0
Wisteria,2019年10月30日,1,LISMOのみ使っています。LISMOは★5です。 うたパスは全く使っていません。 うたパスは全てがストリーミング再生に見えて不安なためです。（自身の勉強不足かとは思いますが） 「時代はダウンロードからストリーミングへ」といたるところでお聞きしますが、データ使い放題でないと難しいですし、 ダウンロードだと思っていたら、ストリーミングだった…というのは自己責任になるので、なるべく「危うきに近寄らず」したいですし…。 今はLISMOが、安心ですね。サービス内容も大満足です。 「追記」LISMO終了で、阿鼻叫喚…。これからも、LISMOを配信してほしい。,53
toi moko,2019年11月27日,1,au は、ユーザーの意見を聞いてるのか、疑問に思う。LISMOより、使いにくくなっている。聞き放題は、外出中では、あまり使えないと思う。あっという間に容量がなくなり、速度制限になりそう。もともと、LISMOは、ガラケーからお世話になっていました。統合されてからは、読み込みに時間が、かかります。改善される見込みかがない場合他を探します。,180
雪乃,2019年12月12日,1,バックグラウンドにすると落ちるのなんとかしてください,2
C K,2019年10月27日,1,使いにくいです 撮影した動画などもプレイヤーに反映されて ごちゃごちゃします LISMOの頃は非表示やリストからの削除などの機能で整理できましたが、このプレイヤーではそれができません。 再生履歴など不必要な機能です LISMOに戻して欲しいです,17
One High Bridge,2019年11月3日,1,ストアで楽曲購入してダウンロードする為にログインしようしたけどまったくログイン出来ず。折角購入した曲も聞けずじまいで踏んだり蹴ったり。そもそもうたパスに何でわざわざログインしないと購入楽曲ダウンロード出来なくしたのか分け分からん。うたパス何て使ってねーのに‥‥。支払った楽曲代返せ！そしてLISMOに戻せよ！,14
海風,2019年12月9日,4,スマートパスプレミアム加入でこれだけ楽しめれば十分ですね,1
にゅーいオレンジ,2019年11月9日,1,LISMOのときは五十音やアルファベット順でちゃんと並んでたのに、うたパスにしたらバラバラになりました。とても困ります。また、動画を再生する際にステータスバーとナビゲーションバーが消えないのが邪魔です。改善よろしくお願いいたします。,1
大久保義之,2020年1月21日,3,直ぐに聴けて便利な点がいい,0
村上寿一,2020年3月20日,1,プレゼントが無くなった。,0
ulove minmin,2020年2月17日,4,歌詞が見えて嬉しい,0
黄梅kobai,2020年3月27日,1,いらないのにスマホで音楽を聞くときに他に選択肢がない。どうすればこれを使わずに音楽が聞けるのかスマホ勉強中です。au独自のアプリは概ね使いにくい。,0
Kazuo Shimamura,2019年11月3日,4,1970年代のポップスを中心に聴いています。ほとんどの曲がカバーされているので、とっても懐かしく、若かかりし頃の自分と曲がラップし、この時代に生きている自分が尊く感じます。,27
松井敏明,2020年1月22日,2,気に入った曲だけが聞きたいので不要です。それよりも以前のようにプレイヤーで続きの曲を聞けるようにしてほしい,1
種市和歌子,2020年1月17日,5,私はこのアプリがとても大好きです。ランダムに曲が流れるところが最高ですね🎵これからもたくさんのアーティストと出会わせさせて下さい。応援してまーす❗,1
羽音,2019年11月5日,1,問い合わせフォーム探しにくい。Google store内のメーラーから送信するとエラーメール戻ってくる。新規登録勧誘通知多くてウザい。アプリ内の問い合わせフォームからは送信出来ない。なんだこれ？,6
me to,2019年11月16日,1,今の曲が優先的にして、80年代の曲が適当過ぎる。あり得ない。ただ80年代ヒットしたアルバム、曲を飾れば良いってもんじゃない。音楽馬鹿にし過ぎ。このアプリ意味がない。持ってる,1
梅元星弥,2020年2月16日,1,カーナビにHDMIでミュージックビデオながせなくなった 画面録画してないのに 「録画中の為再生出来ません」とでて再生出来ない,0
坂本ゆか,2019年11月7日,1,何かログインが出来なくなった。 前は出来たのに… 「不明なエラーが発生しました。しばらくしてからもう一度試してください」って出る どうにかして！！！！,4
Maki Nishi,2018年11月17日,2,機種変したらLISMOが変わってしまっていましたが、使いづらい。アプリが悪いのかはわかりませんが、入れた曲の名前が文字化けみたいになっていたり、うまく入ってなかったり。バックアップしたプレイリストもちゃんと復元できないのは私が悪いのでしょうか。一応前のLISMOにも出来ますが二度手間。せめてショートカットでもなんでも作らせてください。,5
Googleユーザー,2018年10月8日,2,プレイヤーの事ですが、最低限、ギャップレス再生や、アルバムの表示したい種類の指定は出来るようにして欲しいです。歌詞が出せる事以外は、必要最低限の機能しかないのが残念…というか、LISMOを知っているだけに憤りさえ感じます。プレイヤーが優秀だと利用者も増えると思いますけどね。,6
竜のしっぽ,2019年11月4日,2,レコチョクもこれもログインできない。使わせる気ある！？ログインできないくせに毎日通知が来る。かなりウザイ。仕組みがややこしくなってメチャクチャ使いづらいから、LISMOに戻して欲しい。,7
D moka,2019年11月25日,1,気づいたら過去の楽曲が聴けなくなってた。スマホは変わってないから、なんでなのか…。むしろ過去入れた楽曲聴けない方が嫌なんですが。安定しないの本当に困る。本当は星一つもつけたくない。,1
鳥神,2020年1月30日,1,プレミアム会員だから使ってみたけど、思った以上に使えない。シャッフル再生しかできんし、スキップ回数も5回まで...サヨウナラ...,2
髭本鎮,2019年3月25日,4,,14
吉野由美子,2019年11月2日,4,自分の好きな曲をマイ歌保存でいつでも聴けるので嬉しいです。検索で、聴きたい曲が検索して見つけやすいので懐かしいと当時を振り返ってます(^-^),5
吉田光範,2019年12月14日,5,曲が多く再生しやすい❗,2
山田直実,2019年9月10日,2,,25
裏腹ゴリラ,2019年11月6日,2,前までBluetoothに接続すると自動再生してくれたのにしなくなったアプリだけ起動して腹立つ 音楽も途中で止まって再生おしても(再生出来ません)はよ改善しろよ,5
北尾康太,2019年6月2日,1,取り放題の曲数と種類に関しては、まあこの程度かと納得。操作性に関してはイマイチ。プレイリストが簡単にできるところは評価しても良いけど、通信が途切れたりすると、いちいちログインしなきゃなんないし、勝手に取り放題の曲がなくなっていたりする…。この辺をもう少しなんとかして欲しい。 そう言えば、取り放題の曲はまだしも、ダウンロードした曲が一切聴けなくなるのは勘弁して欲しい。いちいち以前のバージョンで検索しないと聴けねえのか？このクソアプリが。,15
島尻順子,2019年2月2日,5,レコチョク取ってましたが、失くなってしまったため、アンインストールしてました。久しぶりに開いたら、うたパスがあり、最初の30日は無料とあったので、迷いましたが、物は試しと思って登録｡何曲か取りましたが聞き取りやすいです。,4
閼伽井さん,2019年6月10日,3,プレイヤーとしての役割を果たしてるのかどうか。 曲を再生させながらアプリを閉じると、毎回曲が止まり聴けない。(画面を消しても同様) もう慣れましたが、ストレスが溜まってる時とかに使用するとスマホをぶん投げたくなりますね。 バージョンが古い可能性もあったので、少ないスマホの容量を割いて更新しても同様。 他の方も言っている通り、外見なんてどうでもいいので機能を改善してくれ,18
S S,2019年2月8日,1,プレイリストのUXがLISMOより悪いので改善していただきたいです。 プレイリストの曲数が900近いと曲を選ぶ度に10〜30秒程度切り替わりに時間がかかります。 後、プレイリストが最初10曲だけ表示していて「すべて見る」をいちいち選択しないといけないのがかなり無駄な操作に思います。 普通、すべて見ます。 毎日使っているアプリですので、何卒ご検討のほどよろしくお願いします。,19
yas o,2020年3月13日,1,フリーズしまくり、新規ダウンロードしたものは聞けない。話になりません。,0
押川清香,2018年11月12日,2,LISMOと統合されたので仕方なく使っていますが、本当に使いづらい！ 楽曲購入画面とプレーヤーが同居してて画面が見にくいし、ウィジェットの操作性も悪い。なぜLISMOプレーヤーと同じように作らなかったのかと。 この仕様でOKを出した人は音楽をスマホで聞かない人だと思います。 LISMOプレーヤーと同じように使えると思っていると、心の底からがっかりするアプリです。,16
BABA QUALITY,2018年11月17日,2,au使ってて音楽はダウンロードしたらこのアプリにいくから仕方なく使ってる。使い勝手は凄く悪い。楽曲は何故か同じのが二三曲入る場合もあるし、削除は一曲一曲ずつしか出来ない。削除ボタンも上下移動のカーソルと近いから間違って上に移動したりして非常に使いづらくストレスがたまります。,11
匿名希望,2019年6月5日,1,歌詞表示する時横画面表示ができない。 旧バージョンのLISMOプレイヤーでは横画面表示にする設定があったので問題なかった。 しかし、本バージョンだと旧プレイヤーに変更する設定そのものが無くなっていて横画面での歌詞表示が一切できない。 この点を直してほしい。 旧プレイヤーのデザインは他のどの音楽プレイヤーより好きなのでがんばってほしい。,11
Kazunari Nakabayashi,2019年10月1日,1,,49
島本和夫,2020年4月8日,5,最初は、何にもわからず10曲をダウンロードして後で削除しても次に曲をダウンロードしたくても出来ないのが悔しい😭,0
勝利竹山,2019年8月26日,3,歌詞の色は変化しているが、曲とあっていないので、カラオケを覚える為の参考にはならないので、きちんと曲に合わせてくれ。ただ、色が変わるだけで無意味。シンガーが歌う歌詞と字幕の歌詞が違う場合がある。水の星愛を込めてのコムアイversionで歌詞を出した際に作詞が確か、秋元康で作曲が矢沢永吉になってたんだが？どうなってんだ！,9
I.なおこ,2019年9月20日,1,"新機種に替えたら、Music Playerからうたパスに移行すると表示されたので　今まで通りMusic Playerの様に使おうとしたら、LISMOで買った曲やプレイリストが表示されない。 ｢表示されない場合はココ｣と書いてある""ココ""がタップできない。 ｢聴き放題に加入｣ばかりタップさせようとしてる。 LISMOやMusic Playerの方が全然良かった。",38
瀬名新太,2018年11月30日,1,相変わらず変わらず…再生を止めると｢再生出来ません｣と表示、再び開くとビデオのプレイリストは消え再生出来ず(怒)以前のライブラリが見つからない場合はこちらを開いたり閉じたりして全曲を表示させて再びプレイリストに追加しての繰り返し(怒)こんな不便なアプリない,20
Takashi Yoshida,2019年9月1日,2,ライブラリ管理が現状すごく残念な出来。2枚組以上のアルバムではディスク番号が無視され曲順が崩れる (自分のところでもディスク番号入りのアルバム売ってるのに)。アルバム名などの読み仮名が編集可能なのに、自分で編集しても一覧の並び順には反映されず、意味がない。これらは過去のバージョンではできていたのに、2018年3月に新プランが追加された辺りの更新で急にできなくなって、今もそのまま (トラック番号順に並ばなくなったのはさすがに修正されたけど)。デグレを出して修正できない残念な人たちが作っているので、今後もいろいろ不具合が増えていくでしょうね。,51
Googleユーザー,2018年10月16日,3,少し前にアップデートしてから、SNS等の通知が来る度に曲が止まってしまうようになりました。今回のアップデートで変わるかと思い、アップデートしましたが変わらず。曲が止まる度にアプリを開き直して、また曲をかけるのは大変ですしイライラしてしまいます。改善お願いします。 少し前に書いたレビューですが、改善されていません。,12
instinct ultra,2019年5月13日,1,まともに検索が出来ない。 曲をフルで聞こうとすると保存してくれみたいな表示が出る。 正に不親切の極み。ミュージックストアと連携しているから聴きたかったら結局ミュージックストアで買えってか？それを気軽に聞けるのがストリーミングだろうが。 おおよそ1時間聞いたら1GB位容量食ったぞ。音質は 中～高音はまずまずだけど、全体的に低音が出過ぎ。 他のに乗り換えるよ。,8
山田海,2019年7月12日,3,うたプラス会員登録しているものです。先日、マイうた保存出来るのが更新されてマイ歌保存したのですが、保存できているマークは出ているのに｢曲｣のリストにでてきません。また、マイ歌保存枠だけ使われました。これはどうしたらいいのでしょうか？？対処の仕方教えて下さい。,6
Nori Take,2020年2月10日,1,毎回毎回改悪改悪ですね。auのこの手のサービスは。LISMOのプレイヤーに戻してください,8
幾代大坂,2019年12月26日,4,楽しく聴けて最高です,0
横田直樹,2019年5月3日,2,歌詞が見れるのはいいにしても、歌とずれてるし誤字あるし･･･。あとお気に入りとかプレイリストとかが、開く度にライブラリの更新だとかでリセットされるのマジで何なんですか？ 入れた曲がライブラリに無くて、アーティストの方見たらあるっていう謎現象もあって･･･。皆さん仰ってますが、LISMOが圧倒的に使いやすかった。LISMO無くすならもっとしっかりした機能改善をして下さい。お願いしますよ、本当に･･･。,61
Kana S,2019年1月5日,2,アップデートなどで、配置などを代えられたりするの困ります。 前のほうがわかりやすかったです。 絶えず不具合の対策をしてもらえるのは嬉しいですが、大規模な配置換えするなら、別アプリで出していただけないでしょうか？,6
岩田将,2019年3月29日,1,正直使い辛い。LISMOをガラケーの時から使ってて、今さら新しくしたって使えない。そもそもこんなワケわからんアプリを作る必要があったのか疑問。 プレイリストの中が消えてたり、ウィジェットから再生できてたのにいちいちアプリ開かないと聞けないし…何でこんな仕様にしたのか理解に苦しむ。 これなら他のアプリと変わらないし、LISMOの利点が全部無くなったと個人的には思う。 他の方のレビューでもこれだけ低評価、批判的レビューが多いなら早急に対処しないと顧客は離れるのが世の常。 開発者には是非ともレビューは参考にしていただき、より良いアプリを作って欲しい。,73
Googleユーザー,2019年2月27日,1,ソフトウェアの更新をしたら、それまで使ってたLISMOのプレイリストが全て消えました(ﾟДﾟ#)なので、どうにか戻らないかググったところ、一度このアプリをアンストしてから、またインストし直したらそれまで使ってたLISMOのプレイリストが戻ったので、同じ状態の方は、試してみて下さい😌それにしても、改悪しすぎ💢💢💢,32
伊藤幸宏,2018年11月9日,1,皆さんおっしゃる通りでせっかくのマイリストの曲が消えてるし、購入したはずの楽曲も消えてる。しようがないから再度購入しようとしたら 「この楽曲は購入済みです。再度購入しますか？」としらじらしいメッセージが出て来るのが更にムカつく！💢😠💢KDDIさんよ、誠意のある対応をしろよ！,30
雄介綿貫,2019年6月14日,4,めっちゃ良いです。 もっとマイナーな曲も聴けると良いと思います。 特にアーケード版ゲームなどの楽曲にも人気な曲は多いので是非とも導入をお願いします。 難しいかもですが、運営様には是非！ SEGAの音楽ユニットから イロドリミドリの楽曲もプレイリスト入りをお願いします！,1
静岡太郎,2019年10月14日,1,LISMOプレイヤーの使いやすさに慣れていたので、今はイライラしたりじれったかったりする。 アーティスト名で全ての曲を聴きたくても、他のアーティスト名が入っている曲は含まれない。 ウィジェットも使いづらい、役に立たない。使いづらい、退化してるってみんな言ってるのに、ユーザーの声は届かないのかなぁ。 LISMOを復活して欲しい。,43
相馬翔平,2019年8月8日,1,LISMOのが良かったので、、、チョイスできるようにしてくれませんかねぇ？あとWi-Fiを使ってのキャスト機能、ローカル曲を再生できないのはなぜ？？まぁできないならこのアプリ使わないだけなのでいいんですが。。。ずっとauだけど、ホントイマイチ、auって、バカにしてるのかユーザーを,16
李瑠,2019年8月25日,1,,14
T 2,2019年9月7日,3,連続再生していると突然音が鳴らなくなることがある。15分くらいで起こることもあれば40～50分後くらいのこともあるが、再生し続けていると必ず起こる。通知画面のところに再生中を示す表示はでたままだが、そこから一時停止や再度再生をしても、プツプツとノイズのような音が出るだけで再生されない。一度アプリを終了させて立ち上げ直すと再ログインを求められるが普通に再生は出来る。ただまた一時間とか放置して再生し続けていると、同じ症状が出て再生が止まります。,26
須藤ありす,2019年11月2日,1,アプリの起動も動作も読み込みも、何もかもとても遅くて非常に使いにくい。 ホーム画面や曲選択の画面もレイアウトがわかり辛いと感じる。,7
D. Kenji,2020年3月3日,3,楽曲を増やして欲しい,0
ルービックキューブ,2020年3月17日,1,LISMOに★★★★★ 後もうひとつ横画面で動画を見るとGALAXY s8なのではみ出てよく見えない LISMOは縮小拡大があったのになあの頃はよかった‥‥,0
Jardin de rêves 夢の庭園【夢乃楓花channel】,2018年11月25日,2,あのぉあのぉ？！ きいてよろしいですか？！ 何故今まで引き継がれた曲が一部消えてるの？！ プレイリストにいちいち登録するのも面倒なんだけど！ あとね、アプデされても変更ありません。意味無いアプデされると端末重たがるだけだから止めていただけませんか？！ au今まで使っている者にとって迷惑です( º言º),13
植岡幸弘,2019年10月6日,2,Galaxys10+を使用している時、車やイヤホンなどと接続するために、BluetoothをOnにすると勝手にうたパスが起動し、今は使わないからとアプリを閉じても何度も起動してきます。通話したくて電話番号を入力する間に、何度も立ち上がり無駄な時間がかかり困っています。アンインストールはしたくないので、自動起動をOFFにする機能をつけてください。,32
高原茂雄,2019年11月29日,5,ずっと前から使い続けているから大満足。只1960年代からの洋楽で、とてもステキな曲がタマにダウンロードできない所を除けばの話,3
Tom_Graves Hiland,2020年1月22日,2,他のアプリと並行して使うとすぐ演奏がとまってしまう。,0
TO Ｍｉ,2018年11月21日,2,ライブラリーで自分のSDの曲を聞いてますが、アルバム時の再生の設定が勝手にランダムになっていて順番に再生出来ません！ 設定を変えるのも分からないし。 以前のリスモの時の方が使い易かった。,3
滑走elbow!!,2019年7月4日,1,2ヶ月ほど久し振りに開いたら、Wi-Fiを付けても消してもアプリの更新をしても再インストールしてもスマホ自体を再起動させてもオフライン状態でログインできません。(他のアプリは異常なくオンライン) もうあまり曲を聞かなくなったので退会したいのですがそれも叶いません。 どうにか…お願いします…。,10
海葉絶斗,2019年7月17日,3,,13
みらくる,2019年7月12日,1,ウィジェットから再生押したら全画面で「うたパス」全画面表示（音楽は再生されていない）→うタパス表示の下のちっちゃい再生ボタンを押してやっと再生。 いや、使いにくすぎるでしょ！ ほんと、音楽プレイヤーとしての不便さが半端ない。ＬＩＳＭＯの時は、プレイヤーとストアが別れていて音楽を再生するだけの使い方にも快適だったんだけどね。何で併せたかなぁ,22
mintR6,2019年8月13日,4,昔のLISMOのほうが使い易かったし、こちらをインストールしたら以前作ったプレイリストが使えなくなった、苦労して作った思い出のあるプレイリストだったのに、消えてしまった。 しかし、左上からのメニューで「LISMOのライブラリ」から以前のVerのLISMOが起動出来るので、ここからなら昔のVerのプレイリストなどが再生可能です☆、今はこっちのVerの方をメインに使っています。,16
加津勝士,2019年9月17日,1,,34
Googleユーザー,2019年4月20日,1,au端末とシムフリー端末で使用。au端末は反応が鈍く曲をタッチしても再生までに十数秒かかる。シムフリー端末はプレイリストの中の音楽が消えていた。lismoの時はこんなトラブルなんて無かったのに。どんどん使いにくくなってる。うたパスはうたパスで提供してlismoプレイヤーも提供して欲しい。今現在　うたパスのプレイヤー以外は使ってないから他の機能なんかは全く知らないけどプレイヤーだけで言うとクソ。他社プレイヤーもいっぱいあるけど　その中でも下位の方だと思う。だってマトモに使えないんだから。,30
Googleユーザー,2019年6月6日,1,カラオケ機能無くなったんですね。カラオケ機能を主に使っていたので非常に残念です。今までお金を使って購入した楽曲達も皆消えました。高評価の意味がわかりません。なぜわざわざアプリのグレードを落としたのでしょうか。それでもまだ使おうと思っていますので改善をお願いします。あと、こういう意見へのお答えなどはないのでしょうか？運営様の意見をお聞きしたいです。,16
mimi mi,2019年6月13日,1,以前のLISMOプレイヤーから6年以上(になるとおもいます)から愛用させて頂いておりましたが、 機種変を気にこちらのアプリになったということで使用してみたところ信じられないほど使いにくいです、、 入ってるはずの音楽もはんえいされないし、次に再生するなどの昨日もなくなり困っています。 どうしたらいいのでしょうか？？ 前のバージョンに戻して頂きたいです,84
大十字投稿者,2019年8月4日,1,Playbackを固定表示できない…と言うかしてほしい、LISMOの方が使い勝手がとても良かった。うたパスは曲を止めて30秒くらいホーム画面や他のアプリ等にすると勝手にPlaybackが消え、最初の画面に戻ってしまいライブラリ内の曲や動画を最初から探す事になる。曲や動画を聞いたりするのに「仕方なく」使っているが、ほぼLISMOの改悪に近い。,19
野田名人,2019年8月25日,4,カーナビでBluetooth接続した場合の表示ですが、前のバージョンではタイトルと歌手名が消えてしまい不便を感じましたが最新バージョンで表示が復活しました。 機能としては可もなく不可も有りません。 ナビメーカーのアプリではタイトルも何も表示しなかったのでとっても有難いです。,2
C,2019年10月11日,3,これまで数年間、たくさんの楽曲を無料でフルサイズ再生できて楽しめていたので、更新したら急にプレイリストとショートサイズになっていて驚きました。以前のようにフルサイズ再生に戻して頂けるのであれば月額会員を続行します。ご検討下さいますと大変有り難いです。よろしくお願い致します。,1
美幸,2019年11月10日,1,いつも音楽聞いているときに上にうたパスのアイコン表示があるのに急に出てこなくなった 特に設定とか変えてないんだけど…,5
ゆきこゆきえ,2020年1月10日,5,miniで聴いています なかなかいいてすよ。,2
kozue Y,2020年1月25日,1,リスモと一緒になったけど、全曲再生のときに着信音とかを非表示に出来ないのが不便て使いづらい,0
相良勲平,2020年2月27日,5,楽しく観覧しています,1
久渚直,2019年3月31日,2,いまいち使い勝手が悪い。 プリインストールされてて、LISMOがないから、代わりに仕方なく使ってるけど。 間違えて再生してしまったアルバムが、再生履歴から消せなくてウザイ。 問い合わせもないから、ムカツク。 ページ内ごちゃごちゃし過ぎだし。,24
南洋輔,2019年8月12日,3,カーナビに曲名表示がされなくなった。一度カーナビとのBluetooth連携を解除して再度ペアしても変わらず。AVRCPのバージョンを変えても表示されません。他のアプリではちゃんと表示がされるので不具合かと思われます。早急な改善を求めます。,11
遠野理瀬,2019年9月24日,1,OSのアップデート時に分かりにくい形でリスモを使えないようにし、うたパス利用を強制してきます。アップデート後にリスモのライブラリーを復活させることすらできません。 うたパス自体が利用したいと思えないアプリだからリスモを使っていたのに強制するなんて最低です。 利用者のことを一切考えていないのが明白なので、アンインストールをおすすめします。,16
林和伸,2019年8月27日,1,アップデートしたら、ブルートゥースから出来たコントロールが中途半端に出来ない。バックグランドで出来た再生も出来なくなって音楽を聞きながら他のアプリを操作していて誤って中断する誤操作が増えてストレスが増した。出来なくなった事ばかりでこれは改悪。,16
桜花真優,2019年9月30日,1,うたパスのアプリ内検索から、アーティストや曲を検索して、その楽曲を購入しようとして購入ボタンを押すとブラウザでauのミュージックストアが開くが、購入ボタンを押した楽曲のページが開かない。 トップページが表示されるだけで、また検索をし直さなければならない。 普通はその楽曲のページを開くのではないの？何の為のアプリの連携ですか？,23
抹茶,2018年12月15日,1,LIVE映像見ようと思ったら見れるんだけど、すぐ、映像が見れませんって出て全く見れない。沢山の人が見るんだからもっとサーバーを改善してください。 無料で配信してるからそこまでできないと思うけど、一大イベントの映像はちゃんと最初から最後まで見れるようにして欲しいです。 もうそのLIVEも今年は終わったんでアンインストールさせていただきます。 ですが、こんなこともう嫌なので二度とインストールしません。,2
h n,2019年8月15日,1,ジャケット写真が何故か自分で撮った写真や画像に切り替わっている件については直りましたが、今度はBluetoothでカーナビに接続したら曲名が認識されなくなりました。以前は認識されて表示されてたのに…何で？ ほんま使えんアプリやな。,10
はるき,2019年9月3日,2,アプリを立ち上げると、いきなりオフラインになるのはなぜ？ライブラリから聞くのがほとんどなので、曲は聞けてますが… あと、カーナビのタイトル表示の不具合は直ってないかも？まあナビも最近調子が悪いのでなんとも言えませんが、カーナビはサイバーナビのZH77で、スマホはXPERIA XZ3です。検証と改善お願いします。,5
また,2019年11月15日,1,使いにくい！よくこんなアプリ使ってるなぁって自分でも思います,2
Junko Maruyama,2020年1月11日,5,ダウンロードした曲をいつでも聴いたり歌ったりできるのでとても大切な私のお気に入りのアプリです。,1
内田ひろ,2020年3月20日,1,更新長いwLISMOに戻してほしいな。 なんか全体的に使いづらいわ。全然音楽聴かなくなった。,2
Salily S,2019年3月30日,1,一度開くとこのアプリを閉じても、他のメールや検索の操作をしてる途中で強制的に起動し続ける。かなりイライラします。 設定から強制終了しても再起動しても電源オフしても変わらず、アンインストールしました。Android9のせい？,12
小日向栞鳳,2019年9月30日,1,lismo playerが配信停止でコッチ使い始めたら最悪ですね。機内モードで保存してある動画見てるとずっと画面にオフラインの文字が出っぱなしで鬱陶しいし、 lismoの時にはあった画面を横向きにする機能もなくなってて本体側で一々設定変えないといけないし、 挙げ句に画面のズーム機能もなくなっててデフォルトで全画面しか設定ないから毎回動画の端の方が切れてるし全然最悪！あーあ前のlismo playerのほうが良かった。,18
Googleユーザー,2018年12月4日,1,前の方が良かったです バッググラウンドで再生はできてもいちいちアプリ開かないと操作できないのが不便 あとサムネ小さすぎてわかりにくい 前の方が良かったです あと次のトラックに自動でいくときに曲の頭が切れるのなんなんですか？,2
さとうゆい,2019年1月9日,1,ダウンロードしたものがLISMOに入らないから調べたらうたパスに複数ダウンロードされていた。 たくさんあってもしょうがないから消そうとしても消せない。使い勝手が悪いから前のに戻してほしい。あと、前のLISMOにショートカットできなくなって面倒になった。心底がっかり。,23
潮野了,2018年12月23日,1,新機種に変えたら、「本機種はMusic Playerに対応していません」となりWindows　Media Playerから入れた音楽が聴けない！ それと、以前は出来ていたのに、 うたパスと連携しとらん。 早急に改善してほしい！,12
木部美香,2019年12月28日,2,いちいちバージョンアップすることが面倒です。,0
西丸聡一,2020年1月7日,5,お気楽な時間を提供してくれるぞなもし,1
井島花織,2020年3月25日,5,歌詞も付いてて、覚えやすい！💫 そして、楽しい⤴️⤴️,1
渡邊和子,2019年2月22日,1,最低!!　今まで何の問題もなく聴くことができていた曲が半分以上、聴けなくなってしまって、大打撃です。勝手にいじらないでほしいです。説明不十分だと思います。 シンプルな仕様にできないのでしょうか。,79
Satoru Takanaka,2019年4月25日,1,なぜ様々な不具合の声に対応しないのでしょう。 私に起きてるトラブルは、それ以前に他の方が挙げてくださってる評価に記載があり、いつまでも改善してくれないのではないかと思ってなりません。,13
綿貫雄介,2019年2月15日,3,運営者様へ: 音楽の巻戻し機能&様々なアーティストのプレイリストをもっと多くして欲しい。 せっかく聞きたくてもプレイリストが無いから保存するしかない。 雨宮天さんのプレイリスト欲しいです。,18
秋月翡翠,2019年4月21日,1,,4
葉月はっち,2019年8月24日,1,前の更新でナビで曲目が出なくなりました。今度の更新で曲目とかは出るようになりましたが、今度は以前は車でBluetoothが接続されたら曲が流れていたのに流れなくなりました。いちいちうたパスアプリを立ち上げなくてはならない。昔は接続されたら曲目は表示されたし曲流れていました…前回の更新では曲目は表示されなかったけど接続されたら曲流れていました。何が1つ不具合が起きるってだんだん信用できなくなります。早急に対応してもらえませんか？,36
純国産和牛ランクC4信管付き,2019年8月25日,2,ナビに曲名が表示される様になったのは良いけど、Bluetoothに自動接続されたらナビで操作出来たのに出来なくなった。 エンジン切って次に掛けた時に自動再生が掛からないので一々携帯で掛けないといけなくなった、非常に使い辛くなってしまった。 ので、表示改善を加味して☆2つで,14
ビオフェルミン,2019年9月28日,1,LISMOの方が使いやすかったです。 アルバムをダウンロードしたら曲順がメチャクチャになったのでアンインストールしました。 歌詞が表示される点は評価出来ますが、バックグラウンド再生に強くないし、ホーム画面でウィジェットから再生出来ずイチイチ、アプリを開かなきゃ駄目とか。 後、聴きたい曲をじっくり聴きたい派なので聴き放題自体、使ってませんでした。 韓流推してくるのも地味にウザかったし。,21
Hakodori,2019年3月16日,1,LISMO!の時ならウィジェットタップだけでも再生できたのに、今はアプリ開かないと再生できない。アプリを開くと、使わない聴き放題のために通信する。SDカードに入ってるはずの音楽も認識してくれないときがある。,33
