,name,date,rating,content,like
898,コッシー教が勝つ,2019年11月14日,4,いいアプリだと思うだけど電源を消すとけえたりする時があるし消えない時があるからそこをはっきりして欲しい,0
899,山本あゆむ,2019年12月6日,1,むっちゃ広告多すぎる！！ダウンロードがマジで遅い！！ちゃんとしてください！！！,0
900,星野りま,2019年12月19日,1,保存できない曲があって困ります 改善してください,1
901,Googleユーザー,2019年7月30日,1,ひどい！使えてたのに急にダウンロード不能になってアプリも開けなくなるなんて… おまけにダウンロードした曲ほぼ消えてるし！どうにかしてください！,18
902,カントクです,2019年9月18日,3,オフラインで聴けるのは良いけど、 本人では無く、カラオケを上手に歌ってるだけ。全て本人だったら☆５なんだけどなー。,0
903,鈴木裕人,2019年10月12日,4,ダウンロードは最高です。 使いやすさも最高です。 残念なのは、広告がバグってしつこいです。,1
904,寺田所,2019年10月17日,5,GooglePlayストアに飛んでしまうバグも恐らく直った？と思います。良かった！これからも使います！！,1
905,ワハハドラえもん,2019年12月14日,3,ダウンロードしたいのにエラーが特定の曲だけに起こる,1
906,宮野嵩淳,2019年12月17日,2,オフラインモードのプレイリストが全部1曲しか再生しません,0
907,Googleユーザー,2019年1月13日,2,オフラインじゃない気がする YouTubeから引っ張ってきてる ダウンロードをして本当にオフライン なら星５です！ まぁ、ムリでしょうけどね,11
908,Googleユーザー,2019年4月1日,4,たまにインストールの漏れがあったり、アプリが落ちたりするけど、基本は使いやすくて、便利！,3
909,チョコブラウニー,2019年6月1日,3,曲を止めてから他のアプリを操作して、そのアプリを止めたらいきなり音楽が流れるのどうにかして欲しい。これがなかったらいいアプリ。,1
910,misato,2019年7月2日,5,アップデートしてからとても使いやすい！ ダウンロードができるようになってからオフラインでも曲が聴ける♪とてもいいアプリです！！！,3
911,yasuhiro 。,2019年8月7日,5,文句なしの星5ですね！！！ 操作も簡単で、自分の好きな音楽が入れられて、しかもオフラインでみられるなんて！！サイコーです！,2
912,夏のSanko,2019年9月11日,4,いつでもどこでも聴けるのがとても良いです、新しい曲だけではなく古い曲やメドレー曲がもっと聴けると嬉しいですね,1
913,たかもりゆう,2019年9月19日,1,YouTubeの映像が流れるだけで、 ダウンロードもFM再生も出来ません。 インストールする必要ない。,2
914,まふり,2019年7月7日,3,オフラインで順番通り流れてくれないのが困ります順番に流れるようにしてほしいです。 それ以外は本当にいいアプリです！,1
915,ろんろん,2019年7月19日,4,重たいときやいきなりホームに戻るときもありますが、一度ダウンロードしたものをネット環境のないところで聞けるのはありがたいです。,2
916,山猫,2019年11月10日,5,最高だよ！！ ダウンロードしたらオフラインでも直ぐに聴ける,0
917,三平貴夫,2019年10月22日,4,たまにクリックしても反応しない時があるのと広告がうっとおしいくらいかな? ユーチューブの音楽好きなんでオフラインでも使えて重宝します。,0
918,pi- man,2019年12月18日,4,曲をダウンロードしようとするとエラーが発生してしまう…改善して欲しい,0
919,齋藤大,2020年1月13日,3,アルバムの、曲名一覧表の、表示が、欲しい,0
920,いしもりたかし,2020年2月26日,5,Wi-Fi無くても使えて最高,0
921,Googleユーザー,2019年2月6日,4,とてもいいアプリだと思いますがどーやったらオフラインで聴けるんですか？ 曲のダウンロードの仕方がわかりません 追加しか出てこなくて… 教えていただけると助かります！,29
922,みーぽむ,2019年4月15日,5,こういうアプリを探していました！ 他のアプリはオフラインで聞けなかったり音楽がダウンロード出来なかったりしていたのですが、このアプリはちゃんとオフラインでも聞けるし最高です！！！,8
923,Googleユーザー,2019年1月24日,1,オフラインとか書いてるくせにオフラインだとなにも出来ない。オフラインで聞きたい人は他のところダウンロード進めるわ。期待してたけど残念,3
924,パンピー仮面,2019年1月28日,3,オフラインで聴けるようになるのはいいんだけど、ほかのアプリと重ねて描写を許可しないと再生できないのはウザすぎる,8
925,Googleユーザー,2019年3月31日,5,すごく良かった、いろんなアーティストもいて、なおかつ、昔から好きだったバンドもある。この音楽アプリはめっちゃいいです。,17
926,Rien_リエン,2019年4月13日,4,前までは音楽再生出来たんだけど、なんかバグってプレイリストを開いたり、検索しようとしたら戻されるから、直して欲しい,1
927,赤葦蛍,2019年5月12日,4,保存した動画や音曲が知らない間に消えていてまた保存しなければならなくなりました。改善をよろしくお願いします。,0
928,井上さおり,2019年6月19日,1,バックグラウンド再生出来てたから重宝しててずっと利用させて頂いてました。 突然バックグラウンド再生出来なくなってて····· 早急な改善お願いします！！,4
929,守屋裕佳,2019年7月29日,1,オフラインプレイリストが再生されません。 オンラインにしないと聞けないから意味ないです!改善して下さい,2
930,ゆうなぎ【Yu-nagi】,2019年8月22日,5,神アプリ 求めてた要素を全部盛り込んだ感じ 音楽も動画も保存できるし、メチャクチャ速い どこぞの c○ip box+ やら MU○IC FM とかいう糞雑魚アプリとは違う 迷っている人にこのレビューが届くことを祈っている,0
931,こっぺぱん,2019年10月13日,2,他の方と同じで、なんか勝手にgoogleplayとかに飛ばされます･･･。婚活サイトのアプリとかです。かなり気に入っているアプリなので直して欲しいです･･･,1
932,あかうんとももひき,2019年10月12日,1,音楽が止まらない、勝手に広告が開かれる、スライド出来ない。不具合が最近増えました,6
933,坂本青龍,2019年10月13日,4,ときどき音楽が止まる時があるけど、それ以外になんにも問題がないからとてもいいと思う！曲の多さもびっくりした！,2
934,ハフィー,2019年12月14日,5,なぜかダウンロードできないのも多々あるが、全体的に良き。,0
935,池内仁,2020年1月21日,2,急にダウンロード出来なくなった,0
936,七種葵,2019年9月26日,5,とても使いやすく、保存もできるので、オフラインで曲が聞けて素晴らしいと思います。,0
937,mssr skn,2020年1月13日,5,最高のアプリ、最高、ぜひみんな使って見てください❗,0
938,子連れ狼,2019年6月29日,2,最初は、使いやすくてよかったんですが、スマホの、せいか、いきなり曲が、きけなくなりました、,0
939,ただの咲夜好き,2019年7月31日,1,ダウンロードしてるのにダウンロードされない。それにダウンロードした欄にすら表示されなくて増えてすらない。途中まで使えていたのにクソ,8
940,おケイ,2019年9月7日,1,家ではWiFiがあるから大丈夫ですが、外では聞けません。（お気に入りの歌） オフラインでできるのが目当てだったので、とても残念です！,5
941,苹果シェリー,2019年10月13日,1,頻繁に使うアプリなのですが、最近すぐPlayストアに飛ばされてウザイです、改善お願いします。それ以外はいいアプリだと思います,1
942,arche arche,2019年11月4日,5,東方ヴォーカルや東方ボーカル、幽閉サテライトでも出来ます‼️神アプリですよ。 ほかにも、ＰＶもあってとってもいいです。,1
943,ボーイング専門,2020年1月1日,3,良いけど…日本語がおかしいのが少し気になる…,0
944,ゴダイゴ,2019年4月3日,1,曲をダウンロードしようとしても、すぐエラーになる。何回やってもダメ。違うアプリをインストールすることをおすすめする。,3
945,efgh abcd,2019年3月14日,4,ダウンロードできない曲が何個かあるんですけど、それ以外は結構いいと思います。 ダウンロードできないのはバグ？,3
946,masaki minam,2019年11月1日,1,アプリ更新したら全データ消えた、意味がわからん！,0
947,mihen hase,2019年7月31日,2,ダウンロードできません。 広告見れば６時間出ないっていうから見たのにすぐ広告出ました。 毎日使うアプリなので改善お願いします。,1
948,ビビ吉,2019年7月30日,3,昨日まではダウンロード出来て、オフラインプレイリストに保存出来たのに今日はダウンロードしても無いことになってる 修正お願いします,0
949,紅葉そして大根おろし,2019年10月2日,4,YouTubeの曲ある程度のやつ聞けるのはいいと思う。 でもバックグラウンド再生してる時にいきなり途切れるのやめて欲しい。萎える。,0
950,砂糖と塩,2019年10月12日,3,ここ2週間ぐらいアプリ開いてるとかってにplayストア開くようになったんですがそういう仕様にしたんですかね　かなり使いにくく、イライラします,1
951,やない。,2019年10月12日,1,最近、アプリを開いていると何故か出会い系アプリのインストール画面に飛ばされる。不可解かつ不快なので星1で。,0
952,まととまと,2019年10月13日,1,アプリを開くと勝手にプレイリストが次々と開かれ、操作が出来なくなります。数日前までは普通に使えていたのに…残念です。,1
953,三嶋和子,2019年12月29日,3,初めてこの手のアプリを使用します。動画もダウンロードできるのがいいです。,0
954,窪田さき,2020年1月25日,1,ダウンロード出来なくなりました。,0
955,風野連,2019年5月8日,1,タイトルに『オフライン』 と書いてますが出来ません。 タイトル変えるか オフラインでも出来るようにしないと 低評価もっと増えますよ、、,1
956,Googleユーザー,2019年3月29日,5,音楽をダウンロード出来てオフラインで使えるから最高(*｀ω´)bそしてオフラインだからギガ数が減らないこんなにいいアプリは今まで初めて,2
957,。 user,2019年9月18日,3,先週くらいからアプリが開けなくなりました。開けても黒い画面のまま動かなくなってしまいます。私の機種が古いせいでしょうか？？対応お願いします。,125
958,ぐっち,2019年8月11日,5,重低音のプレイリストが最高でした！ ダウンロードした曲でプレイリストを作れるのでとても便利でいいと思います！,2
959,おひさま通りすがりの,2019年8月21日,4,いい感じです！たまーに音楽が止まる時もあるけれど。 いっつも使わせて頂いてます(*Ü*)ありがとうございます！,2
960,真魚,2019年9月5日,1,オフラインで全然音楽なんてかかりません。 オフラインで聴けるなんて書くべきではありません。役にたちません,7
961,百武寛伸,2019年9月4日,5,今のところ問題なく使えています。 検索もとても便利です。 ラジオをはじめいろんなコンテンツ が一気に検索できるのはいいですね👍,47
962,レオニス*Leonis,2019年9月26日,4,オフラインがあって良いんですけど 曲によってダウンロードできないやつがあるので改善してほしいです。 でも、全体的に良い,6
963,ウサギモチ,2019年10月13日,1,黄色の方のYYCMusicが変なアプリインストールさせようとしてくるからやめて、青色の方のYYMusic使ってるけど時々音楽が止まる！！,0
964,金正恩,2019年10月14日,1,このアプリをインストールしたら勝手に広告の画面に行くし、すぐに不具合が起きるんだけど！ ウイルスが感染しとんのとちゃう？,3
965,芒,2019年4月6日,2,なんかさエラーが出てダウンロードが3曲以上出来ないし、バックグラウンドで流してると切れちゃうんだけどなんでですか？,5
966,徹くん,2019年6月15日,5,いろんな曲がオフラインで聴けるので 楽しいです。音楽配信は初めてですが簡単です。1こ-らすでも十分です。,5
967,るきあ暇人,2019年8月11日,1,アプリ入れない方がいいですよ！ダウンロードすれば見れるとか書いてあったくせにダウンロードしてもめっちゃデーて食うよ１分で１ＭＢ使ったぞ1時間で60は使いすぎでは？ 無料でダウンロードしてるのにデータをいっぱい食うのはおかしいだろ,12
968,人それぞれか,2019年10月13日,2,歌をダウンロード出来てギガなしで聞けるのはいいが広告が出過ぎどこも押してないのに勝手にGoogleplayに繋がるそれがなければいいアプリまぁ使ったら分かります,0
969,kiseki 2002,2019年10月16日,5,画面offで曲を聴けてギガもそこまで大きな減りはなくその上重くもないというとても使いやすいアプリです。こんなに使いやすい音楽アプリは初めてです！,16
970,、ネギ氏,2019年10月12日,1,出会い系の広告がとまらない。消しても消してもアプリ再起しないと無駄。それにめちゃくちゃ重い。文句なしのゴミアプリです,1
971,もりた,2020年2月2日,1,ネットを使わない音楽アプリが良かったです,0
972,Googleユーザー,2019年10月8日,1,最近何故か起動した瞬間にPlayストアに飛びフリーズします。そして最後に歌が切断されます。早急に対応してください,46
973,鈴木優子,2019年8月1日,3,何故かダウンロードが急に出来なくなりました。ただ、それ以外では問題なくダウンロードも聞くことも出来ました。,0
974,爛羅緋色,2019年10月18日,3,インストールしたら、動きました。ありがとうございます変な広告もplayストアも出てこなくてよかったです。ただ怖いので、様子見ですが,2
975,秋山浩二,2019年11月25日,4,色々な音楽が聴き放題のアプリで、とても楽しみです。 これからも宜しくお願い致します。,0
976,赤須睦,2019年4月13日,5,最高でしかない。いつでも聞きたい曲を聞けるし、お気に入りの種類も分けることも出来る(´ー｀*),6
977,本藤明男,2019年4月17日,4,歌の選曲数が、多く使い勝手が、良い。但し、リターン設定が無いのが残念。カンペイ,6
978,とんえび軍艦,2019年4月2日,4,アプリ閉じた時とスリープ状態にした時に曲が止まるの改善して頂ければ星5だったからすごく惜しいアプリ。,3
979,Edwin Domingo,2019年3月2日,4,使いやすい！でも､アプリを開くときが遅いので、改善してくれたら、ありがたいです！,1
980,たぬき小僧,2019年8月9日,5,黄色のときは僕の場合ダウンロードしても動画が見れないことがありましたが新しい方はしっかりと見れるので良かったです,0
981,早見絹子,2019年9月16日,5,オフラインでも聴けるし、広告も少ないし、使いやすいしいいです(^^),1
982,守護神sama,2019年11月7日,4,歌詞のメモ要素を入れてくれると助かります！,2
983,Pro 02,2019年10月31日,3,最初はよかったけど4週間ぐらいたったらダウンロードできなくなった,0
984,上村洸介,2019年11月25日,5,とても良かったです。色々な曲があってとても楽しめました。,0
985,ハルマキ,2019年12月14日,5,いいと思います！ Wi-Fiがないのに音楽が聞けるアプリ待ってました！,0
986,Googleユーザー,2019年3月14日,2,なぜかダウンロード出来ません。失敗と表示されます。 友達から進められてやってみたのですが、友達はできて私は出来ません。機種も同じなのに何故ですか？,41
987,Googleユーザー,2019年3月24日,2,オフライン音楽プレーヤーなのに、繋がってないところで、できないのは私だけ？,7
988,茅野屑,2019年10月31日,1,なんかオフライン再生できなくなったんですけどそれは...,1
989,グルト,2019年10月10日,3,音楽アプリとしては問題ないと思います。しかし、アプリ消しても音楽止まらない。,3
990,焼肉ドゥ,2020年1月26日,4,もう最高！多分 エラー治ったー,0
991,せれ,2020年4月1日,5,使い安くて、大満足です！,0
992,Googleユーザー,2019年3月4日,5,思ったよりよかった！ ちゃんとシャッフルして曲流せるし電源落ちても流せた。すごい良い,1
993,りんハル,2019年6月14日,5,曲も沢山入れても特にトラブルもなく、動画も入れましたがストレスなく使えています。このアプリに出会えて良かったです!!,2
994,BTS & KAMENLIDAR,2019年10月6日,5,Youtubeの動画からダウンロード出来るから動画もダウンロードすればオフラインで見れるし、バックグラウンド再生出来るし最高すぎ,0
995,ぐち,2019年10月14日,1,Google Playがなんも押してないのに開くようになって消そうとしてもしつこく出てくるのがイライラする。,5
996,黒猫,2020年2月29日,5,聴きたい曲を探せて便利です！,0
997,yuto Machida,2020年4月12日,5,オフラインは助かった,1
998,リス兔,2019年4月9日,5,聴きたい曲もすぐに見つかるし、閉じてても聴ける！言葉にできないほど最高です！,5
999,Ayami ・,2019年6月2日,5,とっても使いやすくて、広告もないし、画面も出てくるので、とっても良いです！！,1
1000,Googleユーザー,2019年6月6日,4,ダウンロード出来ない、オフラインで聞けない曲がありますが、曲数も多く、概ね満足しています,2
1001,一ノ瀬空,2019年7月30日,3,前まではちゃんと楽曲をダウンロードできたのに、急に出来なくなった。 そのため、★3にしました。,1
1002,やもり。,2019年7月31日,5,ダウンロード出来ないとか、再生できないとか、アプリじゃなくて携帯の不具合とかですよ！携帯の不具合なくなったら神アプリですね！,6
1003,林檎柚子,2019年9月22日,4,広告が少し鬱陶しいけど、閉じても聞けるし再生リストを作れるのでよかったと思います。,0
1004,駄犬系男子,2019年11月9日,2,なぜか最初の画面でフリーズするので直してください,0
1005,VR_テペゴン,2019年12月19日,5,広告も映像じゃないから使い勝手が良いです❗,0
1006,高槗しのぶ,2020年4月17日,1,ダウンロードできません。,2
1007,손아오이,2019年7月10日,5,すごくいいです！！ 広告ウザい感じに出てこないし（笑） オフラインで動画も見れるのでとてもいいです！,5
1008,miiko cat,2019年10月13日,3,今まですごく良かったのに最近勝手にプレイストアに何度も飛ばされます。改善お願いします。,1
1009,チーズ牛丼,2019年11月17日,5,とてもいいです！！とても便利でいつも聞かせてもらっています♡♡,0
1010,513匿名,2020年1月15日,4,たまにバックグラウンド再生出来なくなる。いいアプリだとは思うが。,0
1011,きむそくじん,2019年6月23日,1,電源を落としている時に聞けなくなったのは本当に残念 アンロックと書いてあるけど何も起こらないし意味がわかりません。,4
1012,ツバメがいろいろ,2019年6月27日,5,プレイリストも作れるし、ダウンロードしてオフラインで聞けるのが何よりうれしいです！,0
1013,中西昭人,2019年7月31日,1,音楽のダウンロードが出来なくなってる。 すごく残念。前回が使いやすかったからこっちに来たのに最悪。,9
1014,Glory charlotte,2019年10月10日,1,とりあえず広告入れすぎ。 広告15分おきにくらいに15～20くらい一気に入れてくるから重たくなる。,0
1015,水瀬,2019年10月28日,1,めっちゃ落ちる。再起動しても変わらない。改善して欲しい,1
1016,toroto guru,2019年5月2日,5,オフラインで使えるので便利だし、プレイリスト作成も簡単❗,0
1017,しだみこ,2019年2月7日,5,自分の好みの曲を単語でいれたら何種類も出てくるので、もうあらわせれないくらい最高です。,2
1018,承太郎,2019年8月11日,3,他のやつで遊んでて戻ったらキボートが出てきてやり直したらできた修正できたら満点です。,0
1019,田中彩音,2019年8月25日,5,めっちゃいいし、インターネットに接続してなくてもつかえる！初めて音楽アプリでいいと思った。これがちで,2
1020,薄井みよ,2019年8月23日,5,凄い使いやすいです！！お勧めです！だけどダウンロードをしすぎると容量減るので注意⚠,0
1021,R,2019年10月13日,3,割り込み広告(PLAYストア勝手に起動)が半端ない。しかしオフラインできけるから我慢なのか、、？,0
1022,Nori F.,2019年11月15日,5,すごい良い！！ ほぼyoutube premium みたいだけど。,0
1023,友達?なにそれおいしいの?,2019年11月16日,5,思ってたより使えるし、プレイリストも作れるのでオススメします!!,0
1024,バスクラ女王,2019年12月21日,3,曲を落とそうとしてもエラーが出る,1
1025,パルス/SAKURA,2019年12月21日,5,何もかもいい！東方ニコカラとかもあって最高！,0
1026,しゅーと,2020年1月26日,1,ダウンロードできなくなった。早く直して,0
1027,kãito k,2019年4月30日,4,起動のたんびに広告が入るの以外使いやすい、 一曲オフラインで聞いたがそこまでギガに 影響があるかはわからない,1
1028,Googleユーザー,2019年4月18日,5,いままでの音楽アプリの中で一番いいと思います！ダウンロードすれば、オフラインで聴くことができました！,39
1029,Googleユーザー,2019年2月2日,4,使い方を日本語に設定したのに日本語対応してくれません。日本語になったら★５です。,15
1030,いちごミルク,2019年4月26日,4,なんか勝手に順番と違う曲が流れて嫌です。その他はいいです。,1
1031,なでなで,2019年5月16日,2,ダウンロードは出来るが、再生が上手くいかない。 音聞こえないのは致命的。,4
1032,東江和樹,2019年7月31日,4,ダウンロードできなくなった 直して欲しい 使い勝手もとてもいいので、他のアプリには移りたくないです ダウンロード機能が特にいいです なので、直して欲しいです,3
1033,BIGBANG and WINNER大好きさん,2019年8月1日,5,Androidのタブレットですが、タブレットの電源を切っても音楽が流れるのでとても良いです!,3
1034,I Renta,2019年10月17日,2,急にダウンロードしても全て0%から進まないんですが、不具合ですか？それともこちら側の問題ですか？,0
1035,ネギくん,2020年1月26日,2,音楽保存しようとしたらもう一度ってなんなんですか？直してください,0
1036,こうろぎこもろう,2019年4月27日,4,ダウンロード出来て歌も豊富でいいんだけどプレイリストとダウンロードのところにシャッフル機能がついたら最高です！！,0
1037,竹中美沙希,2019年5月11日,4,バックグラウンドで再生出来るのがgood! でもどきどき勝手にアプリが閉じちゃうので、星4です。,0
1038,ニコニコ星人,2019年2月4日,5,ばり良すぎる！ 電源消しても流れるし1番ありがたいのがオフラインで聞けるから文句なしですね！,14
1039,森山尚未,2019年5月4日,3,プレイリストの中の曲がランダムに流れる機能があると嬉しい。,1
1040,モカMOKA,2019年4月27日,5,今までで一番使いやすいです。 てゆうか説明の写真がニッシーとかセンス良すぎるw,0
1041,大好き東方,2019年6月30日,1,音楽が聴こうとすると、 フリーズするし、 アプリが開かない時もある。,1
1042,LAKERSファン,2019年7月2日,4,使いやすけど、曲の途中で消えてしまうことがあるからそこがちょっと不満かなぁ～と思います,0
1043,森陽幸,2019年8月2日,4,なぜか急に音楽がダウンロードできなくなってい、改善してください！,1
1044,yuna,2019年8月15日,3,便利だけど時々ダウンロードできないときがあって、改善していただけると嬉しいです,1
1045,堀まゆか,2019年9月12日,2,元は凄くいいんだけどエラーでダウンロードできないときも多い。エラーを無くして欲しい,1
1046,秋風美久里,2019年10月8日,1,広告多すぎ。あとハッピーメールとかいう年齢制限ある出会いサイト系？のアプリストアに飛ばすのやめて欲しい、18以下だからどうしようもないし間違ってインストールしそうになってウザイ。,3
1047,かずや山田,2019年11月2日,4,シャッフル再生はよく被るのでそこを直せば完璧です。！,1
1048,アヲイ,2019年2月15日,5,ものすごくいい！ダウンロードすればどこでも聞けるし、電源を消しても鳴っているのもいい！,51
1049,mackey 46,2019年8月14日,5,しっかり改善なされて快適になりました‼️ 追加で何分か、何時間経過したら音楽が止まる機能を付けてほしです。,0
1050,諸貫和希,2019年6月16日,5,とてもいいけど途中で配信が途切れるそれがなければ星6でも10でもないけど 途中で途切れないようにしてください,0
1051,かーあー,2019年8月26日,5,なんの支障も無くオフラインでも再生できる良いアプリ。それと音質も良いです。,1
1052,福本愛乃,2019年8月25日,5,無料で沢山ダウンロードできる！ Wi-Fi無いところでは、自分のが、何にもできんタイプのものなのでとても便利です！！,2
1053,よねくら,2019年10月16日,1,アプリ開こうとしてるのにGoogleストアしか開かなくなりました。ブチ切れてアンインストールした,1
1054,八幡伸司,2019年11月8日,4,途中で音楽が止まるけど聴きやすいです,0
1055,Cat Secret,2020年1月25日,1,ダウンロード出来なくなった,0
1056,祝もねっち!!!!,2020年2月24日,5,最高本当にギガ無しで聞ける,0
1057,えび澤朋美,2019年3月25日,4,ほとんど完璧たけど、動かなくなったりダウンロードできない所が嫌い！,2
1058,Googleユーザー,2019年4月1日,3,歌はしっかり聞けるけどAndroidで聞いていて電源を切った時流れていても急に止まることがあります,8
1059,山田真義,2019年6月12日,5,とてもいいアプリです時々ダウンロード出来なくなるけどそれは容量の問題なので軽量化をおすすめします！！,7
1060,Dr. UMR,2019年7月31日,4,音楽をダウンロードできなくなった アンインストールしてもできない。 どうすればよいでしょうか？ 機能がとても好きなので困ってます(。´Д⊂),0
1061,aoi hira,2019年8月18日,5,オフラインで音楽が、聞けるので買い物に、いったときにすきな音楽が、聞けるのが非常にいいです,1
1062,Y K,2019年8月31日,2,オンラインは残っているのきオフラインのプレイリストが急に消えましたどうなっているのですか？,3
1063,天然水,2019年9月5日,1,ダウンロード出来ないときもあったり、 ダウンロードした曲が消えたりした。 直してほしいです。,1
1064,醤油味醂,2019年9月10日,5,好きな曲がいつでも気軽に聴けて嬉しいです。 いちいち探しているのが面倒な人には必要だと思います❗,1
1065,トマト。完熟,2019年9月29日,2,音楽がダウンロード出来なくなりました。 ダウンロードしてもずっと保留にされます。,1
1066,ゆい,2019年10月2日,4,オフラインでもYouTubeも見られて最高です。ギガ減らなくて助かってます！,0
1067,岡部紗利華,2019年11月30日,5,操作が簡単なアプリ 広告が少ないと思う（笑笑）,0
1068,相原蒼空,2019年3月25日,5,オフラインでも曲を聞ける所が一番気に入りました！,2
1069,さつき,2019年6月11日,2,時々曲をダウンロードしても出来てない時があったりするんだけどほんとになんで、？,2
1070,川島銀太,2019年4月2日,2,このアプリは連続再生ができていなくて残念。 ただ、電源を消しても聞けるところは、バッチグー👍️,3
1071,ウォーリアオブライト,2019年8月2日,4,通信がかからず聴ければ５でした。 出来なかったので★４とさせていただきます。,0
1072,うなじさん,2019年8月15日,1,星1も付けたくないぐらいゴミアプリ まずオフラインで操作出来なし、オンラインでも音楽永遠に流れない。入れない方がいいよ,1
1073,儺夛,2019年9月23日,4,特に直して欲しいところはありませんが、強いて言うなら音楽の再生停止が急に起こるところは直して欲しいです,6
1074,* SKR,2019年10月1日,1,急に画面が広告に変わる。15秒に一回くらい勝手にページが変わる。うっとおしすぎ。,1
1075,もやし猫,2019年11月11日,4,Bluetoothに対応くれれば星5なんだけど 少し惜しいかなぁ,0
1076,カッキー!,2019年12月29日,5,楽しく音楽を聴ける,0
1077,シロエ_Eve&ウォルピスFan,2020年1月24日,4,また音楽がダウンロード出来なくなったんですが？,0
1078,大好き人間ファンタメロン,2019年4月17日,5,フツーに使いやすい！ループ再生出来るのも有難いしなによりホントに無料だから学生に優しいw,4
1079,イズミ,2019年6月12日,3,なぜか急に音楽がダウンロード出来なくなったんですが　自分のケータイのせいですかね？,0
1080,天才糞土方,2019年6月22日,3,画面切り替えをすると音楽が止まる。シンプルに不便。,3
1081,。。。。,2019年7月30日,4,ダウンロードは、沢山できるし他のMusicアプリと連動してできるのは、いいと思うけどファイルわけができない。,1
1082,彩月miruo,2019年7月30日,1,黄色で突然ダウンロード出来なくなったからこっちを試してみたら、こっちはダウンロードの表記すらないのね。残念,4
1083,山田輝彦,2019年10月10日,5,検索も簡単だし最新曲も有ってありがたい。 動作に今の所問題も無い。,0
1084,横田琉生,2019年10月13日,3,最近アプリを開いた後にほぼ毎回Googleストアが開く消しても消しても出てくるので直してください,1
1085,ゆうま,2019年10月19日,4,あのぅ〜 広告がうざすぎます！ ポンポン出てくるし…広告見てもでてくる それなくせばユーザー増えますよ！,1
1086,中野忠司,2019年12月15日,5,無料なのは良いね、いつでも聴けるのも良い,0
1087,ねくろあ,2020年1月20日,5,ダウンロードすれば オフラインでも聴けるし最高！,0
1088,いや俺誰だよ,2020年4月1日,4,ちゃんとオフライン再生出来るので結構いいと思います。,0
1089,波多野応春,2019年3月8日,5,通信量軽減できるのは良い！発見のカテゴリの曲が良い。,6
1090,プラム,2019年7月23日,3,ダウンロードが無くなっているバグで音楽ダウンロード出来ない(´；ω；｀)...だから音楽を外で聞けません！どうしたらいいですかσ(∵`)？,37
1091,ぶたちゃん,2019年8月1日,3,いいけどさぁ〜音楽聞きながら歌詞見たいのに途中で止まるんやけど？なんなん？,0
1092,楽音,2019年12月15日,5,オフラインでも聞けるから塾の帰り聞いてます！,0
1093,Googleユーザー,2019年3月3日,5,電源OFFでも聞ける！ そして何より音楽の種類もマイナーな音楽も沢山あって最高👍,0
1094,Googleユーザー,2019年2月19日,5,ただでここまで聴けるはのは凄い❗ でもバックグラウンド再生しようとしたとき 一瞬だけど止まるのがもったいない！,4
1095,ナムジュンのAirPods,2019年8月3日,1,音楽入れてオフラインで聞こうとしても音が聞こえない！星1もあげたくない,1
1096,森林滋,2019年11月20日,5,無料でこの機能、曲数とは大満足です,1
1097,すがやともみ,2019年12月22日,5,オフラインで聞けるのが素晴らしいです。,0
1098,Esuteru Ain,2020年4月1日,5,とにかくYouTubeにある音楽らな絶対ある！,0
1099,【サタオー】卍touya卍ᏩᏩ,2019年5月10日,4,ハートをしてたけど曲が時々消えるけど最高のミュージックアプリですオススメです！,3
1100,みやもとゆか,2019年5月4日,5,スマホの他の操作をしながら音楽が聴けたらのは、とてもいい！リラックスできる(^^)v 一曲全て聴けたらもっといい,5
1101,アンドロメダの醤油漬け,2019年4月18日,3,いいと思いますが、プレイリストの順番と違う曲が流れてしまいます。,0
1102,主主主_18,2019年5月4日,5,音楽アプリはこれが1番いいと思います。たまに日本語怪しいですが,1
1103,堀内幸子,2019年4月2日,5,オフラインで聴けるのを、こちらで探せてラッキーでした。 音もいいですね。,1
1104,田口碧斗,2019年4月9日,5,とてもいいです！ 聴きたい曲が出でくるので とても使いやすいです,2
1105,だいふく,2019年6月18日,5,無料でたくさんの曲をダウンロードできて、オフラインでもきけるのがとてもいいです！,1
1106,長島紫織,2019年6月26日,3,数日前まで画面を閉じた状態でも再生出来てたのに突然出来なくなりました それ以外は問題ないです,0
1107,Tkntsm Sy,2019年7月21日,5,たまに聴けなくなるのが気になるけれど、こういうアプリを私は求めていた！,0
1108,安達陽樹,2019年8月17日,5,文句無しの星5です！ 音楽を無料でダウンロードできるし、ダウンロードした曲は、オフラインでも聞くことができます。,1
1109,風夜,2019年7月30日,1,曲がダウンロード出来ないんだけど💢 ダウンロードリストに追加しましたって出て来たのに全く追加されてない、どうにかしてください！,7
1110,ロボロrdr,2019年10月5日,5,とても使いやすいです！でもたまに停止したりするのを直してほしいです。,0
1111,みなせなる,2019年4月5日,5,他のアプリやりながらも聴けるのが良い！ あとオフラインで聴けるのも良い！,1
1112,ニシザキリョウジ,2019年7月14日,5,とても簡単で、便利に使っています。もっと、沢山のラインナップがあれば最高です。,1
1113,ごがつ,2019年7月30日,2,とても使いやすいですが、最近曲のダウンロードができなくなっています。改善お願いします,1
1114,影月,2019年7月30日,2,えっと、ダウンロードが出来なくて、ダウンロード画面でダウンロードに追加しましたって出ましたけど、ダウンロードの方が出来てなくて……。,0
