,review,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply
307,308,佐藤ゆま,2019年4月15日,4,まあ良い,
308,309,西尾吉雄,2019年3月2日,5,いいおもい,
309,310,Googleユーザー,2018年12月5日,4,使い分から,
310,311,舘川輝昭,2019年2月8日,3,好み選曲,
311,312,Googleユーザー,2019年1月11日,2,運営リスト聞き選択,
312,313,孝徳浦野,2019年4月15日,1,リスモ嫌い,
313,314,Googleユーザー,2019年2月14日,1,画面よい,
314,315,濱田紀子,2018年12月17日,5,家事たのしん,
315,316,上間麻衣子,2019年4月23日,4,さく←」←」←」」」」」←^＼^＼＼＼,
316,317,飛内梓,2019年4月7日,4,せれ,
317,318,Googleユーザー,2018年12月14日,5,使え,
318,319,Googleユーザー,2019年1月6日,4,好き音楽聴ける良い,
320,321,Googleユーザー,2019年1月9日,3,いつも楽しみ聞い,
321,322,若本昌平,2019年4月18日,5,磐梯山(￣▽￣田沼;)何で優しく,
323,324,平野正雄,2019年4月16日,5,楽しく聴か,
324,325,1248 aimo,2019年4月15日,1,以前購入忘れもう取っ課金られ購入ダウンロードすもう購入?』親切案内不親切使い100高くただぼっくりレベル不信不満ある無駄通知早急対応通知停止お願いあとdocomo調子乗っサービス対応態度悪くなっ20au名前変わるIDOau使っそれauなっここ金儲け主義なりサービス対応)...全文表示以前購入忘れもう取っ課金られ購入ダウンロードすもう購入?』親切案内不親切使い100高くただぼっくりレベル不信不満ある無駄通知早急対応通知停止お願いあとdocomo調子乗っサービス対応態度悪くなっ20au名前変わるIDOau使っそれauなっここ金儲け主義なりサービス対応落ちau不満MNP予定かなり大人見た目童顔態度悪い店員余計au不満,
325,326,正廣大平,2019年3月19日,4,仲間いい,
326,327,伊藤幸宏,2018年11月9日,1,皆さんおっしゃる通りせっかくマイリスト消え購入楽曲消えしようが購入しよ,
327,328,押川清香,2018年11月12日,2,LISMO統合仕方使っ本当に使い楽曲購入画面プレーヤー同居画面見にくいウィジェット操作悪いLISMOプレーヤー作ら仕様OK出し音楽スマ聞か思いLISMOプレーヤー使える思っするアプリ,
328,329,秋月翡翠,2019年4月21日,1,なんで使い筆頭うたパス主体LISMOとうたパス分けユーザ自由選択でき逆だっよかっLISMOアップデート長年これ細かく作っプレイリスト全て消滅詳しく確認プレイリスト画面開こする問題起き終了強制終了楽曲再生ままなり15データ全部最初作り直しもうある全曲リストひとつひとつLISMOLISMO返しシンプル使い...全文表示使い筆頭うたパス主体LISMOとうたパス分けユーザ自由選択でき逆だっよかっLISMOアップデート長年これ細かく作っプレイリスト全て消滅詳しく確認プレイリスト画面開こする問題起き終了強制終了楽曲再生ままなり15データ全部最初作り直しもうある全曲リストひとつひとつLISMOLISMO返しシンプル使い長年ずっと重宝LISMO返し,
329,330,BABA QUALITY,2018年11月17日,2,au使っ音楽ダウンロードアプリいく仕方使っ使い勝手凄く悪い楽曲何故か入る場合ある削除出来削除ボタン上下移動カーソル近い間違っ移動非常使いストレスたまり,
330,331,Ma Ni,2018年11月17日,2,機種LISMO変わっ使いアプリ悪いわかり入れ名前文字化けなっうまく入っバックアッププレイリストちゃんと復元でき悪いLISMO出来手間せめてショートカットなん作ら,
331,332,Googleユーザー,2019年3月26日,1,新曲遅い,
332,333,光男橋本,2019年4月13日,5,自分聴くいい,
333,334,Googleユーザー,2019年1月20日,5,ランニングソングあっ,
334,335,Googleユーザー,2018年12月26日,5,いい感じ(*^ーﾟクッﾞ,
336,337,抹茶,2018年12月15日,1,LIVE映像見よ思っ見れる映像見れ見れ沢山見るもっとサーバー改善無料配信そこでき思う一大イベント映像ちゃんと最初最後見れるもうLIVE今年終わっアンインストールもう二度とインストール,
337,338,TO Ｍｉ,2018年11月21日,2,ライブラリー自分SD聞いアルバム再生設定勝手ランダムなっ順番再生出来設定変える分から以前リスモ使い易かっ,
338,339,Googleユーザー,2018年12月15日,1,言いただクソアプリMAMALIVE入れ繋がら10画像繋がっいい真っ暗なっタブレットいれ試しそちら時間無駄アプリ使い,
339,340,ミニミキ,2018年11月12日,2,去年アルバム全曲ダウンロード全曲無くなっ問い合わせ購入返っお金出しダウンロード,
340,341,渡辺雄大,2018年12月24日,1,クォーテーションFGTXIAしたお,
341,342,Googleユーザー,2018年12月2日,5,音楽聴ける最高,
342,343,Y-ma,2019年3月30日,1,LISMOSDカード本体ストレージ移動最近購入楽曲なくなり機種換えする集め非常困りふざけ集め大事,
343,344,かぁおドワモエ,2018年11月25日,3,買っダウンロード仕方わから,
344,345,Googleユーザー,2018年12月3日,5,大変気にいっ,
346,347,Googleユーザー,2019年1月24日,5,いつも楽しく聞か,
347,348,Googleユーザー,2018年11月17日,4,援隊声援歌詞何で出来無い調べ付いリクエスト貰え無けれひとつ下げ,
348,349,勝利竹山,2019年2月2日,3,歌詞変化あっカラオケ覚える参考きちんと合わせ変わる意味,
349,350,Googleユーザー,2018年12月12日,5,登録手続き簡単いい,
350,351,aya honda,2018年11月29日,1,要ら機能充実する更新更新本当にただギガ泥棒通信制限本当にする結局オフラインプレイヤー入れ無い不便うたぱすやめようと思う,
351,352,筒井達也,2018年11月20日,1,プレイヤーLISMO開けなりガラケー時代とり貯めほぼ聞けなっ最低ある改悪するさわん,
352,353,Googleユーザー,2018年10月8日,2,プレイヤー最低限ギャップレス再生アルバム表示種類指定出来る歌詞出せる必要最低限機能ない残念LISMO知っ憤り感じプレイヤー優秀利用増える思い,
353,354,深琴,2018年11月26日,2,ずっとau使っうたパスなっ使いなっ思うこれスマ機種変え,
354,355,Googleユーザー,2019年3月20日,3,使い思い,
355,356,Googleユーザー,2018年11月12日,1,歌詞検索多い最近20登録40登録残念,
356,357,泉卓哉,2018年12月23日,5,好き聞き聞く出来る好きアーティスト歌い手聞ける良い失礼,
358,359,土田美穂,2019年1月4日,5,楽しま,
359,360,hyne zero,2018年11月4日,1,インストール更新開く選択出来使わアンインストールできゴミ使わ必要ないゴミ害悪捨てるでき放射能廃棄厄介使え迷惑極まりない開発簡単レビュー本来一つつけ無用長物,
360,361,坂本博昭,2018年12月25日,5,初めてよく分かり,
361,362,ゆた,2018年9月14日,1,アーティスト大文字小文字識別するストア購入楽曲リスト大変気持ち悪いLISMOプレイヤー使い勝手よかっ残念,
362,363,Googleユーザー,2018年11月9日,1,SDカード楽曲反映スマートフォン動画表示する方法ないLISMO比べ使い勝手今後使お思え,
363,364,Googleユーザー,2019年3月30日,1,以前LISMO購入うたパス入ら聴け入っいらメール来るめんどくさい聴け退会!!!,
364,365,shinocchi A,2018年11月4日,3,ラジオ機能追加使っバナー場合最新バージョンアップデートしろ言うGoogleplay来る最新アップデートないいうすれいい???,
365,366,mmo NAGA,2018年9月28日,1,LISMO時代格段使い戻す分離ユーザー求めシンプル使い便利良い機能盛り込み落ち不便なる本末転倒,
366,367,Googleユーザー,2018年9月22日,2,試し好きアーティスト検索目当て見つから男性アーティスト検索女性アーティスト含めヒットするジャンルPOP検索洋楽ジャズ一緒ヒットする検索機能意味ある感じ載せるない人気ない,
367,368,三島慧菜,2018年11月1日,1,10下旬プレイリスト消え以前同様あり対象遅かっプレイリスト作成するなる手間利用控えさせ,
368,369,ZEN Gemini,2018年10月21日,3,アプリMusicStoreアプリ別々なっ意味分からau云う多いMusicPlayer使い,
370,371,masahiko yamada,2018年11月18日,1,うたぱすリスモ時代不具合なかっアップデート多分)、ブチブチノイズ入るなっ削除,
371,372,伊藤裕貴,2018年11月26日,1,使いすぎる,
372,373,阿部京子,2019年3月21日,1,LISMO返しずーっと使っ使い勝手悪い消し良かっ,
373,374,Googleユーザー,2018年10月16日,3,アップデートSNS通知来る止まっなり今回アップデート変わる思いアップデート変わら止まるアプリ開きかける大変改善お願い書いレビュー改善,
375,376,yuki ・,2018年11月4日,1,MAMA投票するパスコード入力弾かtwitter検索正確入力かかわら弾か沢山いるなっ,
376,377,牛田阿沙栄,2018年9月23日,4,指定覚えないプレイリスト勝手再生タップ再生不具合修正お願いあと再生履歴消し出来良い,
377,378,Googleユーザー,2018年10月1日,2,ダウンロード仕方あり混乱するごちゃごちゃ全体見づらく仕方通信速度落ち使えダウンロードする使え,
378,379,Googleユーザー,2018年11月2日,3,せっかく作っプレイリスト消え購入楽曲ダウンロード出来再生出来する出来れプレイリスト元通り,
379,380,ぺぺ,2018年11月15日,1,投票する試しプラン加入せる横暴会社透け見えるクソアプリ,
380,381,Googleユーザー,2019年4月1日,3,有名入っあるユーザー望ん定期アンケートするリクエスト受け付け,
381,382,ディルGJ部見習い,2018年9月13日,1,LISMOつけGALAXY使っデフォルトタスクキラー引っ掛かっ再生画面消える音楽アプリ消えうたパス問題思う,
382,383,Googleユーザー,2018年10月28日,2,マイプレイリスト消え不具合非常困りアプリ使用事態??,
383,384,月うさぎしゃん,2018年9月20日,5,好きアーティスト聴きある好き一部アーティスト聞き少ない!!増やし,
384,385,Googleユーザー,2018年11月9日,2,音楽聴い止まっ流れなっ終わっ行か,
385,386,ゆきの,2018年11月12日,4,よくマイミュージックとまる修正仕方わからお手上げ状態,
386,387,坂田光浩,2018年12月4日,3,面白かっ,
387,388,かわのなみ,2019年3月26日,5,上手く取れる,
388,389,ゆり子川邉,2018年10月6日,4,使いづつ良くなっ実感シャッフル再生順番再生切り替えわから...いつも飽き,
389,390,Hitomi Sasamoto,2018年11月11日,4,いつの間にかお気に入り消え聴き付け再生お気に入り外さ,
390,391,長沢剛志,2018年10月5日,1,読み込む時間かかる思う遅いアップデートアップデート騒ぐ割り改善ウンザリする,
391,392,Googleユーザー,2018年10月16日,2,ビデオ再生できうたうた設定なり,
392,393,遠田豊和,2019年4月20日,1,なにやっウィジェットmusicLISMO!)再生出来る重たいうたパスアプリ無効してやっ,
393,394,Googleユーザー,2019年2月10日,1,LISMO戻し,
394,395,月上月下,2018年11月4日,1,うたパスアンインストールLISMO残す方法教え使い勝手悪く本当に困っお願い,
395,396,小暮ヨシエ,2018年9月18日,1,勝手立ち上がっざったバッテリー喰う要らアンインストールできざった,
396,397,Googleユーザー,2019年3月20日,5,音楽好き,
397,398,田中浩司,2019年1月18日,1,アップデード出来,
398,399,大久保美香,2018年12月18日,2,使い壊れる欲しい無い,
399,400,C Yachi,2018年11月1日,3,リスモ使っ保存消す詐欺音楽携帯会社変え四半世紀1210120あり,
400,401,大建悠樹,2018年10月6日,4,ホーム押しスマ消しする音楽止まっそれなけれ満足,
401,402,jamboo姉ちゃん,2018年9月25日,3,本人歌っ歌い手別人表記不自然ない懐かしい完璧記憶違和感感じ仕方ない,
402,403,西條彩都,2019年2月4日,3,リピートでき,
403,404,Hiromi Nakamura,2018年10月6日,2,複数保存れる事態繰り返さ使い勝手悪い音楽多様好み,
404,405,Sフリケイド,2018年10月3日,4,音質良いマニアック増え,
405,406,さすらいの哨戒天狗,2018年10月27日,1,適当組まプレイリスト上限60保存スペースフル再生でき,
406,407,三出井,2018年9月26日,1,削除更新通知ゾンビ押し寄せるスパム迷惑メールレベル,
407,408,Harujio 1299,2018年11月7日,2,消えプレイリスト消え連続再生出来なっ最悪早急改善お願い,
408,409,とよ子峯尾,2018年11月24日,5,使っ,
409,410,Googleユーザー,2019年3月30日,4,良い思い,
410,411,蘇露tanaka,2019年2月2日,3,聞きでき安く買えるいい聞きできる思っ少ない残念,
411,412,ねぎみそ,2018年9月29日,1,携帯ある音楽選択流れるとにかく遅いなんとかし,
412,413,手嶋愛,2018年11月10日,1,MAMA投票うたパス早くなおし,
413,414,Googleユーザー,2018年11月20日,3,短い思い聞きもっと長い,
415,416,Googleユーザー,2019年1月27日,5,音楽青春,
416,417,神谷基,2019年1月18日,3,良く悪くない気分転換,
417,418,棗飛鳥,2018年10月2日,2,LISMOダウンロード聴けなり改善お願い,
418,419,katchan slump,2019年4月12日,1,以前レビュー消えプレイリスト飽きなかっ,
419,420,Googleユーザー,2018年9月30日,2,再生途中切れ飛ぶどうにかあといい思うカラオケ楽しい,
420,421,菊池太一,2019年3月2日,1,聞け起動遅い聞きDLアンインストールする,
421,422,Googleユーザー,2019年1月2日,1,いくこ,
423,424,下田徳子,2018年10月9日,2,流れ終わる流れあり,
424,425,Kanae Sato,2018年10月13日,1,アプリ起動DLしよする直ぐにアプリ落ちるどうにか,
425,426,Googleユーザー,2018年10月10日,4,プレイリスト無いアーティスト居るプレイリストもっと増やし,
427,428,宇佐美佳子,2018年12月3日,5,通勤楽しくなり,
428,429,Googleユーザー,2019年1月29日,4,よかっ,
429,430,Kouji Nakagawa,2018年9月28日,1,うたパス使いLISMO継続提供,
431,432,のっつぉこぎ,2019年3月8日,1,いつの間にか聞けなっ中古買うCD安い,
433,434,ベーカリードレミ,2018年9月17日,1,最悪うたパス要ら戻せ,
434,435,しげ,2018年12月27日,1,米津ない,
435,436,山尾妙子,2019年3月15日,5,津軽快挙景色,
436,437,Googleユーザー,2018年11月12日,1,検索やつてこない正直アプリ使わ早くアンスト,
437,438,おばけちゃん,2018年11月6日,1,ラジオ聴きやっダメ,
438,439,Satoko Takagi,2018年11月19日,4,Bluetooth使っ聴い快適,
439,440,ミルク,2018年9月23日,4,再生電話かかっはじめなる直し,
440,441,Googleユーザー,2019年1月7日,3,楽しめ歌手少ない,
441,442,t h,2018年9月30日,1,ごみデフォルト入っ使わしいらない,
442,443,浅見正幸,2018年10月11日,2,とにかく使いLISMO使い,
443,444,mahiro,2018年11月6日,1,うたコイン当たらなっアンインストール,
444,445,なひとこなつ,2019年1月21日,5,使い,
447,448,Googleユーザー,2019年5月1日,1,最低アプリ以前Lismo戻し,
448,449,谷直樹,2018年9月16日,1,Bluetooth音楽流そする勝手こいつ起動する迷惑悪質,
449,450,Googleユーザー,2019年2月2日,5,とっても便利いい共有,
450,451,Googleユーザー,2018年10月5日,5,初めてアプリいずれ使っ思い,
451,452,ikesy,2018年9月26日,1,Bluetoothイヤホン使う勝手起動するどうにか,
452,453,ゆゆゆゆ,2019年1月8日,5,パロマささ,
453,454,Googleユーザー,2019年1月19日,5,日本語,
454,455,冨田須美子,2019年4月19日,1,使わユーチューブ,
455,456,かめだけいこ,2018年10月26日,1,使わ良いアプリ消そ思っ消せ,
456,457,異世界系好きなやつ,2018年10月9日,5,自分オススメプレイリスト作っ,
457,458,ヒロユキフルタ,2018年10月2日,1,伝え言いなに良く分から,
458,459,南山忍,2018年10月27日,5,毎日使っ気分合わせ多彩癒さ,
459,460,センチトンセンチトンワットキロワットキロ,2018年9月12日,1,アンインストールずっと残る,
460,461,Googleユーザー,2018年11月8日,1,使わアンインストール勝手インストールれる邪魔,
461,462,Googleユーザー,2018年9月14日,3,LISMO使い,
462,463,Hiroshi Nanjo,2018年10月24日,5,アーティスト直接入力検索,
464,465,Googleユーザー,2018年9月17日,2,使い改善求む,
466,467,れれぽん,2018年11月1日,4,簡単検索できるあり楽しん,
467,468,Mark Syu,2018年10月25日,1,いらアンインストール,
468,469,Googleユーザー,2018年10月13日,2,強制終了改善よろしくお願い,
469,470,双子座カノン,2019年3月27日,1,LISMO良かっ,
470,471,青田塁,2018年11月21日,5,聞け,
471,472,河野睦美,2018年11月4日,2,mama投票出来(;;),
472,473,Googleユーザー,2018年10月14日,4,音楽アプ使わこれ使っいい,
473,474,黒雪,2018年11月3日,3,マイリスト毎回消えるどうにか,
474,475,Googleユーザー,2018年11月1日,4,アーティスト音楽あり楽しくなる良い,
475,476,さゆおか,2019年4月14日,2,プレイリスト入れ消えLISMO好き,
476,477,おおかわよしお,2019年2月25日,1,アンインストール勝手アプするしつこく悪質,
477,478,私はひろみ,2019年4月23日,2,Bluetooth飛んいら,
478,479,七海,2018年11月4日,2,全て歌詞スクロール,
479,480,na ri,2018年10月31日,3,色々聴ける良い歌詞表示ズレひどい,
480,481,鈴原くもね,2018年11月19日,3,これ分から使っ,
481,482,Googleユーザー,2018年11月3日,4,初めて使っメドレー音楽流れ(^-^)/,
482,483,Googleユーザー,2018年10月31日,5,無料ダウンロード出来る良い,
484,485,maghreb yamada,2018年12月1日,1,勝手ダウンロードする凄い迷惑くだらない,
485,486,電子管,2018年11月3日,5,聴け最高,
486,487,椛†竜菜琴啓,2018年10月28日,1,いら,
487,488,Googleユーザー,2018年10月4日,1,最初インストール不快,
488,489,キャスバル,2018年9月28日,5,変わら使い分かり,
489,490,Googleユーザー,2019年2月28日,1,最低知ら取ら,
490,491,飯野栄二,2018年10月13日,5,楽しく利用,
491,492,鈴木純明,2019年3月30日,5,＼(^_^)/(´(^_^;)＼(^_^)/｀)((((;))),
492,493,新井唯介,2018年9月14日,2,うたパス要らLISMO,
493,494,やまさと,2018年10月1日,1,重くなるいら,
494,495,Googleユーザー,2018年9月14日,1,消し消し復活する,
495,496,曼陀羅,2018年11月12日,1,消え動かなる,
496,497,Googleユーザー,2018年11月8日,4,ランダム再生楽しん,
498,499,Googleユーザー,2018年9月28日,5,^-)♪,
499,500,hoshino chiaki,2018年11月2日,2,MAMA投票DL表示ない??,
500,501,隆稔安井,2019年3月24日,5,いいいいいい,
501,502,Googleユーザー,2018年10月30日,5,良いアプリ音楽楽しい,
502,503,山岸卓也,2018年9月28日,2,ホン付け勝手鳴る,
503,504,駒宮泰春,2019年3月13日,5,ワールドビジョン2019komamiyayasuharu,
504,505,愛璃,2018年10月27日,4,月々値段聴けるいい毎日聞い,
505,506,吉野雅子,2018年10月23日,2,LISMO良かっ,
507,508,松田充,2018年11月23日,1,勝手更新かかるあり,
508,509,Googleユーザー,2018年10月21日,5,とにかく安い,
509,510,Googleユーザー,2018年10月30日,1,ログイン保存聞けクソアプリ,
510,511,Googleユーザー,2019年3月3日,4,もっといいえっいい,
511,512,笹原篝火,2018年11月6日,1,Bluetooth機能なっつかえ,
512,513,末木葵,2018年10月3日,4,気軽聞けBGMちょうど良い,
513,514,Googleユーザー,2018年11月3日,5,聴き音楽あっ最高,
514,515,由美清水,2019年3月31日,5,競馬サウンドやっぱり,
515,516,Googleユーザー,2018年9月26日,5,よろしくお願い,
516,517,コベンハナコ,2018年12月5日,5,難しく選び,
517,518,hajime kuro,2018年10月3日,4,Listenwithおもしろい,
518,519,掛川由香里,2018年11月23日,5,星野大好き,
520,521,福林笙,2018年10月12日,3,少ない,
521,522,Googleユーザー,2019年3月14日,5,これ決め,
522,523,Googleユーザー,2019年1月24日,1,いら使え容量喰うゴミ,
523,524,Googleユーザー,2018年10月10日,5,カラオケでき,
525,526,Takahiro Hoshi,2018年10月29日,1,要らアプリ,
526,527,Googleユーザー,2018年11月11日,5,なく,
529,530,中村俊一,2018年10月3日,5,音楽楽しい素晴らしい,
531,532,Googleユーザー,2019年3月29日,5,たち,
533,534,fumika t,2019年1月19日,1,削除,
534,535,Googleユーザー,2018年10月27日,5,楽しく使っ,
535,536,Googleユーザー,2018年10月13日,4,好き,
536,537,佐藤福則,2019年4月14日,1,使用分から,
537,538,久保田瑞弥,2019年3月14日,3,良かっ,
538,539,斎門徹,2019年4月5日,5,重宝,
539,540,佐藤栄司,2019年1月26日,1,通知じゃま,
540,541,Googleユーザー,2018年12月19日,5,うたぱす購入する,
541,542,Googleユーザー,2018年10月16日,4,いい,
542,543,Googleユーザー,2018年10月26日,5,見え,
543,544,Googleユーザー,2018年11月21日,5,いい宜しく,
544,545,Googleユーザー,2018年10月9日,4,よくわから,
545,546,SUSUMU IDA,2018年10月9日,1,アンインストール出来,
546,547,Googleユーザー,2018年11月1日,4,良いアプリ,
547,548,畠山未麗,2019年4月13日,5,金額怖い,
548,549,Михаил Михайлович,2018年10月3日,1,ゴミクズ過ぎる非常邪魔要ら,
550,551,Googleユーザー,2019年3月24日,5,すごい(^-^)/,
551,552,Googleユーザー,2018年10月20日,4,宜しくお願い,
552,553,rouge feminine,2018年11月1日,3,良く理解,
553,554,Googleユーザー,2018年10月6日,4,良い思う,
554,555,Secret 桜花CHANNEL,2018年9月15日,1,勝手更新むかつく,
555,556,Googleユーザー,2018年10月19日,1,勝手終了する,
556,557,にしだすみこ,2019年4月30日,4,かたかごはな,
557,558,Googleユーザー,2018年10月28日,1,無くなっ,
558,559,青木俊夫,2018年10月31日,1,よくわから,
560,561,tomo tomo,2019年5月6日,3,容量節約する不要削除どうしても削除でき非常困っ,
561,562,抹茶,2019年5月7日,2,音楽聞こまず音楽再生押し反応Androidアップデート瞬間反応わるい何とか,
562,563,かまうち,2019年5月7日,1,以前問題なかっ音楽止まるなっ,
563,564,こばやしてつじ,2019年5月7日,2,imdナナアローストビーフ33333,
564,565,中村理子,2019年5月7日,3,まあまあ使い,
565,566,わたかべおさむ,2019年5月2日,5,??,
566,567,小倉祐二,2019年5月8日,1,LISMO使い,
567,568,井上彰子,2019年4月30日,1,わかり,
571,572,峯石守,2019年4月25日,5,いい,
572,573,内門修一,2019年4月28日,3,使え,
573,574,高橋幸治,2019年5月7日,3,いい,
574,575,満窪敏,2019年5月3日,5,楽しみ,
575,576,家事直喜,2019年4月19日,1,使い,
576,577,ゆたによう,2019年4月23日,5,なし,
577,578,まぁくろ,2019年4月22日,5,聞き,
578,579,佐藤太郎丸,2019年4月22日,4,最高,
579,580,貞岡直人,2019年4月24日,5,使い,
582,583,柏原達子,2019年4月7日,2,使いずら,
583,584,K K,2019年4月5日,5,最高,
584,585,Ryuji Hosono,2019年4月13日,3,判ら,
585,586,能村英子,2019年4月11日,5,良い,
586,587,大慶勝行,2019年4月9日,5,いい,
587,588,西銘達郎,2019年4月23日,3,まあまあ,
588,589,渡邊美智子,2019年5月7日,4,いつも楽しく使っ,
589,590,神谷豊秋,2019年3月20日,3,特にない,
590,591,市村眞也,2019年3月16日,3,tt,
591,592,5566 okok,2019年3月14日,5,良い,
593,594,森晶,2019年5月8日,4,いい微妙,
594,595,Googleユーザー,2019年3月20日,5,楽しかっ,
596,597,鈴木孝義,2019年4月5日,1,つまんない,
597,598,Googleユーザー,2019年3月14日,3,良い,
599,600,move Cosutom,2019年3月31日,5,グッディ,
601,602,内倉順,2019年4月23日,5,なし,
602,603,鈴木カヨ子,2019年3月13日,5,良い,
603,604,石橋智也,2019年4月15日,5,良い,
604,605,中嶋紀子,2019年4月23日,5,お気に入り,
605,606,福崎司,2019年4月23日,5,最高,
607,608,蛯名未来男,2019年3月24日,5,最高,
608,609,相川ぽんず,2019年4月4日,5,いい,
611,612,竹本晴司,2019年3月26日,1,最低,
612,613,Googleユーザー,2019年3月6日,5,?????????????????????????,
615,616,佐藤正純,2019年3月13日,5,うたパス,
619,620,Googleユーザー,2019年3月1日,3,よい,
620,621,PERSONA 900,2019年3月13日,5,使い良い,
621,622,Googleユーザー,2019年3月13日,5,すごくいい,
622,623,Googleユーザー,2019年3月14日,5,好き,
623,624,KAZUHIRO YAMAGUCHI,2019年3月16日,3,いい,
624,625,Googleユーザー,2019年3月16日,5,良い,
625,626,Googleユーザー,2019年3月19日,4,良い(^^),
627,628,Googleユーザー,2019年2月20日,4,よかっ,
628,629,Yuri Arisa,2019年1月22日,2,広告通知邪魔通知OFFする必要通知ブロック音楽プレイヤー使い,
629,630,Googleユーザー,2019年1月17日,1,LISMO一番,
632,633,田野博和,2019年1月17日,5,うたパス,
633,634,菅田正美,2019年5月5日,1,RDDEできる,
634,635,萩原勝,2019年4月18日,3,普通,
636,637,Googleユーザー,2019年1月18日,5,使い,
638,639,平岡俊二,2019年3月19日,2,なか,
639,640,Googleユーザー,2019年1月24日,5,いい,
640,641,めどたかし,2019年2月10日,5,最高,
641,642,Googleユーザー,2019年3月14日,2,さくら,
642,643,内山修,2019年3月19日,5,楽しい,
643,644,森泉香織,2019年4月28日,3,good,
644,645,鈴木友和,2019年1月18日,5,=(^^)=,
646,647,Googleユーザー,2019年3月14日,5,良い,
647,648,鳥井祐太,2018年12月14日,5,musicplayerLISMO使え困りウィジェット置け大丈夫名前ウィジェットあるそれホーム画面置けタップする開け試し,
648,649,ART OF LIFE,2018年12月15日,5,musicplayerLISMOウィジェットホーム画面試し置いLISMOアクセス出来るなりお陰さま解決出来(__),
649,650,藤原淳子,2019年4月20日,4,ほほ,
650,651,Googleユーザー,2019年1月3日,5,いい押す,
652,653,近藤祐紀雄,2019年1月15日,1,わか,
653,654,Googleユーザー,2018年12月21日,5,分から,
655,656,田口勉,2019年1月3日,3,いい,
656,657,ry ki,2018年12月3日,1,とにかく切れるネット操作切れするau辞めよ,
657,658,Googleユーザー,2018年12月11日,5,みやすい,
658,659,Googleユーザー,2018年12月5日,5,イイ,
660,661,Googleユーザー,2018年12月1日,5,楽しい,
661,662,Oda Taiko,2018年11月15日,1,聞け聞くあなた好み近づくプレイリスト??←結構長く使っなっ好み聞くおき歌手並べ追伸改善れるよく聞くアナタおすすめ聞いない名前知ら歌手名前これ??,
662,663,uda sji,2018年11月7日,1,YouTube,
663,664,真左幸関,2019年4月12日,1,特に無い,
667,668,Googleユーザー,2018年12月18日,3,楽しみ,
668,669,Googleユーザー,2018年11月6日,5,面白い,
669,670,Googleユーザー,2018年10月23日,5,料金比較,
670,671,lemyチャンネル,2018年10月25日,1,意味不明,
671,672,柏谷美希,2018年10月28日,5,使い,
672,673,池田千佳子,2019年3月13日,1,いまいち,
673,674,佐藤寿,2018年10月17日,5,(((^∇^))),
674,675,南谷岳志,2018年10月6日,5,おもしろかっ,
677,678,N k,2018年9月22日,2,歌詞変え復活合っ歌詞歌え,
678,679,Kanda Mune,2018年9月26日,1,使い,
679,680,Googleユーザー,2018年9月30日,1,バグなぞ,
680,681,くりくりまろん,2018年9月29日,1,不要アプリ,
681,682,山口茂樹,2018年9月14日,1,いは,
682,683,賢二高橋,2018年10月3日,1,とにかく遅い,
684,685,ババロアみゆ,2018年9月26日,1,最悪,
685,686,Googleユーザー,2018年9月25日,5,よかっ,
686,687,Hiro Hama,2018年9月21日,4,良い,
687,688,Arthur Hennsy,2018年10月3日,1,不要,
688,689,09 12,2018年9月4日,1,LISMO使い操作あっちこっち散らばっいちいち面倒リスト入れるなりもっとかんなっスクロールボタン位置よく再生途中止まる増え使いウェジェット欲しい,
689,690,馬場恵子,2018年9月4日,3,音質悪く歌詞出るなりプレイリスト編集めんどくさい覚えれ大丈夫メジャーアーティストたいがいある思い,
690,691,佐藤浩,2018年8月22日,3,LISMO良かっ統合使い操作ボタン常にあり邪魔画面なら,
691,692,榊原麻記,2018年8月26日,1,普通聴け途中強制終了まともフル聞けなっ,
692,693,ひさめRAN,2018年9月12日,1,Bluetooth接続する勝手起動意地使わせよするなり,
693,694,栗山大雅,2018年9月7日,3,米津Myうた出来残念ぱねーッス,
694,695,Googleユーザー,2018年9月2日,5,普通うたパス使っ良かっ,
695,696,Googleユーザー,2018年8月28日,3,聞きマルシェ出店流し(^^♪,
696,697,lily Flower,2018年9月10日,5,使いアプリ思い買うお金必要自然溜まっ,
697,698,姫野芹香,2018年9月12日,3,LISMO使い聴きいい思い増やせる思い,
698,699,TAKAFUMI MARUYAMA,2018年8月20日,1,LISMO分離希望!、、、、、統合書い,
699,700,Googleユーザー,2018年8月23日,5,もっと早くうたパス利用良かっ思う気に入っ家事等し聞い,
700,701,Googleユーザー,2018年8月28日,5,聴きジャンル聴いストレス発散,
701,702,hide O,2018年8月28日,1,サイドメニューおすすめアプリスプラッシュ広告邪魔,
702,703,北小路綾子,2018年8月22日,1,Lismo使い,
703,704,秋生夕海,2018年9月6日,2,起動出来なっ,
704,705,みき,2018年9月5日,4,listenWith機能良いアーティストチャット出来る貴重場所,
705,706,犬井和実,2018年8月24日,1,更新全部消え,
706,707,金子友直,2018年8月18日,4,!!対応早く助かる,
708,709,木皮進一,2018年9月4日,5,最高良かっ感謝,
709,710,Googleユーザー,2018年8月27日,1,広告ウザすぎる,
710,711,Googleユーザー,2018年8月26日,4,若者老人使い易い,
711,712,TK0777 24T,2018年9月6日,4,UpdateVersion,
712,713,Benaya ch,2018年8月20日,1,なくなれ,
