name,date,rating,content,like
エビ,2019年7月26日,1,うたパスを有効にしていないとplayerも使えないなんて❗ただでさえ最初から余計なアプリが入ってて消せないのに❗,5
鳥居直美,2019年3月2日,2,聞き放題に欲しい曲がないことが多く、結局購入することになるので聞き放題分500円はちょっと勿体なかったかなぁ😞,0
Takayuki Endo,2019年3月17日,1,更新の度にマイプレイリストからダウンロードした曲が消えていく。そのつど再ダウンロードが必要になってくる。,3
浦田宏美,2019年3月13日,5,最新音楽から、懐かしい曲まであり、聞きたい時に好きなだけきけるのが嬉しい。,8
博之安芸,2019年7月4日,1,突然、ログイン出来なくなって使えない インストールしなおしても改善せず,3
kogi nottho,2019年3月8日,1,いつの間にか聞けなくなっている。中古店で買うCDのほうが安い。,0
Googleユーザー,2019年5月29日,3,歌詞のせるなら作詞家名を載せないとダメ リスペクトが足りない 作詞だけ載せると語弊があるから作曲者名も必要 編曲や年度まで書いてあれば良いアプリとして認識され利用者も増えるでしょう,3
KINJI FUJISAWA,2019年7月22日,5,音質もよく手軽さがあり、気に入っています。,2
二戸賢,2019年9月26日,5,wmaファイルの楽曲が再生されているにも関わらず音が出なくなりました。今回のアップデートで無事聞けるようになりました。,4
佐藤綾子,2019年11月3日,1,何故かいきなりログインできなくなってしまいました(涙)LISMOの方が良かったな‥,7
Googleユーザー,2019年3月15日,5,懐かしい曲を、いろいろ聴けるし スキップ制限が、なくなったから良いですね,13
南山忍,2018年10月27日,5,毎日使ってます。気分に合わせて多彩な曲で癒されています。,3
昌俊藤田,2019年12月4日,5,とても使い勝手が良いです。,1
Rie Saito,2019年2月23日,3,Myうた保存した曲について。 登録日時順で固定できるようにしてほしいです。,28
さすらいの哨戒天狗,2018年10月27日,1,適当に組まれたプレイリストか上限60曲の保存スペースでしかフル再生できないのはどうなのだろうか,11
かあ,2019年10月4日,1,とりあえず使いづらい。LISMOに戻すか、同じ機能、操作方法にして欲しい。かなりストレスになる。,11
宇佐美千恵,2019年10月8日,2,Myうた登録した曲が何度も消えて、その都度、再ダウンロードしなければならない,4
白米,2019年8月7日,1,更新後からBluetoothからオーディオで曲名やアーティストが表示されなくなった,19
佃隆宏,2019年4月26日,4,アルバムによって、音量をあげたりさげたりしなければならないので、-★ひとつ。,4
Fyu Anz,2019年3月13日,3,R&Bなどの選曲は良いです。もっと数が増えれば嬉しいですがね。ごめん。,2
ねぎみそ,2018年9月29日,1,携帯内にある音楽を選択してから流れるまでがとにかく遅い。なんとかして欲しい,4
LASTIDOL281,2019年8月18日,2,歌詞をリクエストしても反映してくれない。 メジャーな曲じゃないと歌詞ないの？,2
Googleユーザー,2019年3月12日,3,歌詞の表示で、一番下に「他の歌詞」←と表示され、今必要な歌詞が見えない。,6
川下隼弘,2019年9月18日,1,ねぇ？やっぱり利用者からの問い合わせを聞く気がないなら、問い合わせの応募フォームとか要らなくないですか？何度やってもしばらくたってからもう一度お試しくださいってでます。メールアドレスに送っても送信できずに返ってくる。 というか、アーティスト名間違ってる時点で利用者だけでなく、アーティストをもばかにかしてませんか？ AKINO from bless4の海色のアーティスト名がMiiroになっている。 アーティストへのリスペクトがなく、自分たちの仕事への意識の低さ、責任感の無さがこんな事態を招いてるんじゃないですか？,8
Googleユーザー,2018年11月1日,4,アーティストにより、色々音楽性があり、楽しくなることが良い。,0
眞也大平,2018年12月4日,1,曲を聴いてる途中で突然止まる強制的に終了する。突然曲が止まるの辞めて欲しい,6
昭子監物,2019年5月15日,4,自分の好きな曲だけを聞いていられるし、歌詞がわかって良い。,6
東海林成美,2019年3月2日,4,アーティストの数増やしてください。懐かしい曲も新しい曲もたくさん聞きたい🎵,0
Googleユーザー,2019年1月20日,1,別々にして。なんか無理やりお金払わせようとする下心丸見えだし使いにくいし、これはひどすぎる,71
キサラギ,2019年7月25日,1,ジャケット画像が自分の撮影した写真に勝手に切り替わってしまって戻せない なんとかして欲しい,4
野かおり,2020年1月8日,1,インストールしましたが、アプリが更新できなくて使えません！！,0
Googleユーザー,2019年3月3日,1,ローカルに落とした曲が全部消えた それも三ヶ月中に二回も、改善する気は無いのかな,5
安藤隆司,2019年4月27日,4,ライブラリーに選んでも反映されない時があるので改善してください,1
lily,2019年3月21日,5,他の画面見ながらでもＢＧＭとして聞けるので良いです。,2
せがれ,2019年4月28日,1,使いにくい。携帯変えたらLISMOプレイヤー消えたし、アップデートしてるのに消えたままです。,8
中村勝,2019年9月21日,3,歌が好きで、カラオケで歌う為、便利です。,0
林和美,2020年1月23日,5,歌は、私の生きる力です。,1
1974 Mitchi,2018年12月9日,1,プレイヤーを立ち上げるのにコレを経由しなければいけないので、やむおえずインストールしただけです。,3
坂本眞弓,2019年1月1日,4,昔流行った歌もたくさんあるといいですね 全体的には気に入ってます,2
山本航平,2019年6月14日,1,今までも使い勝手悪かったけど、最新のバージョンにアップロードしてさらに使い勝手悪くなった。LISMOに戻した方がいい気がする,19
オカベヨシミ,2020年4月7日,3,韓国民謡や韓国えんか がとても良いですね‼️,0
泉孝吉,2018年11月25日,2,メジャー好きにはとても良い、インディーズBANDが少な過ぎ、コアな音楽好きには不向き、全てが「聴き放題」では無い,1
Googleユーザー,2019年3月14日,3,時々、歌詞が待ちがえて出て来ます‼歌詞がない曲が多過ぎ❗,1
YUJI K.,2019年5月2日,5,使いやすいと思うからか、聞くのには良く使います。,5
小暮ヨシエ,2018年9月18日,1,勝手に立ち上がってうざったい。しょっちゅうだからバッテリー喰うし。こんなの要らないからアンインストールしたいのにできないから更にうざったい！,1
たっち・みー,2019年9月23日,1,三太郎のコインプレゼント抽選ショボくなりすぎｗ宝箱選ぶやつは当たるかな当たるかなってドキドキだったけどリニューアルして初めて応募したら即座にハズレって出てついショボって口に出していってしまったｗ,2
愛山内,2018年11月22日,1,セットリストダウンロードされてくれないし、不都合だらけで使いにくい,11
Tom yan,2019年3月16日,3,使用してて特に不満は感じてませんが、可能ならLISMOプレイヤーに直接飛べるようにして頂きたいです。,24
Googleユーザー,2019年3月21日,1,ファイルマネージャーでは確認できる曲がライブラリに表示されないことがよくある。,1
増子忠行,2019年10月7日,5,90年第から２０００年までの曲が好き。SＭAＰの歌今までの曲がききたい。,3
佐藤愛,2019年5月5日,5,金銭的にベーシックでも聴いているだけでも充分、楽しい,5
山崎雅弘,2019年4月23日,5,うたパスはポイントを使って歌が買えるし最高です。,5
蘇露tanaka,2019年2月2日,3,聞き放題ができて 曲も少し安く買えるのはいいが 聞き放題できる曲が思ったより少ないのが 残念,1
ハーモニークリスタル,2018年12月19日,1,楽曲タップで再生が出来ないけどどうなっているのでしょうか？,3
安彦岩冨,2019年9月9日,5,80年代～現在までの音楽がランダムに聞けて、懐かしさやフレッシュさを 味わっています。,1
かまうち,2019年5月7日,1,以前は問題がなかったが、突然音楽が止まるようになった。,1
三出井,2018年9月26日,1,削除しても、更新通知がゾンビのごとく押し寄せるスパム。迷惑メールと同レベル。,2
松村太一,2019年7月6日,1,このアプリの捉え方が原因でしょうか？ 好きな曲を選んで聞けるものだとばかり思ってたのですが…。,0
フィッシャーきのっち,2019年9月20日,1,アプリが勝手に停止する。 こちらはこのアプリを使っていないのに，ことがある事にアプリ停止のお知らせ来る。,4
tomo,2019年5月6日,3,容量を節約するために不要な曲を削除したいのだが どうしても削除できない！ 非常に困っています！,1
和田正一,2019年6月3日,5,この本当に素晴らしい音楽アプリです使い勝手の良く素晴らしい音質と音色がスマホにマッチングします！,7
Googleユーザー,2019年2月8日,1,以前より使いにくいです。不具合どこがなおってるんですか？LISMOに戻してほしいです。,14
三島望,2019年3月20日,5,毎日楽しく音楽を聴かせて頂いてます🎵 音も良いし、良いアプリと思います。,13
望高瀬,2018年12月23日,1,曲をタップしてもなかなか再生しない… 次に再生が無くなった。 LISMOに戻してほしい…,10
杉浦栄子,2019年7月21日,5,歌が流れている時にコマアシャルは流さないでくだ際お願いします、,1
Ym Cx,2019年9月27日,3,新曲のもっと見るをジャンル別にも追加して欲しい。探しにくくて仕方ない。,3
横田輝美,2020年2月5日,3,好きな歌が有るので楽しいです🌼,0
マルクスジョナサン,2019年4月24日,1,突然バックグラウンドで再生できなくなった もう要らない 色々ダウンロードしてたのにこんなの詐欺だ,4
薔薇はな,2019年4月15日,5,音が良いのと、歌詞が出てきてびっくりしました！,5
Googleユーザー,2019年3月30日,1,以前LISMOで購入したのがうたパスに入らないと聴けないらしい。入ったらいらないメールが来るのでめんどくさいし聴けないので退会しました!!!,2
Googleユーザー,2019年2月11日,3,購入した楽曲を、再ダウンロードするのに、90日より、短くできませんでしょうか。,4
前田和哉,2019年4月3日,1,音楽アプリがなぜ通信しているのか謎 通信制限下では使えないアプリ,3
上村和己,2019年8月13日,5,多くの種類の曲を聴き放題できます！,1
竹松尚志,2019年10月27日,3,最近は他は購入関係なしで無料 でも使い勝手は良い,0
笹原篝火,2018年11月6日,1,Bluetoothが機能しなくなった。つかえない。,2
みみこみみこ,2019年4月14日,2,プレイリストに入れた曲が消えてしまいます、前のLISMOのほうが好きでした,0
ミルク,2018年9月23日,4,再生してて電話などかかってきたときはじめからになるのを直してほしい。,0
ai ai,2018年11月4日,1,MAMAに投票できるのは、うたパスだけ。とあったので、ダウンロードしたが最後のパスコードが入力できない！投票できないなら意味がない‼️,8
伊藤照子,2019年4月13日,5,好きな歌をいろいろ聞けて、還暦をこえてるばぁちゃんですが、ニヤニヤしながら、きいています。,7
ゆかり加藤,2019年5月31日,4,いろんな歌が聞けるし自分の気に入った歌は保存出来る使って居ます,4
伸太郎武田,2019年9月7日,4,ダイレクトに曲を選べないのが難ですが 総合評価はとても良いです,0
Yasuko Demura,2019年6月24日,1,初めてダウンロードしたとおもったら、ログインできない 画面がチラチラ　なんだかな,3
三苫俊哉,2019年9月11日,4,楽しませていただいてます。 聞きたいアーティストが入ってないのが残念ではあります。,0
Googleユーザー,2019年3月3日,1,めっちゃ最低## ダウンロード完了が超遅い、音楽も聞けなくなる、史上最大最低アプリです💢💢,10
Googleユーザー,2019年2月21日,4,色んな音楽が、聴けてうれしい！ 月に10曲フルで聴けるし歌詞も見れるし楽しんでまーす🎶,2
Tathuya Shimizu,2019年1月7日,2,プレイリストの曲が作り直してもすぐ消える,7
成田美佳,2019年6月4日,2,ダウンロードしないやつが勝手にダウンロード開始する。要らない曲って消せないんですか？,5
風香田中,2019年10月24日,1,勝手に終了している。バックグランドで再生できない,2
松尾清治,2020年2月22日,2,更新時間が、遅い,0
Googleユーザー,2019年1月7日,1,まダメダダメタッチたタッチみたいに余ってる余ってるまマジシャンマジシャンマジシャンまどマギたまマジシャンマジシャンマジシャンマジシャンーク,0
mono,2019年4月27日,4,気分で音楽を聴く自分にとっては、使いやすくなりました。,4
Googleユーザー,2019年3月15日,4,楽しいですよ😃 曲数が多いので便利に使えます,7
Googleユーザー,2018年9月22日,2,お試しで好きなアーティスト、曲検索しましたがお目当ての見つからない。男性アーティストで検索しても女性アーティストも含めてヒットするし、ジャンル別(K－POP)で検索しても洋楽や、ジャズも一緒にヒットするので検索機能って意味あるの？って感じ。 因みに嵐って載せるまでもないくらい人気ないのかな？,2
Takashi Fujita,2018年12月31日,4,自分の気に入った曲を何度でも聞けるので、いいです🎵,3
Googleユーザー,2018年12月14日,4,とても便利､使いやすい｡沢山聴きますね🙋,0
Googleユーザー,2019年2月8日,1,うたパスが再生出来ないせいで時間と電池を無駄にした返せ,5
梅川洋子,2019年2月14日,4,いつでも色んな人の曲聴けるのがいいです。,9
渚カヲル,2019年11月2日,1,途中で音が急に小さくなる,5
連絡用,2019年6月11日,1,全く起動せず、しても曲が流れない。,3
tf夜行,2019年8月31日,1,Bluetoothの不具合が改善されてない,0
畑哲也,2019年12月5日,3,車へ繋いで利用してます。,0
福浜光広,2019年6月27日,5,懐かしい曲が聴けるから、いいですね。,1
野澤信義,2019年8月4日,1,使いかたがわかりずらい、聴きたい曲が探せない,1
勝目十朗,2019年11月30日,5,いち早くニュースが見られるが良い,1
長野信悟,2019年3月16日,4,いつも、ダウンロードした音楽を楽しみながら、運動しています！,1
yuki ・,2018年11月4日,1,MAMA投票する際のパスコードを何度入力しても弾かれます。twitter等で検索してみると、同じように正確に入力しているにもかかわらず弾かれている方が沢山いるようですがどうなっているのですか？,11
Googleユーザー,2019年2月25日,1,こいつがクソだからリスモのプレイヤー使ってたんだが？ アプデしたら承諾もなしに削除とかなに考えてるんだ？悪質で悪辣で最低最悪、企業としてありえない対応だろこれ 料金が高い云々は正直どうでも良かったんだけどな、お前らが客をどういう風に見てるかハッキリした事だしこれを期に考え改めるわ、殿様商売やってるつもりならこっちにも考えがあるぞクソKDDI wifiがつながらないとずーっとネット経由のくだらない情報をロード、そんで肝心のプレイヤーは使えず。 なんだよこのクソアプリは(戦慄),43
まえだひろみ,2019年6月5日,1,とにかく邪魔！勝手に画面に出てくるし、アンインストールできなくて、とっても煩わしいです。何かいい方法があれば教えてほしいです。,9
#鉄板ナポリタン,2019年9月19日,4,他のアプリを使って分かったけど、コイツの歌詞表示機能が地味に有り難い,1
キャフリーニール,2020年2月9日,1,フルで聴くには有料⤵このご時世でサービス悪過ぎ⤵,0
細沼孝司,2020年3月12日,3,取りあえず試しにアプリを使ってみます。,0
zero kuro,2019年3月9日,1,機能がしゃっふる再生のみしかない。好きに聞きたい今の時代に合わない。,8
赤坂勇三,2019年3月21日,2,ジャンル別に分けて入っていたらもっと分かりやすく聞けます。,1
rina tsuji,2018年10月31日,3,色々な歌が聴けるのは良いが歌詞表示のズレがひどい,3
Googleユーザー,2019年4月1日,1,繋がるときと繋がらないときがある。最近繋がらない時が多いのは何故ですか？,6
Googleユーザー,2018年11月3日,4,初めて使ったら、メドレーみたいに音楽が流れて来ました(^-^)/,1
Googleユーザー,2018年11月8日,1,使わないのでアンインストールしたのに何度も何度も勝手にインストールされる　邪魔,0
川崎真理恵,2019年8月22日,4,お気に入りの曲を月10曲追加できて、月額で聞けて嬉しい,0
小野田薫,2019年10月15日,1,今まで使えてたのにお使いの機種は対応していないっておかしいですね。,4
Googleユーザー,2019年3月13日,4,よい my歌を、変えられればもっと良くなると思う。,10
古志利王,2019年4月28日,1,なんでマイうたが全部消えるんですかね？ 毎回いちいち再ダウンロードさせる気ですか？ 鬱陶しいんでやめて貰えます？,7
Googleユーザー,2019年3月17日,5,通勤の時に聴いています。とても、いい感じです。,2
ネイルソル,2019年9月12日,4,最近、使い始めたのですが好きな音楽をいっぱい楽しんでます。,0
fujisawa junko,2019年8月28日,1,曲の途中で止まるようになりました。 どうにかしてください。,1
Hiroshi Ohgai,2019年9月18日,2,いつの間にかログアウトしてても気がつかない不親切仕様,0
勝浦恵,2019年4月25日,5,歌が好きなので、楽しみながら使っています。,2
Daddy desuyo,2019年3月19日,5,毎日退勤時に使ってます。有り難いです。,2
かっつー',2019年9月18日,1,"他のアプリを開いたり電源を消すと強制的に止まる まだLISMOの方が100倍よかった,さすがに酷すぎる,マジで",2
泉貴大,2019年9月28日,3,プレイリストの並び替えに名前順が欲しいです,0
クラッキー・麻衣,2020年1月10日,5,アップデートしても、 以前のライブラリー残ってました‼️ 他の評価さんとは違うのでしょうか？,1
Satoko Takagi,2018年11月19日,4,家でも車でもBluetoothを使って聴いています。 快適です。,1
ちゃいちゃいチャイ,2018年10月9日,5,自分にオススメのプレイリストを作ってくれてる！,2
Googleユーザー,2019年2月9日,4,おすすめのプレイリストが届くので、好みの曲が探しやすいです。,2
榛原清音,2019年8月14日,1,dl済みの曲が再生中にすぐストップする。ストレスしかない,1
Googleユーザー,2019年3月27日,5,曲数やジャンルが豊富で便利,4
nami hotta,2019年4月21日,3,色んな音楽がありますがもう少し、聴きたい曲があるといいんですけどね！ってことで星３つかなー,2
ikesy,2018年9月26日,1,Bluetoothのイヤホンを使うと勝手に起動する、どうにかしてほしい,0
ぜっと,2019年4月8日,2,アーティスト名を検索しても出て来なかったりします。storeの方で検索するとすぐ出るのにうたパスではなんで出てこんの？意味がわからん？,5
愛璃,2018年10月27日,4,月々、このお値段で色々と聴けるのでいい毎日聞いてます,1
vaizravaNa taka,2019年8月10日,1,auのアプリは何一つろくなモノが無い。センスも無い技術も無い客の声も聞かない。,3
Googleユーザー,2019年8月3日,2,子供向けでは、 ないのなら 何故？ 3+以上なのですか？ 3歳とか、4歳とか5歳とかまだ子供でしょ？ なら10+以上とかにすればよいじゃん？ 6歳以下ってまだ歌とか分からんでしょ❗️ 子供向けではないと書くのであれば そこ修正した方が良いですよ 後何で 嵐と調べたら ただ（嵐）と名のついた曲が出てくるだけなの？謎過ぎ（笑） 何故曲名入れたら他のがでんの？ ほんとなぞ まぁどうせ 見てもないだろうけど ほんとこれだから 何処の運営も バ❎ばかり ほんと腹立つ😒💢💢,5
石原健,2019年3月21日,4,聞き放題でたくさんの曲が聞けてとてもよい,6
ずんだもち,2019年7月26日,1,アップデート後、ジャケットが自身の撮った写真等に置き換わってます…… 酷すぎる,3
宇野恵,2020年4月7日,5,美麗＊びれい＊birei＊ ☺️🎀 チョコレート🍫おせんべい🍘お茶🍵ウォーター水🥛トイレ🚻🚾ビニール袋🛒トイレットペーパー🛒買い物ショッピング💖プリーズpleaseどうぞ💖,0
れれぽん,2019年11月5日,4,簡単に検索できる いろんな曲があり楽しんでる,2
かめさんりゅう,2019年2月6日,5,いつも、どこでも、スマホが使える所で お気に入りの曲を聞いてます。,4
Googleユーザー,2018年12月11日,1,広告があまりにも多すぎて使い物にならない,4
田中純子,2019年11月21日,3,楽しませていただいています。懐かしい曲が好きです。,0
滝尾勉,2020年3月17日,5,とても気に入りました。,1
光希八雲,2019年10月6日,1,使い勝手も悪く、LISMOの様に楽曲の引き継ぎすらまともに出来ない。,1
黒雪,2018年11月3日,3,マイリストが毎回､消えるのをどうにかしてほしい,3
晋治渡辺,2019年3月30日,5,便利で歌もたくさんあるし色々機能も❤️あってとても便利です,3
Googleユーザー,2019年4月1日,4,聞きたい曲がある程度は探せるので 楽しめています,6
中村紀美子,2019年9月5日,1,更新しても強制終了するのはなぜなのか　いい加減頭くる　毎月払ってるのバカらしくなる,2
ゆっきー,2019年5月3日,3,アプリに内蔵されていたやつなんで仕方なく使ってますが、まぁまぁです。,1
yo- ken,2019年6月27日,1,メンテナンス明けで保存曲全て消えてもう一度保存し直せと。クソアプリ。,2
Googleユーザー,2018年12月2日,5,いろんな音楽が聴けるので最高です。,2
Kouji Nakagawa,2018年9月28日,1,うたパスは使いにくいので、LISMOを継続提供して欲しい。,4
川角衣里,2019年8月9日,2,バージョンアップしたら車のナビに曲名が出ててのに出なくなった…,6
宮川秀子,2019年8月31日,1,頼んでもいなのに、何でて感じお金だけ毎月取られて！,0
山岸卓也,2018年9月28日,2,イヤホンを付けてたら勝手に音が鳴る。,0
野村悠太,2019年9月19日,1,バクが起こっていて曲聴けない(・・;),1
もみ,2019年3月14日,1,いつの間にかに全部曲が消えてました。,4
Googleユーザー,2018年11月28日,1,毎回毎回アップデートの度に使いづらくなるのは勘弁してほしい,4
狼音牙,2019年4月22日,1,LISMOが使えなくなった！早くもどせや！うたパスよりLISMOの方が使いやすい。,18
Daisuke Kato,2019年3月1日,5,全ジャンルから良いところ取り出来て有難いです。,8
Googleユーザー,2018年12月12日,5,登録の手続きがもう少し簡単ならいいです,1
冨田須美子,2019年4月19日,1,あまり使わない、ユーチューブだけでよい。,0
まりまり,2019年10月2日,2,購入しようとしたら通信エラー マジ最悪💢💢💢💢💢💢いい加減改善しろや💢💢 皆言ってるけどLISMOの方が使いやすくてまだ良かった,8
セバスチャンミカエリス,2019年8月16日,2,使ってる時にビックリするぐらいにスマホが熱くなる,1
akiko SMAP,2019年8月28日,5,いいですね❤️ カラオケ🎤🎶安くなるのでお得です😌💓,2
黒木リーコ,2019年11月13日,5,色んな曲があって楽しめてます,1
Googleユーザー,2018年11月3日,5,聴きたい音楽があったので最高位です。,2
渡邊竜聖,2019年1月27日,1,お金とる割に曲が少ない。backnumberとか米津玄師とか聞きたいのに聞けない。,2
金井隆一,2019年12月11日,5,音が凄くいいです❗,1
七海,2018年11月4日,2,全ての歌詞がスクロールされない,2
Googleユーザー,2019年4月2日,1,フルバージョンできけない試聴しかできない,1
はらふみひろ,2019年6月2日,1,いろいろ使えるようだが逆に使いにくい 以前のLISMOのほうが良かった,5
man sanada,2019年11月22日,2,まず…auスマートパス聴き放題での使い方を自分が分かってなくて…批判してる奴はマジか？wwwちゃんと説明文を読もうね。 えーと、スマパス恩恵の無料で使える範囲を一通り使った結果…可もなく不可もなくの不可寄りw まず、シャッフル再生しかできない→不便。 いや、待てよ…スキップすればいいんじゃね？→スキップ制限が30分近く掛かるww→その間は聞きたくない曲を聞くしかないw 絶妙に使いにくくした聴き放題の恩恵w これは改善しないと、スマパスの恩恵でも何でもなくなる。,0
ツバキんぐ,2019年4月28日,1,lismoがアップデートで無くなったため、ものすごく使いにくくなった。まじで戻してくれ...,8
れん_,2019年11月7日,1,なにこのゴミアプリ。LISMOがこれになった言うからいれたけど購入した曲が1曲もDL出来ない。,2
S,2019年11月28日,1,何回修正するのか…。,3
kototoki M,2019年9月21日,1,今までリスモで聞いていましたが、機種変したらリスモが使えなくなったので新しいプレイヤー探していますが…これはダメだ。 購入曲ダウンロードしようしても1曲ダウンロードする度にフリーズ。 しかも結局ダウンロード出来てない。 20曲程度ダウンロードするのに何日かかるかわからん。,6
シロン,2019年4月23日,2,Bluetoothで飛んでくれないからいらない,0
堀川涼太,2019年7月14日,1,パスワードが合ってるのに合ってないって言われる,0
一伸生子,2019年11月19日,1,聞きたい歌手、歌が名前で検索できない。,1
誰だ俺は,2019年1月20日,1,Wi-Fiから離れたら今まで取った曲が消えた‼️再ダウンロードしたら聞けるけど、１２月と１月時点で４回　,6
西貴代美,2019年6月22日,5,色んな楽曲が聴けて楽しいです。,2
プレッシャー,2018年9月28日,5,昔から変わらず使いやすく、分かりやすい。,1
桃田みずき,2019年6月26日,5,とっても、見やすくて分かりやすくなっているからいいです。💓😌,1
横山正,2019年10月8日,5,音質が、良くて聞きやすいです✌,2
棗飛鳥,2018年10月2日,2,LISMOでダウンロードした曲が、聴けなくなりました。 改善お願いします。,2
Googleユーザー,2019年3月24日,5,聴き放題にlemonがないのは、残念でしたが他の曲は、充実してた,2
ぺぺ,2018年11月15日,1,投票するためにお試しプランに加入させるのは横暴すぎる。 会社の質が透けて見えるクソアプリ。,3
ユアサヨシアキ,2019年9月19日,4,プレイリストが分かりやすく使いやすい,0
ベーカリードレミ,2018年9月17日,1,最悪。うたﾊﾟｽ要らない。元に戻せ。,8
Googleユーザー,2018年10月21日,5,とにかく安い　無い曲も有るけどマアマアかな😅,2
Googleユーザー,2019年3月26日,4,何時も楽しく聴いてます。,2
Googleユーザー,2019年2月2日,5,とっても便利いいです。共有しやすいです。,3
畑優作,2019年6月10日,1,通知をOFFにしても貫通してくる,1
金城雅代,2019年10月2日,3,車で聴けて便利です。,0
Dargelin Tharbo 22,2019年4月22日,5,歌詞表示以外は不満なし。,2
Googleユーザー,2019年2月28日,1,激重い。すぐ落ちる。直接CD買って自分でスマホに曲入れたほうがいい。マジで買った金返してほしい。最低,13
滝澤哲弥,2019年12月20日,1,全然ﾀﾞｳﾝﾛｰﾄﾞ出来ないし 1時間以上待機 何なの？,0
うのみさ子,2020年1月24日,4,いい曲たくさん,0
kyara rari,2020年3月31日,2,,0
Googleユーザー,2019年3月3日,4,もっと曲がいいのがはえっていといい、,0
Kanae Sato,2018年10月13日,1,アプリ起動からDLしようとすると直ぐにアプリが落ちるのをどうにかしてほしい,1
坪田清志,2019年4月3日,4,通勤で聴けるので良かった,1
大瀧裕輔,2019年6月20日,2,価はくふひこヤ古家中金屋かはように５５５８２２悔しくかなさはふのひａｍｂｋ、蹴らない。なって５，９４２寝屋川市駅矢羽野か田湯にか屋根奈由やはのかたゆにかやねなゆ羽生田�はか）涙？金屋かはここだけ蚊帳蚊皮膚病帳紅紅那 波や２階はな優ゆっくりと,0
吉田ゆかり,2019年9月20日,4,まだ完璧には使いこなせていませんが、頑張って理解したいと思います。,0
むむむむきち,2019年3月8日,1,アプデしてから様子見で使ってはみたけれど、やはりただただ使いづらい。 使うのやめます。LISMOより使えない。,17
修一岡田,2019年2月17日,4,検索機能がちょっと…。その他はまぁまぁ満足かな😃,1
六角幸男,2020年3月20日,5,使いやすく、きにいりました。,1
穣長谷,2019年4月23日,3,前より使い勝手が良くない。,2
石原ひろみ,2018年12月24日,5,分かりやすく❗楽しい音楽を聴いてます。,7
波多野応春,2020年1月6日,1,登録とかする気もないので要らん。 アンインストール。,1
Googleユーザー,2019年3月13日,3,ミュージックストアからうたパスに戻れるようにして欲しい,2
大久保美香,2018年12月18日,2,使いにくい すぐ壊れる 欲しい曲が無い,0
ベルウッドトーマス,2019年3月26日,1,更新してから、シャッフ再生…できないんですけど。,1
noir re,2020年4月2日,1,どんどん不便になっていく。 LISMOを再配信してほしい。 LISMOを返せ。,0
Googleユーザー,2018年10月14日,4,音楽アプりをあまり使わないけどこれは使ってもいいな,0
Googleユーザー,2019年1月6日,4,好きな音楽が聴けるのが、良いです。,0
Googleユーザー,2019年5月14日,5,ラジオも意外に面白い,3
I h,2019年8月10日,1,とにかく使い勝手が悪すぎ。イライラします。LISMOに戻して欲しいです。,5
井上美智代,2020年2月23日,1,ずっとリスモを使っていたので使いづらい 曲とビデオが別々なのがめんどくさい リスモと同じ【すべて】聞けるようにして欲しい,1
Googleユーザー,2019年3月16日,1,使えん‼️1年2年前の方が使えた こんなんじゃau借りてる意味ない,12
古川匠,2019年6月10日,1,通知を止めているのに、通知が届く。,2
岸本ほのか,2019年10月31日,3,自分の好きなジャニーズの歌がMy保存できるのがいい!,0
鶴原由美子,2020年3月3日,5,大好きなアーティストがいるので。,1
岸田寿乃,2020年3月8日,1,うたパスはいらない。LISMOだけでいい。というかLISMOしか使わない。,1
平野正雄,2019年4月16日,5,楽しく聴かせてもらってます。,2
いまいひろみ,2018年11月13日,4,いつも楽しく車の中で聞いてます✨,1
松迫由紀子,2019年11月9日,5,自分の好きな曲が聴けるので良かったです。有り難うございます🙇,1
かめだけいこ,2018年10月26日,1,あまり使わないのでないほうが良い。アプリを消そうと思っても消せない。,0
Hiroshi Nanjo,2018年10月24日,5,アーティストの所に直接入力で検索したい,2
ふーくん,2020年4月5日,1,LISMOを復活させて欲しいこんなよくわからないものよりLISMOのほうがよっぽどいい,0
Googleユーザー,2018年11月8日,4,ランダム再生で楽しんでます,0
吉田まなみ,2019年4月10日,3,聴きたいアーティストの曲が少ない,2
あんころ餅ネコ,2020年2月24日,4,LISMOの方が使いやすかったけどないから使ってます。,0
おばけちゃん,2018年11月6日,1,ラジオが聴きたくて、いろいろやってみたがダメだった。糞だな。,1
Googleユーザー,2018年12月17日,3,LISMO のライブラリーもそうですけど、ギャップレス再生モードを入れてほしい,3
Googleユーザー,2019年2月26日,5,好みの曲が、探せて良いですね🎵,2
阿部京子,2019年3月21日,1,LISMO返して(T_T)ずーーっと使ってたのに、あまりに使い勝手悪いので消しました。前のが良かった。,1
末木葵,2018年10月3日,4,気軽に聞けてBGMにちょうど良い,0
ジャバ堺鳳店,2019年11月16日,4,はかふきふはなさらひ総ハコハケ夏季気か機器毛か危機か左聞くけ皿か左カヌ来ぬかけは楚洲かけ草かは左府機器九九かさ堺鳳店　店舗写真ら,0
中谷元二,2020年3月3日,4,スマートパスプレミアムで聞けるのが良い‼️,0
幾田祥一,2020年1月25日,1,LISMOを返してください。うたパスとかいうゴミはただただ使いにくいです。,1
小澤敏彦,2019年4月23日,5,うたパスは、なくてはならないアプリです！,4
のんびりたけし,2019年12月10日,1,意味のないアプリ、auの独りよがりなものだった,1
サタ爺,2019年11月16日,1,勝手に起動する。こんなのいらない。,0
