,review,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply
17,18,石川魁人,2019年1月22日,1,途中変わっ流れ途中消える改善改善自分出来る教え,KKBOX International Limited2019年1月22日お問い合わせいただきました件につきまして、原因究明のためオンラインサポート：https://goo.gl/sKRaEH までご連絡いただきますようお願いいたします。
18,19,Googleユーザー,2018年11月30日,2,無料入れプレミアム会員なら使え,"KKBOX International Limited2018年11月30日お問い合わせいただきました件につきまして、決済情報を https://goo.gl/sKRaEH よりご提供して
いただきますようお願いいたします。"
19,20,Googleユーザー,2019年3月10日,5,歌詞表示嬉しい,
20,21,青木茂雄,2018年12月25日,5,懐かしい大好きアーティスト聴け自分お気に入り,
21,22,森田雄眞,2018年12月3日,1,キャッシュ出来,KKBOX International Limited2018年12月3日お問い合わせいただきました件につきまして、お手数ではございますが、：https://goo.gl/sKRaEH より詳しい情報をご提供いただきますようお願いいたします。
22,23,ナカタサキコ,2018年12月6日,5,中華聴く欠か,
23,24,Googleユーザー,2019年2月22日,5,BTS聴け嬉しい,
24,25,Googleユーザー,2019年1月30日,5,パイプライン懐かしい,
25,26,中谷俊,2018年10月3日,3,大体メジャー入っ最新入るいい機種依存判りアプリ動作重くなりそこ難点あと不満特にあり要望ジャンル聞け思い,
26,28,Googleユーザー,2018年12月2日,2,歌詞載せ,KKBOX International Limited2018年12月3日KKBOXの歌詞はKKBOX会員の方より投稿したものとなるため、現在のところ、全楽曲には歌詞が対応されておりません。お好きな楽曲に歌詞がない場合は、よろしければ、歌詞の投稿をご検討いただけませんでしょうか。動く歌詞の投稿方法：https://help.kkbox.com/jp/ja/function/playing-setting/1929
27,29,餡蜜きなこ,2018年10月3日,5,歌詞閲覧画面歌詞選択する押し部分始まるいい機能思いオフライン起動再生できる満足,
28,30,Group Team,2018年10月23日,5,Kpopアジア洋楽強く邦楽洋楽バランス良く入っ洋楽多く聴くSpotify邦楽多く聴くAWA学生お金ないLINEミュージックkpop多めkkboxどれgooglePlayMusiciPhoneAppleMusic,
29,31,小林一幸,2018年12月16日,5,使い勝手非常良い思い,
30,32,Googleユーザー,2019年2月25日,5,聞けるいい,
31,33,浅野真吾,2018年12月24日,5,楽曲少ない良い,
32,34,須藤宏尚,2019年4月28日,1,アプリ運営クズ役立たしようない,KKBOX International Limited2019年5月2日ご利用いただき誠にありがとうございます。お手数ではございますが、オンラインサポート (https://cs.kkbox.com/jp/）よりカスタマサービスまでご連絡ください。
33,35,辻本昌仁,2018年12月21日,5,音質良く重宝,
34,36,田邊碧,2018年9月18日,3,pop好きNCT少ない韓国増やし,
35,37,西舘直之,2018年11月12日,1,退会月額とら返し,KKBOX International Limited2018年11月12日お問い合わせいただきました件について、お手数ではございますが、ご利用の決済方法をご確認の上、https://goo.gl/sKRaEH よりご提供していただきますようお願いいたします。
36,38,汁味噌,2018年12月5日,5,最高一言,
37,39,mtm MN,2018年12月19日,4,良い,
38,40,加藤絢士,2019年4月30日,3,音楽アプリいい,
39,41,Googleユーザー,2019年2月11日,1,間違え課金解約手続き,KKBOX International Limited2019年2月11日退会方法について：https://help.kkbox.com/jp/ja/billing/pay-types/1545
40,42,Googleユーザー,2018年9月27日,5,すごく聴きいいアプリ!!,
41,43,大石健,2018年10月10日,5,古いかもアップ,
42,44,Googleユーザー,2018年10月14日,5,一部アーティスト聞け,
43,45,廣川上総,2018年10月10日,4,POP増やし,
44,46,GUNJI TAKUYA,2018年10月21日,4,もっと配信増やし,
45,47,木下秀之,2018年10月11日,4,使い思い,
46,48,Googleユーザー,2018年11月9日,5,使っ,
47,50,Koya,2019年2月15日,4,AWALINEMUSICリリースれるずっとやっ老舗聴きサービス台湾企業運営自動動く歌詞あっアプリよく作り込ま思う080GooglePlayMusic980LINEMUSIC学割480比べる高め料金設定,KKBOX International Limited2019年2月18日ご利用ありがとうございます。KKBOXのプレミアム会員の料金は月額980円（税込）になりますが、Google Play (KKBOX Androidより購入)の場合は1080円 (税込)/月となります。サービス内容に違いはございませんが、Google　社の決済手数料の関係で金額が異なっております。
48,51,satoru nishikawa,2018年12月8日,5,歌詞表示れるいい中国分からCPOP好きサービスベスト他社いろいろサービス併用使っこれリコメンド機能UI含め結局使い,KKBOX International Limited2018年12月10日ご利用ありがとうございます。今後ラインアップの拡充に努めさせていただきます。
49,53,猫舌の猫,2018年9月2日,1,日本あるある有名ないそれ有料会員退会でき無料会員試し会員登録する場合つけする情報抜き取られるしれタイムライン共有できる日本人少ないおすすめでき,KKBOX International Limited2018年9月3日KKBOXは、権利者から許諾を得て配信しております。お客様のご要望に応えられますように、尽力させていただきたいと思っておりますがアーティストによっては、許諾の関係上配信ができない場合もございます。何卒、ご了承ください。お好きな楽曲が見つからない場合は、https://goo.gl/YDMbjE よりリクエストをお送りください。
50,54,#TATSUYA,2018年9月8日,5,日本上陸サービス使っコアユーザー台湾発信サービス日本人少ない仕方音質こだわりあるユーザー判っ思い音質機能dts機能あり音域広いハイクオリティイヤホン再生すれ本当に楽しめる他社サービス比べやっぱり格別いいメリハリパンチある低音伸び良い高音イヤホンヘッドホン聞い音楽対象POPPOPワールドロック中心なり歌詞同期作詞作曲氏名楽しめるPC...全文表示日本上陸サービス使っコアユーザー台湾発信サービス日本人少ない仕方音質こだわりあるユーザー判っ思い音質機能dts機能あり音域広いハイクオリティイヤホン再生すれ本当に楽しめる他社サービス比べやっぱり格別いいメリハリパンチある低音伸び良い高音イヤホンヘッドホン聞い音楽対象POPPOPワールドロック中心なり歌詞同期作詞作曲氏名楽しめるPCMacアプリ一緒聞くコーナーありそこアーティストファンチャット機会ありアーティスト距離身近感じられるステキ世界あり日本人ファンサービス運営するファンつく仕掛け本来ある,
51,55,butomo,2018年8月29日,3,アジア音楽強い聴い利用台湾アプリあっ中華多い韓国聴く試しZion調べないPOPカバーカバー残念,KKBOX International Limited2018年8月29日KKBOXは、権利者から許諾を得て配信しております。お好きな楽曲が見つからない場合は、https://goo.gl/sKRaEHよりリクエストをお送りください。
52,56,Googleユーザー,2018年8月22日,1,解約支払い電話番号分から退会仕方分かりいっ,KKBOX International Limited2018年8月22日退会をしたが、課金されている：https://help.kkbox.com/jp/ja/billing/cancel-change/1509
53,58,にゃんこ先生,2018年8月31日,2,全体重くなっ,
54,59,櫻井美優,2018年10月2日,5,使い,
55,60,Googleユーザー,2018年8月9日,1,アプリ開けアンインストール入れ落ちるSD入れ挿入落とせ表示会員すごく困る,"KKBOX International Limited2018年8月10日お問い合わせいただきました件ですが、大変申し訳ございません。さらに詳しく状況をお聞かせいただけますでしょうか。早急に問題を解決出来るように尽力させていただきます。原因究明のため問題の箇所をスクリーンショットで撮影し、画像をオンラインサポートhttps://goo.gl/sKRaEH までご送付いただきますようお願いいたします。

ご不便お掛けいたしておりまして、大変申し訳ございません。"
56,61,Googleユーザー,2018年8月20日,3,電源切っ聴けるとこ好き入っまあまあ聴きあるいい言うアニソンあるもっといいアニソン一番やっぱりアニソンある無い違う,
57,62,Hiro Takakuchi,2018年8月11日,5,失礼名前ダサい感じする使いメールアドレスパスワードあれ簡単試用出来る素晴らしい,
58,63,Googleユーザー,2018年8月6日,1,やっログインするわからアカウントかぶる当たり前簡単ログイン出来る,"KKBOX International Limited2018年8月7日ログイン・ログアウト方法：https://help.kkbox.com/jp/ja/account/password-login/1497
その他ご不明な点がございましたら、https://goo.gl/sKRaEH までお気軽にお問い合わせくださいませ。"
59,64,吉田陽子,2018年8月13日,2,オフライン聞ける凄くいい無い多々ある残念,"KKBOX International Limited2018年8月13日お客様のご要望に応えられますように、尽力させていただきたいと思っておりますがアーティストによっては、許諾の関係上配信ができない場合もございます。何卒、ご了承ください。

 楽曲のリクエストをされたい場合は、お手数ではございますが、オンラインサポートhttps://goo.gl/sKRaEH →
「楽曲等リクエスト」→「お勧めの楽曲について」をタップし、楽曲の情報を入力し、ご送信いただきますようお願いいたします。"
60,66,Googleユーザー,2018年8月5日,1,ニューアルバムいれろ,
61,68,Hisada Fumi,2018年8月4日,5,台湾好きダウンロード出来るうれしい,KKBOX International Limited2018年8月6日ご利用ありがとうございます。引き続き、KKBOXでの音楽ライフをお楽しみください♪
62,69,菅原かほ,2018年8月13日,5,楽しい,
63,70,J Lai,2018年7月15日,5,goodappwithlotsofsongsfordownloadhopemoresingersjointhisappsothatmoresongsavailable,
64,71,編集済み,2018年7月20日,3,クロスフェード意味無い,
65,72,人生のモブ,2018年5月12日,1,好きジャンル選べ選ん押しあと強制ホーム画面戻さアプリ開い好きジャンル選んあと強制ホーム課金するでき状況最悪改善れる願い,
66,73,猫寝子,2018年6月23日,3,AppleMusic不具合使い結局KKBOX落ち着き歌詞ズレ酷いそこ治らAWA戻ろきせ機能かわいくお気に入りそこもっと更新嬉しい,
67,74,大熊瑠夏,2018年6月27日,4,このごろ問題聴けるなっ時間経つ国内試聴なるどうしてなん?(ﾟーﾟ新しくキャッシュDLする聴けるなっするある聴きジャンル豊富(*^^*),
68,75,JIMI GENGEN,2018年6月18日,1,落ちる着信毎回毎回開き成らする開くホーム戻るプレイリストプレイヤー起動成らざい楽天モバイル使っ酷かっアンストする,
69,76,あきしょー,2018年5月11日,3,リクエストないリクエスト機能意味ないアプリ比べ少ない思うLINEMUSICあるアプリない結構ある,
70,77,さとにし,2018年6月9日,2,払っもっと出しやっ無料アプリ断然,
71,78,M.S寺宮 仁,2018年6月24日,4,聴きあっ嬉しいキャッシュすれどこ聴ける無料残念無理しれずっと無料聴き最高アプリ思うもしよかっ改善よろしくお願い,
72,79,ホワイトノンナ,2018年5月25日,3,更新一切聞けお金払っ何とかお気に入りアプリこれ残念,
73,80,もりしー,2018年7月13日,2,名曲オルゴール聞け,
74,81,健太内藤,2018年6月11日,1,最近調子悪く起動,
75,82,Googleユーザー,2018年7月5日,3,凄くいいしょうが思いずっと無料使え有料会員退会出来残念,
76,83,さかライジング,2018年5月26日,1,起動登録解除せろ,
77,84,Googleユーザー,2018年6月16日,1,フリーズ,
78,85,地神有能,2018年6月27日,5,無料本当に嬉しい,
79,86,ゆっくりKY,2018年6月23日,5,いいこれ,
80,87,汚料理ジャズ,2018年6月13日,2,オルゴール,
81,88,須藤敏志,2018年5月9日,5,2016記入アプリ渡り歩いKKBOX一番自分合っ言っ聞いキャッシュれる飛行機通信聞く出来SDカード保管できるGoodPC同期取れる便利2018記入Xperiaイコライザー機能使えアプリ乗り換えよまさに解約寸前無いボタン今日対応嬉しくエフェクトかけ聴い,
82,89,長谷大介,2018年5月10日,1,更新アプリ応答なり出来なっ解約出来最悪状態,
83,90,いむらだゆまこ,2018年4月21日,3,世界音楽入っいい音質シャーシャー好きヘッドホンいいしれイヤホン音量端末そのまま聞くしれ個人思いDTSエフェクト音質ノーマル聴け立体好き,
84,91,hiroki arima,2018年5月11日,2,歌手曲名検索常にエラー発生文字探すできアプリネット使え状態エラー出るアプリ問題あるお金払っ使っ早急処置お願い,
85,92,美和子,2018年3月27日,4,音楽聴か出し機能使っアジア間違えそれ使っいい機能残念,
86,93,たいちゃんねる,2018年3月25日,3,もっと増やしミスチル中島みゆき聞き有料聴ける,
87,94,Googleユーザー,2018年4月7日,3,miwaほとんど入っ残念人気ある歌手たくさんいれ(&gt;_&lt;),
88,95,ドレミドレミ,2018年3月27日,4,backnumber聞き増やし,
89,96,古谷章,2018年4月12日,1,強制終了お金払っ何とか本当,
90,97,並木通夫,2018年4月30日,1,android更新なっ使えなっお金払っものすごく残念,
91,98,田中春輝,2018年4月17日,5,もっと入れ,
92,99,Googleユーザー,2018年3月18日,3,歌詞表示ある歌詞表示間違っよくあるそれ最近大抵無く欲しいアルバム経たリリース多々ある歌詞表示表示最近リリース遅れさえ瞑れ程度,
93,100,Tina Diaz,2018年3月14日,1,有料登録しよインターネット接続普通インターネット接続アンインストールログインできなっ,
94,101,なすお一族えっちゃん,2018年3月8日,4,すごいたくさんアーティストあっ嬉しい使いオフライン聴ける嬉しいわたし好き米津試聴する出来残念,
95,102,0726 arara,2018年3月8日,4,歌詞見れるほんとにいい好き投稿,"KKBOX International Limited2016年8月25日現在[android Ver.5.9.30]につきまして、配信スタートによる不具合が発生しております。8月末に修正版のアプリを配信の予定となります。今暫くお待ちくださいませ。

この度はご不便をお掛けいたしております事、重ねてお詫び申し上げます。"
96,103,白 濱ぴ ゅ れ 【追兎】,2018年2月17日,4,更新ランダム音楽流れ治し,
97,104,Tony Wang,2018年3月2日,1,時候讀好才能,KKBOX International Limited2018年3月6日咦咦咦？您遇到的這個使用問題情況有點奇怪，我們需要再跟您詳細確認一下問題喔！還請您把詳細情形透過客服快易通：https://goo.gl/sKRaEH  反應給我們，會有專人協助解決問題喔！٩(ˊωˋ*)و
98,105,ロっきゅー,2018年3月17日,1,POP少な,
99,106,1206 mentantei,2018年3月6日,5,新曲早く追加,
100,107,関口仁,2018年6月16日,5,amazing,
101,108,岩田綾花3JSB,2018年1月12日,3,多々ネットワークエラー出るオフライン無いアプリ普通使えるアプリ検索出来なるauAQUOS,KKBOX International Limited2018年1月15日ご利用ありがとうございます。ネットワークエラーとの事、お調べいたしますのでKKBOXオンラインサポートへご連絡ください。→http://cs.kkbox.com/jp/
102,109,平野恵美,2018年1月12日,1,日本ヒルクライム聞け聞けなっ改善お願い,KKBOX International Limited2018年1月15日ご利用ありがとうございます。ヒルクライムの楽曲に関しましては、権利元の意向により配信停止となっております。ご了承くださいませ。
103,110,Googleユーザー,2018年1月20日,4,無料ありがたいお金なく,
104,111,町田郁弥,2018年2月16日,5,良いあえて言うもっと聴けいい,
105,112,1962桜雷槍,2018年1月25日,4,良い最近検索でき,
106,113,Googleユーザー,2018年1月9日,5,全部無料全部聞かし,
107,114,はるこんぶ,2018年1月4日,4,入っ!!途中止まっ時々あるあと個人好きbacknumber入れ,
108,115,Googleユーザー,2018年1月9日,5,毎日風呂聞い有名マニアックあり聞け嬉しい,
109,116,ぱいせんマッチ,2018年1月3日,4,勝手プレミアム会員登録解除困っ,
110,117,いち桃花,2018年1月7日,5,意味ある!?教えお願い,
111,118,Googleユーザー,2018年1月6日,4,中島みゆき中島中島みゆき入れろ,
112,119,神無月妖魔,2018年1月8日,2,更新おそ,KKBOX International Limited2016年10月13日ご利用ありがとうございます。ご希望の楽曲がございましたらKKBOXオンラインサポートへリクエストください。→http://cs.kkbox.com/jp/
113,120,雅,2017年12月30日,2,アプリ起動出来毎月払っ,
114,121,Googleユーザー,2017年12月29日,1,アップデート起動出来なり気に入っアプリ残念,
115,122,kyo M,2017年12月29日,3,アップデート開け対応,
116,123,Googleユーザー,2017年12月26日,2,最近ほんとにかから有料会員止まる飛ばしかからインストール直ら有料会員もったいない改善お願い,KKBOX International Limited2017年12月27日ご利用いただきましてありがとうございます。楽曲が再生されないとの事ですが、お調べさせていただきますのでKKBOXの左上にある「≡」をタップし、「設定」→「ご意見箱」より詳細をお知らせください。よろしくお願いいたします。
117,124,中島実里,2017年12月12日,3,聴い飛ばしする読み込み動かなり再生月々お金払っこれ困りせっかくいいもったいない,KKBOX International Limited2017年12月27日ご利用いただきましてありがとうございます。楽曲が再生されないとの事ですが、お調べさせていただきますのでKKBOXの左上にある「≡」をタップし、「設定」→「ご意見箱」より詳細をお知らせください。よろしくお願いいたします。
118,125,個人動画版あちゃそチャンネル,2017年11月22日,2,アプリスマ買っあっ知ら今月課金超えゆう課金楽曲値段書いそれ買っあっお金取るおかしい,KKBOX International Limited2017年11月30日この度はご連絡いただきましてありがとうございます。決済の際にはお客様の同意及びパスワードの入力が必要となります。弊社ではお客様の同意なく課金する事は出来ません。また弊社サービスは月額980円でございますので、課金が3万円との事ですが、弊社をご利用で3万円になる事はございません。こちらお調べさせていただきますので、https://cs.kkbox.comより詳細、お客様情報等をお知らせください。よろしくお願いいたします。
119,126,ぽん子,2017年12月5日,2,再生押す音楽再生画面かたまり動かなっ少なくとも一昨日普通聴け,
120,127,yu shi,2017年11月22日,3,バージョンアップ影響キャッシュ480あっ180なくなっアプリ落ち初め良い思っ最近???状態アプリ乗り換え検討,
121,128,プチ猫,2017年12月6日,1,聴き音楽読み込ま,
122,129,Googleユーザー,2017年12月6日,5,良い,
123,130,Googleユーザー,2017年11月15日,1,おいおい歌詞表示なっどうして,KKBOX International Limited2017年11月16日ご利用いただきましてありがとうございます。歌詞が表示されないとの事ですがどちらの楽曲でしょうか？KKBOXの左上にある「≡」をタップし、「設定」→「ご意見箱」より詳細をお知らせください。よろしくお願いいたします
124,131,鈴木琴音,2017年10月28日,3,いつたっ再生飛ばし特に音楽聞け使っ意味なくなっちゃう改善,
125,132,登録者一人に付き北朝鮮にスパイを一人送り込みます,2017年11月27日,3,聴け音楽対応書いなっ日本対応最初聴けならあと聴けなっ音楽聴き,KKBOX International Limited2017年8月2日ご利用ありがとうございます。以前はお聞きいただけたとの事ですが、こちらはお試し会員でしょうか？30日が過ぎますと無料会員になり30秒試聴になります。プレミアム会員登録いただきますと全てのサービスがご利用いただけます。ご不明な点がございましたら、オンラインサポートへご連絡ください。→http://cs.kkbox.com/jp/
126,133,CxaxK 翔 27,2017年10月25日,1,更新起動問題発生終了言うエラー起動でき,KKBOX International Limited2017年10月26日ご利用いただきましてありがとうございます。起動が出来ないとの事、お調べさせていただきますので、https://cs.kkbox.comより詳細、お客様情報等をお知らせください。よろしくお願いいたします
127,134,HIACE STAGER,2017年10月25日,4,理由DTSうまく動作,
128,135,源祐,2017年10月20日,1,アンインストールすれ課金無効なる解約手続きする,KKBOX International Limited2017年10月24日ご利用いただきましてありがとうございます。解約する場合はログインしていただき退会手続きを行う必要がございます。アンイストールしただけでは退会にはなりませんので、ご注意ください。アカウント・パスワードはが不明でログイン出来ない場合はhttps://cs.kkbox.comより詳細、お客様の決済情報等をお知らせください。よろしくお願いいたします。
129,136,理佐推しSANA,2017年10月22日,1,使っないメールアドレス試し期間過ぎ言わ,KKBOX International Limited2017年10月26日ご利用いただきましてありがとうございます。お試し期間が過ぎてると表示されるとの事ですが、一度もご登録された事はございませんでしょうか？お調べさせていただきますので、KKBOXの左上にある「≡」をタップし、「設定」→「ご意見箱」より詳細、お客様情報等をお知らせください。よろしくお願いいたします
130,137,たく,2017年11月3日,2,キャッシュ出来なるいつ経っ再生クロスフェード機能,
131,138,Googleユーザー,2017年11月4日,1,更新起動でき問題発生メッセージ,KKBOX International Limited2017年11月10日ご利用いただきましてありがとうございます。起動が出来ないとの事、お調べさせていただきますので、https://cs.kkbox.comより詳細、お客様情報等をお知らせください。よろしくお願いいたします
132,139,ちーちゃん,2017年11月4日,3,フリーズする多い,
133,140,種市かおり,2017年11月8日,1,プレミアム会員なっ料金発生,KKBOX International Limited2017年11月10日ご利用いただきましてありがとうございます。お試し会員から決済しなけれ料金は発生いたしません。また会員登録時に決済情報を入れて登録された場合には、1ヵ月無料後に自動でプレミアム会員へアップグレードいたします。会員状態をお調べさせていただきますので、KKBOXの左上にある「≡」をタップし、「設定」→「ご意見箱」より詳細、お客様情報等をお知らせください。よろしくお願いいたします
134,141,足立太郎,2017年11月2日,5,かなりなっ使いいい,
135,142,、、,2017年11月1日,3,米津追加,
136,143,Googleユーザー,2017年11月5日,5,好き沢山聴け最高,
137,144,Googleユーザー,2017年11月10日,5,オフライン聴ける,
138,145,oga hi,2017年10月20日,1,気に入っ使っアプリ開かなりアプリ更新開きこっちお金払っアプリ使っ早く直し,KKBOX International Limited2017年10月24日ご利用いただきましてありがとうございます。アプリが開けないとの事、お調べさせていただきますので、https://cs.kkbox.comより詳細、お客様情報等をお知らせください。よろしくお願いいたします
139,146,Saya yuki,2017年10月16日,1,設定押す強制終了するタイマー設定使え,KKBOX International Limited2017年10月26日ご利用いただきましてありがとうございます。設定を押すと強制終了するとの事、お調べさせていただきますので、https://cs.kkbox.comより詳細、お客様情報等をお知らせください。よろしくお願いいたします
140,147,Jeongyeon Yoo,2017年10月2日,4,基本すごく使いbacknumber無かっほとんど歌手揃っ改善ハングル歌詞入っルビ入れ,
141,148,Googleユーザー,2017年9月19日,5,アプリ一度プレイリスト入れ過ぎる聞け,
142,149,大和田修,2017年9月13日,1,SDカード入らなっ更新起動なっ,"KKBOX International Limited2017年9月14日ご利用ありがとうございます。お手数ではございますが、下記情報を報告フォームよりご連絡いただきますようお願いいたします。
※KKBOXの左上にある「≡」をタップし、「設定」→「ご意見箱」をタップします。"
143,150,酒井麻由美,2017年10月2日,4,レンタルする安く色々聴ける助かっ,
144,151,スイリーシスターズAIRI,2017年10月13日,5,金持ちボンボン思っ聴ける,
145,152,Googleユーザー,2017年10月2日,4,機能良い動作重くなる,
146,153,梨花山下,2017年9月22日,1,退会仕方わから,
147,154,アンパンマン,2017年10月1日,1,使い,
148,155,Googleユーザー,2017年9月26日,5,聞きよかっ,
149,156,Googleユーザー,2017年9月9日,4,フル聞け30聞けなり残念処方お願い,KKBOX International Limited2017年9月11日ご利用ありがとうございます。無料会員アカウントへログインしたかと思われます。お手数ではございますが、https://goo.gl/nk6gm3 をご参照の上、https://cs.kkbox.com にて決済情報をご提供ください。正しいアカウントを確認いたします。
150,157,鍋田和芳,2017年8月7日,4,以前使っ退会登録いたいパスワード忘れ問い合わせメールドメイン教え,
151,158,石澤冬海,2017年8月18日,2,バックグラウンド聞く止まるバックグラウンド止まるアプリ自体良い止まる多くなっする何とか,
152,159,聖西平,2017年8月15日,2,再生出来表示出るすれ再生出来るなり,KKBOX International Limited2016年10月20日ご利用ありがとうございます。配信時期および楽曲につきましては、権利元の意向により配信しております。ご了承くださいませ。
153,160,Googleユーザー,2017年7月26日,3,ランキング途中聴きなるランキング順位書い次に聴き聴い簡単飛べる,
154,161,Katsukatsu55,2017年8月15日,2,再生でき増えする,
155,162,Googleユーザー,2017年8月15日,1,利用利用取ら困り,
156,163,ふじわら,2017年8月14日,5,カテゴリーHIPHOP選んスクロール停止,
157,164,弘枝木村,2017年8月29日,4,一度退会入会データ使用するできストレスなく,
158,165,ロアエルドラド,2017年8月29日,2,オルゴールもっとちゃんと入れろ,
159,166,小河宏太,2017年8月17日,5,凄いいいアプリ登録ファンキーモンキーベイビーズ,
160,167,さおりんさおりん,2017年8月27日,4,質問無料やつ自動料金払わゃいけなくなるんですか,
161,168,sato ayano,2017年9月2日,4,いい思っキャッシュ消え,
162,169,正道山浦,2017年8月30日,5,いつも楽しく使わ,
163,170,Googleユーザー,2017年9月1日,4,課金お願いふつー真剣,
164,171,M T,2017年8月27日,5,いい,
165,172,梶間映璃,2017年8月27日,5,いいアプリ,
166,174,たいらもも,2017年7月8日,4,親切アプリ不満あっそれ送信回答予定ない書い関わら返信質問親切返信来るいい,
167,175,魚おいしい,2017年7月24日,3,特定アーティスト楽曲人気まとめプレイリスト入れる機能気に入っプレミアムなり楽曲少な音楽アプリ具体控えあるこっちない多々あり楽曲リクエスト機能ある未だ追加ありリクエストある仕方思いせめてあり権利取れアーティスト新曲追加思い,
168,176,M na,2017年7月23日,1,試し聴い無い新曲ないあるあるもっと新曲増やしこれ使い物なりあと途中止まり問題直し,
169,177,三宅登貴恵,2017年7月1日,1,プレミアム会員毎月980引き落とさ退会出来やめ,KKBOX International Limited2017年7月5日利用ありがとうございます。プレミアム会員ではないのに引き落としされてるとの事、別のアカウントをお持ちではないでしょうか？お調べいたしますので、決済番号をKKBOXオンラインサポートまでご連絡ください。→http://cs.kkbox.com/jp/
170,178,岩本宗一郎,2017年7月19日,1,退会出来これヘルプ手順退会失敗返っ,KKBOX International Limited2017年7月20日利用ありがとうございます。退会が出来ないとの事、お調べいたしますので決済番号をKKBOXオンラインサポートへご連絡ください。→http://cs.kkbox.com/jp/
171,179,小田秀樹,2017年7月1日,4,以前使っ始めやっぱりいい,
172,180,ティーパブロ,2017年7月8日,4,pablow聞けなっ,
173,181,アイルトンセナ,2017年7月6日,4,スピッツ聴けなっ!?,KKBOX International Limited2017年1月4日ご利用ありがとうございます。ご希望のアーティストに関しましては、現時点では権利許諾の関係で難しい状況ですが、今後ラインアップの拡充に努めてまいります。
174,182,n a R u,2017年6月26日,1,やっプレミアム会員解除出来??教え,KKBOX International Limited2017年6月30日利用ありがとうございます。プレミアム会員の退会の場合は一度ログインしていただき、設定画面より退会が可能です。アカウント等が分からない場合は、KKBOXオンラインサポートへご連絡ください。→http://cs.kkbox.com/jp/
175,183,透風角,2017年6月21日,3,カバーほんけが聴き,
176,184,a b,2017年7月16日,4,アーティストもっと増やし,
177,185,Googleユーザー,2017年7月11日,4,お金かからそれ好きアーティスト聴けるいこ,
178,186,なみゆだ,2017年6月29日,3,最近よく勝手止まる,
179,187,yoshiaki takeda,2017年6月20日,4,歌詞簡体,
180,188,Googleユーザー,2017年7月5日,5,ホント便利あり使わ,
181,189,Googleユーザー,2017年7月24日,3,プレイリストシャッフル再生出来,
182,190,特急MARVEL,2017年7月15日,4,いい途中切れる,
183,191,Googleユーザー,2017年7月25日,5,イイ!!,
184,192,ラルネロ,2017年6月7日,5,試し使っ使っ音楽アプリオフライン聴ける最高プレミアム会員登録しよ迷う,
185,193,saka.,2017年7月28日,2,有料会員退会手続き退会失敗表示退会するでき,KKBOX International Limited2017年7月31日利用ありがとうございます。退会が出来ないとの事、お調べいたしますので決済番号をKKBOXオンラインサポートへご連絡ください。→http://cs.kkbox.com/jp/
186,194,Googleユーザー,2017年6月10日,4,ヒット聞く場合アーティスト期待連続アーティスト流れる違う思っ,
187,195,エース,2017年6月23日,4,増やしあとこれ希望カラオケ機能入れ,
188,196,ku ka,2017年5月29日,1,待機關閉就會自動關閉修正,"KKBOX International Limited2017年5月31日您好，我們非常希望協助您解決問題，還請您透過下方【意見回饋】詳述遇到的情形以及您的操作步驟給客服人員，收到後我們將幫助您做進一步的確認，謝謝

開啟KKBOX→點選左上角「≡」→「設定」→點選「意見回饋」→輸入內容→送出"
189,197,T T,2017年5月21日,1,中断プレイリスト再生,
190,198,鷹野三四,2017年5月26日,3,すべて歌詞られ悪い,
191,199,あーいーうー,2017年5月24日,1,エラー聴けなっ,
192,200,田中莉音,2017年6月4日,5,これ無料使い切っお金払う,
193,201,ようぐると食べたい英流,2017年6月8日,4,操作ui,
194,202,Googleユーザー,2017年5月24日,2,エラー多い,
195,203,松田陸,2017年6月1日,5,最高!!,
196,204,高久花恋,2017年6月3日,5,アプリいい,
197,205,岩崎幸大,2017年6月11日,5,使い安い,
198,206,大湯寛之,2017年6月16日,4,オフライン便利,
199,207,nicole niconico,2019年1月1日,3,更新ウィジェット大き中途半端なっ細かく調整Galaxyホーム画面グリッド真ん中左右開け配置左右どちら寄るマスするなく非常見た目悪いandroidシステム無理仕方ありアプリなんとかなる細かく調整できる,KKBOX International Limited2019年1月2日原因究明させていただきますので、詳細をKKBOXオンラインサポートへご連絡ください。→https://goo.gl/sKRaEH
200,208,ﾀﾏﾐｹ,2017年9月28日,5,欲しいほぼ入っ,
201,209,堀内治,2017年11月18日,5,最高音楽アプリ,
202,210,金城貴子,2017年5月9日,5,好きバンド最新アルバム何処早かっそれ以来浮気なし,KKBOX International Limited2017年6月6日利用ありがとうございます。引き続きKKBOXで音楽ライフをお楽しみください。
203,211,仲田龍,2017年5月9日,3,歌詞全部見れ更新だめ助け毎日楽しみ...........,KKBOX International Limited2017年6月6日ご利用ありがとうございます。歌詞が見れないとの事ですが、お調べさせていただきますので具体的なアーティスト、楽曲名をオンラインサポートへご連絡ください。→http://cs.kkbox.com/jp/
204,212,良則佐々木,2017年5月7日,5,70聞き,KKBOX International Limited2017年6月6日ご利用ありがとうございます。70年代の楽曲がご希望との事、具体的なアーティスト、楽曲名をオンラインサポートへリクエストください。→http://cs.kkbox.com/jp/
205,213,浩二森川,2017年5月10日,5,いい,KKBOX International Limited2017年6月6日利用ありがとうございます。引き続きKKBOXで音楽ライフをお楽しみください。
